,code,powiat,year,sex,education,count
4620,608000,Powiat lubartowski,2021,females,secondary and post-secondary - total,6264
4621,609000,Powiat lubelski,2021,females,secondary and post-secondary - total,12664
4622,610000,Powiat łęczyński,2021,females,secondary and post-secondary - total,4508
4623,611000,Powiat łukowski,2021,females,secondary and post-secondary - total,7403
4624,612000,Powiat opolski,2021,females,secondary and post-secondary - total,4835
4625,613000,Powiat parczewski,2021,females,secondary and post-secondary - total,2610
4626,614000,Powiat puławski,2021,females,secondary and post-secondary - total,8217
4627,615000,Powiat radzyński,2021,females,secondary and post-secondary - total,4420
4628,616000,Powiat rycki,2021,females,secondary and post-secondary - total,4398
4629,617000,Powiat świdnicki,2021,females,secondary and post-secondary - total,5326
4630,618000,Powiat tomaszowski,2021,females,secondary and post-secondary - total,6096
4631,619000,Powiat włodawski,2021,females,secondary and post-secondary - total,2559
4632,620000,Powiat zamojski,2021,females,secondary and post-secondary - total,7548
4633,661000,City with powiat status Biała Podlaska,2021,females,secondary and post-secondary - total,3820
4634,662000,City with powiat status Chełm,2021,females,secondary and post-secondary - total,4012
4635,663000,City with powiat status Lublin,2021,females,secondary and post-secondary - total,20262
4636,664000,City with powiat status Zamość,2021,females,secondary and post-secondary - total,4111
4637,801000,Powiat gorzowski,2021,females,secondary and post-secondary - total,5545
4638,802000,Powiat krośnieński,2021,females,secondary and post-secondary - total,4347
4639,803000,Powiat międzyrzecki,2021,females,secondary and post-secondary - total,4473
4640,804000,Powiat nowosolski,2021,females,secondary and post-secondary - total,6710
4641,805000,Powiat słubicki,2021,females,secondary and post-secondary - total,4085
4642,806000,Powiat strzelecko-drezdenecki,2021,females,secondary and post-secondary - total,3508
4643,807000,Powiat sulęciński,2021,females,secondary and post-secondary - total,2841
4644,808000,Powiat świebodziński,2021,females,secondary and post-secondary - total,4587
4645,809000,Powiat zielonogórski,2021,females,secondary and post-secondary - total,5985
4646,810000,Powiat żagański,2021,females,secondary and post-secondary - total,6082
4647,811000,Powiat żarski,2021,females,secondary and post-secondary - total,7628
4648,812000,Powiat wschowski,2021,females,secondary and post-secondary - total,2707
4649,861000,City with powiat status Gorzów Wielkopolski,2021,females,secondary and post-secondary - total,9456
4650,862000,City with powiat status Zielona Góra,2021,females,secondary and post-secondary - total,10336
4651,1001000,Powiat bełchatowski,2021,females,secondary and post-secondary - total,8719
4652,1002000,Powiat kutnowski,2021,females,secondary and post-secondary - total,8052
4653,1003000,Powiat łaski,2021,females,secondary and post-secondary - total,4200
4654,1004000,Powiat łęczycki,2021,females,secondary and post-secondary - total,4354
4655,1005000,Powiat łowicki,2021,females,secondary and post-secondary - total,6846
4656,1006000,Powiat łódzki wschodni,2021,females,secondary and post-secondary - total,6349
4657,1007000,Powiat opoczyński,2021,females,secondary and post-secondary - total,5627
4658,1008000,Powiat pabianicki,2021,females,secondary and post-secondary - total,9913
4659,1009000,Powiat pajęczański,2021,females,secondary and post-secondary - total,3575
4660,1010000,Powiat piotrkowski,2021,females,secondary and post-secondary - total,7857
4661,1011000,Powiat poddębicki,2021,females,secondary and post-secondary - total,3254
4662,1012000,Powiat radomszczański,2021,females,secondary and post-secondary - total,8284
4663,1013000,Powiat rawski,2021,females,secondary and post-secondary - total,4261
4664,1014000,Powiat sieradzki,2021,females,secondary and post-secondary - total,9438
4665,1015000,Powiat skierniewicki,2021,females,secondary and post-secondary - total,3283
4666,1016000,Powiat tomaszowski,2021,females,secondary and post-secondary - total,9093
4667,1017000,Powiat wieluński,2021,females,secondary and post-secondary - total,5631
4668,1018000,Powiat wieruszowski,2021,females,secondary and post-secondary - total,3552
4669,1019000,Powiat zduńskowolski,2021,females,secondary and post-secondary - total,5490
4670,1020000,Powiat zgierski,2021,females,secondary and post-secondary - total,14417
4671,1021000,Powiat brzeziński,2021,females,secondary and post-secondary - total,2688
4672,1061000,City with powiat status Łódź,2021,females,secondary and post-secondary - total,52149
4673,1062000,City with powiat status Piotrków Trybunalski,2021,females,secondary and post-secondary - total,5573
4674,1063000,City with powiat status Skierniewice,2021,females,secondary and post-secondary - total,3534
4675,1201000,Powiat bocheński,2021,females,secondary and post-secondary - total,9152
4676,1202000,Powiat brzeski,2021,females,secondary and post-secondary - total,7761
4677,1203000,Powiat chrzanowski,2021,females,secondary and post-secondary - total,9528
4678,1204000,Powiat dąbrowski,2021,females,secondary and post-secondary - total,4463
4679,1205000,Powiat gorlicki,2021,females,secondary and post-secondary - total,8473
4680,1206000,Powiat krakowski,2021,females,secondary and post-secondary - total,23939
4681,1207000,Powiat limanowski,2021,females,secondary and post-secondary - total,10422
4682,1208000,Powiat miechowski,2021,females,secondary and post-secondary - total,4386
4683,1209000,Powiat myślenicki,2021,females,secondary and post-secondary - total,10717
4684,1210000,Powiat nowosądecki,2021,females,secondary and post-secondary - total,17368
4685,1211000,Powiat nowotarski,2021,females,secondary and post-secondary - total,13410
4686,1212000,Powiat olkuski,2021,females,secondary and post-secondary - total,8938
4687,1213000,Powiat oświęcimski,2021,females,secondary and post-secondary - total,12251
4688,1214000,Powiat proszowicki,2021,females,secondary and post-secondary - total,3983
4689,1215000,Powiat suski,2021,females,secondary and post-secondary - total,7034
4690,1216000,Powiat tarnowski,2021,females,secondary and post-secondary - total,15575
4691,1217000,Powiat tatrzański,2021,females,secondary and post-secondary - total,5115
4692,1218000,Powiat wadowicki,2021,females,secondary and post-secondary - total,13081
4693,1219000,Powiat wielicki,2021,females,secondary and post-secondary - total,11071
4694,1261000,City with powiat status Kraków,2021,females,secondary and post-secondary - total,51930
4695,1262000,City with powiat status Nowy Sącz,2021,females,secondary and post-secondary - total,6090
4696,1263000,City with powiat status Tarnów,2021,females,secondary and post-secondary - total,7133
4697,1401000,Powiat białobrzeski,2021,females,secondary and post-secondary - total,2623
4698,1402000,Powiat ciechanowski,2021,females,secondary and post-secondary - total,6591
4699,1403000,Powiat garwoliński,2021,females,secondary and post-secondary - total,9157
4700,1404000,Powiat gostyniński,2021,females,secondary and post-secondary - total,3394
4701,1405000,Powiat grodziski,2021,females,secondary and post-secondary - total,7883
4702,1406000,Powiat grójecki,2021,females,secondary and post-secondary - total,9379
4703,1407000,Powiat kozienicki,2021,females,secondary and post-secondary - total,4066
4704,1408000,Powiat legionowski,2021,females,secondary and post-secondary - total,10012
4705,1409000,Powiat lipski,2021,females,secondary and post-secondary - total,2319
4706,1410000,Powiat łosicki,2021,females,secondary and post-secondary - total,2400
4707,1411000,Powiat makowski,2021,females,secondary and post-secondary - total,3490
4708,1412000,Powiat miński,2021,females,secondary and post-secondary - total,13171
4709,1413000,Powiat mławski,2021,females,secondary and post-secondary - total,5883
4710,1414000,Powiat nowodworski,2021,females,secondary and post-secondary - total,7147
4711,1415000,Powiat ostrołęcki,2021,females,secondary and post-secondary - total,6494
4712,1416000,Powiat ostrowski,2021,females,secondary and post-secondary - total,5831
4713,1417000,Powiat otwocki,2021,females,secondary and post-secondary - total,10267
4714,1418000,Powiat piaseczyński,2021,females,secondary and post-secondary - total,15501
4715,1419000,Powiat płocki,2021,females,secondary and post-secondary - total,8113
4716,1420000,Powiat płoński,2021,females,secondary and post-secondary - total,6763
4717,1421000,Powiat pruszkowski,2021,females,secondary and post-secondary - total,13631
4718,1422000,Powiat przasnyski,2021,females,secondary and post-secondary - total,3808
4719,1423000,Powiat przysuski,2021,females,secondary and post-secondary - total,2671
4720,1424000,Powiat pułtuski,2021,females,secondary and post-secondary - total,4014
4721,1425000,Powiat radomski,2021,females,secondary and post-secondary - total,10220
4722,1426000,Powiat siedlecki,2021,females,secondary and post-secondary - total,6462
4723,1427000,Powiat sierpecki,2021,females,secondary and post-secondary - total,3523
4724,1428000,Powiat sochaczewski,2021,females,secondary and post-secondary - total,7610
4725,1429000,Powiat sokołowski,2021,females,secondary and post-secondary - total,4065
4726,1430000,Powiat szydłowiecki,2021,females,secondary and post-secondary - total,2370
4727,1432000,Powiat warszawski zachodni,2021,females,secondary and post-secondary - total,10083
4728,1433000,Powiat węgrowski,2021,females,secondary and post-secondary - total,5234
4729,1434000,Powiat wołomiński,2021,females,secondary and post-secondary - total,22615
4730,1435000,Powiat wyszkowski,2021,females,secondary and post-secondary - total,6120
4731,1436000,Powiat zwoleński,2021,females,secondary and post-secondary - total,2569
4732,1437000,Powiat żuromiński,2021,females,secondary and post-secondary - total,2651
4733,1438000,Powiat żyrardowski,2021,females,secondary and post-secondary - total,6524
4734,1461000,City with powiat status Ostrołęka,2021,females,secondary and post-secondary - total,3334
4735,1462000,City with powiat status Płock,2021,females,secondary and post-secondary - total,8016
4736,1463000,City with powiat status Radom,2021,females,secondary and post-secondary - total,12714
4737,1464000,City with powiat status Siedlce,2021,females,secondary and post-secondary - total,5086
4738,1465000,City with powiat status Capital City Warszawa,2021,females,secondary and post-secondary - total,116974
4739,1601000,Powiat brzeski,2021,females,secondary and post-secondary - total,7619
4740,1602000,Powiat głubczycki,2021,females,secondary and post-secondary - total,3274
4741,1603000,Powiat kędzierzyńsko-kozielski,2021,females,secondary and post-secondary - total,6640
4742,1604000,Powiat kluczborski,2021,females,secondary and post-secondary - total,4779
4743,1605000,Powiat krapkowicki,2021,females,secondary and post-secondary - total,4052
4744,1606000,Powiat namysłowski,2021,females,secondary and post-secondary - total,3547
4745,1607000,Powiat nyski,2021,females,secondary and post-secondary - total,9960
4746,1608000,Powiat oleski,2021,females,secondary and post-secondary - total,4684
4747,1609000,Powiat opolski,2021,females,secondary and post-secondary - total,8475
4748,1610000,Powiat prudnicki,2021,females,secondary and post-secondary - total,3875
4749,1611000,Powiat strzelecki,2021,females,secondary and post-secondary - total,5037
4750,1661000,City with powiat status Opole,2021,females,secondary and post-secondary - total,8909
4751,1801000,Powiat bieszczadzki,2021,females,secondary and post-secondary - total,1520
4752,1802000,Powiat brzozowski,2021,females,secondary and post-secondary - total,4149
4753,1803000,Powiat dębicki,2021,females,secondary and post-secondary - total,10372
4754,1804000,Powiat jarosławski,2021,females,secondary and post-secondary - total,8084
4755,1805000,Powiat jasielski,2021,females,secondary and post-secondary - total,7753
4756,1806000,Powiat kolbuszowski,2021,females,secondary and post-secondary - total,4585
4757,1807000,Powiat krośnieński,2021,females,secondary and post-secondary - total,7960
4758,1808000,Powiat leżajski,2021,females,secondary and post-secondary - total,4482
4759,1809000,Powiat lubaczowski,2021,females,secondary and post-secondary - total,3755
4760,1810000,Powiat łańcucki,2021,females,secondary and post-secondary - total,6201
4761,1811000,Powiat mielecki,2021,females,secondary and post-secondary - total,10707
4762,1812000,Powiat niżański,2021,females,secondary and post-secondary - total,4357
4763,1813000,Powiat przemyski,2021,females,secondary and post-secondary - total,5368
4764,1814000,Powiat przeworski,2021,females,secondary and post-secondary - total,5798
4765,1815000,Powiat ropczycko-sędziszowski,2021,females,secondary and post-secondary - total,6079
4766,1816000,Powiat rzeszowski,2021,females,secondary and post-secondary - total,13594
4767,1817000,Powiat sanocki,2021,females,secondary and post-secondary - total,6408
4768,1818000,Powiat stalowowolski,2021,females,secondary and post-secondary - total,6901
4769,1819000,Powiat strzyżowski,2021,females,secondary and post-secondary - total,4490
4770,1820000,Powiat tarnobrzeski,2021,females,secondary and post-secondary - total,3862
4771,1821000,Powiat leski,2021,females,secondary and post-secondary - total,1943
4772,1861000,City with powiat status Krosno,2021,females,secondary and post-secondary - total,3033
4773,1862000,City with powiat status Przemyśl,2021,females,secondary and post-secondary - total,3737
4774,1863000,City with powiat status Rzeszów,2021,females,secondary and post-secondary - total,11597
4775,1864000,City with powiat status Tarnobrzeg,2021,females,secondary and post-secondary - total,3115
4776,2001000,Powiat augustowski,2021,females,secondary and post-secondary - total,4360
4777,2002000,Powiat białostocki,2021,females,secondary and post-secondary - total,11623
4778,2003000,Powiat bielski,2021,females,secondary and post-secondary - total,4272
4779,2004000,Powiat grajewski,2021,females,secondary and post-secondary - total,3400
4780,2005000,Powiat hajnowski,2021,females,secondary and post-secondary - total,3102
4781,2006000,Powiat kolneński,2021,females,secondary and post-secondary - total,2413
4782,2007000,Powiat łomżyński,2021,females,secondary and post-secondary - total,3560
4783,2008000,Powiat moniecki,2021,females,secondary and post-secondary - total,2921
4784,2009000,Powiat sejneński,2021,females,secondary and post-secondary - total,1542
4785,2010000,Powiat siemiatycki,2021,females,secondary and post-secondary - total,3479
4786,2011000,Powiat sokólski,2021,females,secondary and post-secondary - total,5195
4787,2012000,Powiat suwalski,2021,females,secondary and post-secondary - total,2778
4788,2013000,Powiat wysokomazowiecki,2021,females,secondary and post-secondary - total,4541
4789,2014000,Powiat zambrowski,2021,females,secondary and post-secondary - total,3082
4790,2061000,City with powiat status Białystok,2021,females,secondary and post-secondary - total,20428
4791,2062000,City with powiat status Łomża,2021,females,secondary and post-secondary - total,4140
4792,2063000,City with powiat status Suwałki,2021,females,secondary and post-secondary - total,5545
4793,2201000,Powiat bytowski,2021,females,secondary and post-secondary - total,5378
4794,2202000,Powiat chojnicki,2021,females,secondary and post-secondary - total,6911
4795,2203000,Powiat człuchowski,2021,females,secondary and post-secondary - total,3762
4796,2204000,Powiat gdański,2021,females,secondary and post-secondary - total,9511
4797,2205000,Powiat kartuski,2021,females,secondary and post-secondary - total,10755
4798,2206000,Powiat kościerski,2021,females,secondary and post-secondary - total,5466
4799,2207000,Powiat kwidzyński,2021,females,secondary and post-secondary - total,6630
4800,2208000,Powiat lęborski,2021,females,secondary and post-secondary - total,4474
4801,2209000,Powiat malborski,2021,females,secondary and post-secondary - total,4620
4802,2210000,Powiat nowodworski,2021,females,secondary and post-secondary - total,2439
4803,2211000,Powiat pucki,2021,females,secondary and post-secondary - total,6420
4804,2212000,Powiat słupski,2021,females,secondary and post-secondary - total,6879
4805,2213000,Powiat starogardzki,2021,females,secondary and post-secondary - total,9664
4806,2214000,Powiat tczewski,2021,females,secondary and post-secondary - total,8672
4807,2215000,Powiat wejherowski,2021,females,secondary and post-secondary - total,16244
4808,2216000,Powiat sztumski,2021,females,secondary and post-secondary - total,2824
4809,2261000,City with powiat status Gdańsk,2021,females,secondary and post-secondary - total,32375
4810,2262000,City with powiat status Gdynia,2021,females,secondary and post-secondary - total,16396
4811,2263000,City with powiat status Słupsk,2021,females,secondary and post-secondary - total,6645
4812,2264000,City with powiat status Sopot,2021,females,secondary and post-secondary - total,1924
4813,2401000,Powiat będziński,2021,females,secondary and post-secondary - total,11682
4814,2402000,Powiat bielski,2021,females,secondary and post-secondary - total,13686
4815,2403000,Powiat cieszyński,2021,females,secondary and post-secondary - total,14451
4816,2404000,Powiat częstochowski,2021,females,secondary and post-secondary - total,10614
4817,2405000,Powiat gliwicki,2021,females,secondary and post-secondary - total,8887
4818,2406000,Powiat kłobucki,2021,females,secondary and post-secondary - total,6680
4819,2407000,Powiat lubliniecki,2021,females,secondary and post-secondary - total,5494
4820,2408000,Powiat mikołowski,2021,females,secondary and post-secondary - total,7620
4821,2409000,Powiat myszkowski,2021,females,secondary and post-secondary - total,5321
4822,2410000,Powiat pszczyński,2021,females,secondary and post-secondary - total,8683
4823,2411000,Powiat raciborski,2021,females,secondary and post-secondary - total,7047
4824,2412000,Powiat rybnicki,2021,females,secondary and post-secondary - total,5410
4825,2413000,Powiat tarnogórski,2021,females,secondary and post-secondary - total,10247
4826,2414000,Powiat bieruńsko-lędziński,2021,females,secondary and post-secondary - total,4764
4827,2415000,Powiat wodzisławski,2021,females,secondary and post-secondary - total,10434
4828,2416000,Powiat zawierciański,2021,females,secondary and post-secondary - total,9185
4829,2417000,Powiat żywiecki,2021,females,secondary and post-secondary - total,12317
4830,2461000,City with powiat status Bielsko-Biała,2021,females,secondary and post-secondary - total,12673
4831,2462000,City with powiat status Bytom,2021,females,secondary and post-secondary - total,11979
4832,2463000,City with powiat status Chorzów,2021,females,secondary and post-secondary - total,8320
4833,2464000,City with powiat status Częstochowa,2021,females,secondary and post-secondary - total,15715
4834,2465000,City with powiat status Dąbrowa Górnicza,2021,females,secondary and post-secondary - total,9273
4835,2466000,City with powiat status Gliwice,2021,females,secondary and post-secondary - total,12849
4836,2467000,City with powiat status Jastrzębie-Zdrój,2021,females,secondary and post-secondary - total,6290
4837,2468000,City with powiat status Jaworzno,2021,females,secondary and post-secondary - total,7302
4838,2469000,City with powiat status Katowice,2021,females,secondary and post-secondary - total,20662
4839,2470000,City with powiat status Mysłowice,2021,females,secondary and post-secondary - total,5664
4840,2471000,City with powiat status Piekary Śląskie,2021,females,secondary and post-secondary - total,4021
4841,2472000,City with powiat status Ruda Śląska,2021,females,secondary and post-secondary - total,10246
4842,2473000,City with powiat status Rybnik,2021,females,secondary and post-secondary - total,9785
4843,2474000,City with powiat status Siemianowice Śląskie,2021,females,secondary and post-secondary - total,4983
4844,2475000,City with powiat status Sosnowiec,2021,females,secondary and post-secondary - total,15642
4845,2476000,City with powiat status Świętochłowice,2021,females,secondary and post-secondary - total,3612
4846,2477000,City with powiat status Tychy,2021,females,secondary and post-secondary - total,9878
4847,2478000,City with powiat status Zabrze,2021,females,secondary and post-secondary - total,12200
4848,2479000,City with powiat status Żory,2021,females,secondary and post-secondary - total,4693
4849,2601000,Powiat buski,2021,females,secondary and post-secondary - total,5034
4850,2602000,Powiat jędrzejowski,2021,females,secondary and post-secondary - total,5756
4851,2603000,Powiat kazimierski,2021,females,secondary and post-secondary - total,2902
4852,2604000,Powiat kielecki,2021,females,secondary and post-secondary - total,14214
4853,2605000,Powiat konecki,2021,females,secondary and post-secondary - total,4872
4854,2606000,Powiat opatowski,2021,females,secondary and post-secondary - total,3518
4855,2607000,Powiat ostrowiecki,2021,females,secondary and post-secondary - total,6758
4856,2608000,Powiat pińczowski,2021,females,secondary and post-secondary - total,2781
4857,2609000,Powiat sandomierski,2021,females,secondary and post-secondary - total,5750
4858,2610000,Powiat skarżyski,2021,females,secondary and post-secondary - total,4757
4859,2611000,Powiat starachowicki,2021,females,secondary and post-secondary - total,6117
4860,2612000,Powiat staszowski,2021,females,secondary and post-secondary - total,4639
4861,2613000,Powiat włoszczowski,2021,females,secondary and post-secondary - total,3073
4862,2661000,City with powiat status Kielce,2021,females,secondary and post-secondary - total,10651
4863,2801000,Powiat bartoszycki,2021,females,secondary and post-secondary - total,3650
4864,2802000,Powiat braniewski,2021,females,secondary and post-secondary - total,2644
4865,2803000,Powiat działdowski,2021,females,secondary and post-secondary - total,4816
4866,2804000,Powiat elbląski,2021,females,secondary and post-secondary - total,3716
4867,2805000,Powiat ełcki,2021,females,secondary and post-secondary - total,6680
4868,2806000,Powiat giżycki,2021,females,secondary and post-secondary - total,3793
4869,2807000,Powiat iławski,2021,females,secondary and post-secondary - total,6651
4870,2808000,Powiat kętrzyński,2021,females,secondary and post-secondary - total,3949
4871,2809000,Powiat lidzbarski,2021,females,secondary and post-secondary - total,2895
4872,2810000,Powiat mrągowski,2021,females,secondary and post-secondary - total,3675
4873,2811000,Powiat nidzicki,2021,females,secondary and post-secondary - total,2328
4874,2812000,Powiat nowomiejski,2021,females,secondary and post-secondary - total,2898
4875,2813000,Powiat olecki,2021,females,secondary and post-secondary - total,2511
4876,2814000,Powiat olsztyński,2021,females,secondary and post-secondary - total,9155
4877,2815000,Powiat ostródzki,2021,females,secondary and post-secondary - total,7424
4878,2816000,Powiat piski,2021,females,secondary and post-secondary - total,3547
4879,2817000,Powiat szczycieński,2021,females,secondary and post-secondary - total,4598
4880,2818000,Powiat gołdapski,2021,females,secondary and post-secondary - total,1830
4881,2819000,Powiat węgorzewski,2021,females,secondary and post-secondary - total,1486
4882,2861000,City with powiat status Elbląg,2021,females,secondary and post-secondary - total,8299
4883,2862000,City with powiat status Olsztyn,2021,females,secondary and post-secondary - total,11641
4884,3001000,Powiat chodzieski,2021,females,secondary and post-secondary - total,3693
4885,3002000,Powiat czarnkowsko-trzcianecki,2021,females,secondary and post-secondary - total,7144
4886,3003000,Powiat gnieźnieński,2021,females,secondary and post-secondary - total,10923
4887,3004000,Powiat gostyński,2021,females,secondary and post-secondary - total,6353
4888,3005000,Powiat grodziski,2021,females,secondary and post-secondary - total,4293
4889,3006000,Powiat jarociński,2021,females,secondary and post-secondary - total,5931
4890,3007000,Powiat kaliski,2021,females,secondary and post-secondary - total,6516
4891,3008000,Powiat kępiński,2021,females,secondary and post-secondary - total,5290
4892,3009000,Powiat kolski,2021,females,secondary and post-secondary - total,6096
4893,3010000,Powiat koniński,2021,females,secondary and post-secondary - total,9258
4894,3011000,Powiat kościański,2021,females,secondary and post-secondary - total,6343
4895,3012000,Powiat krotoszyński,2021,females,secondary and post-secondary - total,6857
4896,3013000,Powiat leszczyński,2021,females,secondary and post-secondary - total,4863
4897,3014000,Powiat międzychodzki,2021,females,secondary and post-secondary - total,3195
4898,3015000,Powiat nowotomyski,2021,females,secondary and post-secondary - total,6458
4899,3016000,Powiat obornicki,2021,females,secondary and post-secondary - total,4993
4900,3017000,Powiat ostrowski,2021,females,secondary and post-secondary - total,13766
4901,3018000,Powiat ostrzeszowski,2021,females,secondary and post-secondary - total,4959
4902,3019000,Powiat pilski,2021,females,secondary and post-secondary - total,10946
4903,3020000,Powiat pleszewski,2021,females,secondary and post-secondary - total,4806
4904,3021000,Powiat poznański,2021,females,secondary and post-secondary - total,33318
4905,3022000,Powiat rawicki,2021,females,secondary and post-secondary - total,5064
4906,3023000,Powiat słupecki,2021,females,secondary and post-secondary - total,4436
4907,3024000,Powiat szamotulski,2021,females,secondary and post-secondary - total,8292
4908,3025000,Powiat średzki,2021,females,secondary and post-secondary - total,4656
4909,3026000,Powiat śremski,2021,females,secondary and post-secondary - total,5178
4910,3027000,Powiat turecki,2021,females,secondary and post-secondary - total,6263
4911,3028000,Powiat wągrowiecki,2021,females,secondary and post-secondary - total,5560
4912,3029000,Powiat wolsztyński,2021,females,secondary and post-secondary - total,4557
4913,3030000,Powiat wrzesiński,2021,females,secondary and post-secondary - total,6201
4914,3031000,Powiat złotowski,2021,females,secondary and post-secondary - total,5198
4915,3061000,City with powiat status Kalisz,2021,females,secondary and post-secondary - total,7231
4916,3062000,City with powiat status Konin,2021,females,secondary and post-secondary - total,4985
4917,3063000,City with powiat status Leszno,2021,females,secondary and post-secondary - total,4898
4918,3064000,City with powiat status Poznań,2021,females,secondary and post-secondary - total,38744
4919,3201000,Powiat białogardzki,2021,females,secondary and post-secondary - total,3395
4920,3202000,Powiat choszczeński,2021,females,secondary and post-secondary - total,3113
4921,3203000,Powiat drawski,2021,females,secondary and post-secondary - total,4099
4922,3204000,Powiat goleniowski,2021,females,secondary and post-secondary - total,6465
4923,3205000,Powiat gryficki,2021,females,secondary and post-secondary - total,4192
4924,3206000,Powiat gryfiński,2021,females,secondary and post-secondary - total,5696
4925,3207000,Powiat kamieński,2021,females,secondary and post-secondary - total,3425
4926,3208000,Powiat kołobrzeski,2021,females,secondary and post-secondary - total,6551
4927,3209000,Powiat koszaliński,2021,females,secondary and post-secondary - total,4645
4928,3210000,Powiat myśliborski,2021,females,secondary and post-secondary - total,4603
4929,3211000,Powiat policki,2021,females,secondary and post-secondary - total,5625
4930,3212000,Powiat pyrzycki,2021,females,secondary and post-secondary - total,2939
4931,3213000,Powiat sławieński,2021,females,secondary and post-secondary - total,3981
4932,3214000,Powiat stargardzki,2021,females,secondary and post-secondary - total,8921
4933,3215000,Powiat szczecinecki,2021,females,secondary and post-secondary - total,5368
4934,3216000,Powiat świdwiński,2021,females,secondary and post-secondary - total,3198
4935,3217000,Powiat wałecki,2021,females,secondary and post-secondary - total,3796
4936,3218000,Powiat łobeski,2021,females,secondary and post-secondary - total,2461
4937,3261000,City with powiat status Koszalin,2021,females,secondary and post-secondary - total,7482
4938,3262000,City with powiat status Szczecin,2021,females,secondary and post-secondary - total,27076
4939,3263000,City with powiat status Świnoujście,2021,females,secondary and post-secondary - total,3292
4940,201000,Powiat bolesławiecki,2021,females,basic vocational/sectoral,3353
4941,202000,Powiat dzierżoniowski,2021,females,basic vocational/sectoral,2856
4942,203000,Powiat głogowski,2021,females,basic vocational/sectoral,2036
4943,204000,Powiat górowski,2021,females,basic vocational/sectoral,1204
4944,205000,Powiat jaworski,2021,females,basic vocational/sectoral,1786
4945,206000,Powiat karkonoski,2021,females,basic vocational/sectoral,1883
4946,207000,Powiat kamiennogórski,2021,females,basic vocational/sectoral,1702
4947,208000,Powiat kłodzki,2021,females,basic vocational/sectoral,4060
4948,209000,Powiat legnicki,2021,females,basic vocational/sectoral,1788
4949,210000,Powiat lubański,2021,females,basic vocational/sectoral,1760
4950,211000,Powiat lubiński,2021,females,basic vocational/sectoral,2542
4951,212000,Powiat lwówecki,2021,females,basic vocational/sectoral,1474
4952,213000,Powiat milicki,2021,females,basic vocational/sectoral,1452
4953,214000,Powiat oleśnicki,2021,females,basic vocational/sectoral,4027
4954,215000,Powiat oławski,2021,females,basic vocational/sectoral,2378
4955,216000,Powiat polkowicki,2021,females,basic vocational/sectoral,2155
4956,217000,Powiat strzeliński,2021,females,basic vocational/sectoral,1348
4957,218000,Powiat średzki,2021,females,basic vocational/sectoral,2077
4958,219000,Powiat świdnicki,2021,females,basic vocational/sectoral,4447
4959,220000,Powiat trzebnicki,2021,females,basic vocational/sectoral,3105
4960,221000,Powiat wałbrzyski,2021,females,basic vocational/sectoral,1494
4961,222000,Powiat wołowski,2021,females,basic vocational/sectoral,1418
4962,223000,Powiat wrocławski,2021,females,basic vocational/sectoral,4032
4963,224000,Powiat ząbkowicki,2021,females,basic vocational/sectoral,1768
4964,225000,Powiat zgorzelecki,2021,females,basic vocational/sectoral,2820
4965,226000,Powiat złotoryjski,2021,females,basic vocational/sectoral,1587
4966,261000,City with powiat status Jelenia Góra,2021,females,basic vocational/sectoral,1860
4967,262000,City with powiat status Legnica,2021,females,basic vocational/sectoral,2340
4968,264000,City with powiat status Wrocław,2021,females,basic vocational/sectoral,10102
4969,265000,City with powiat status Wałbrzych since 2013,2021,females,basic vocational/sectoral,2736
4970,401000,Powiat aleksandrowski,2021,females,basic vocational/sectoral,1907
4971,402000,Powiat brodnicki,2021,females,basic vocational/sectoral,3123
4972,403000,Powiat bydgoski,2021,females,basic vocational/sectoral,3798
4973,404000,Powiat chełmiński,2021,females,basic vocational/sectoral,2057
4974,405000,Powiat golubsko-dobrzyński,2021,females,basic vocational/sectoral,1659
4975,406000,Powiat grudziądzki,2021,females,basic vocational/sectoral,1449
4976,407000,Powiat inowrocławski,2021,females,basic vocational/sectoral,4795
4977,408000,Powiat lipnowski,2021,females,basic vocational/sectoral,2288
4978,409000,Powiat mogileński,2021,females,basic vocational/sectoral,1644
4979,410000,Powiat nakielski,2021,females,basic vocational/sectoral,3358
4980,411000,Powiat radziejowski,2021,females,basic vocational/sectoral,1314
4981,412000,Powiat rypiński,2021,females,basic vocational/sectoral,1459
4982,413000,Powiat sępoleński,2021,females,basic vocational/sectoral,1548
4983,414000,Powiat świecki,2021,females,basic vocational/sectoral,3799
4984,415000,Powiat toruński,2021,females,basic vocational/sectoral,3839
4985,416000,Powiat tucholski,2021,females,basic vocational/sectoral,2095
4986,417000,Powiat wąbrzeski,2021,females,basic vocational/sectoral,1124
4987,418000,Powiat włocławski,2021,females,basic vocational/sectoral,2933
4988,419000,Powiat żniński,2021,females,basic vocational/sectoral,2455
4989,461000,City with powiat status Bydgoszcz,2021,females,basic vocational/sectoral,7851
4990,462000,City with powiat status Grudziądz,2021,females,basic vocational/sectoral,2377
4991,463000,City with powiat status Toruń,2021,females,basic vocational/sectoral,4359
4992,464000,City with powiat status Włocławek,2021,females,basic vocational/sectoral,2708
4993,601000,Powiat bialski,2021,females,basic vocational/sectoral,3343
4994,602000,Powiat biłgorajski,2021,females,basic vocational/sectoral,3363
4995,603000,Powiat chełmski,2021,females,basic vocational/sectoral,2173
4996,604000,Powiat hrubieszowski,2021,females,basic vocational/sectoral,1636
