,code,powiat,year,sex,education,count
3375,3012000,Powiat krotoszyński,2021,total,primary not completed and without school education,1948
3376,3013000,Powiat leszczyński,2021,total,primary not completed and without school education,1605
3377,3014000,Powiat międzychodzki,2021,total,primary not completed and without school education,1068
3378,3015000,Powiat nowotomyski,2021,total,primary not completed and without school education,2081
3379,3016000,Powiat obornicki,2021,total,primary not completed and without school education,1729
3380,3017000,Powiat ostrowski,2021,total,primary not completed and without school education,3891
3381,3018000,Powiat ostrzeszowski,2021,total,primary not completed and without school education,1480
3382,3019000,Powiat pilski,2021,total,primary not completed and without school education,3595
3383,3020000,Powiat pleszewski,2021,total,primary not completed and without school education,1849
3384,3021000,Powiat poznański,2021,total,primary not completed and without school education,11339
3385,3022000,Powiat rawicki,2021,total,primary not completed and without school education,1742
3386,3023000,Powiat słupecki,2021,total,primary not completed and without school education,1632
3387,3024000,Powiat szamotulski,2021,total,primary not completed and without school education,2491
3388,3025000,Powiat średzki,2021,total,primary not completed and without school education,1520
3389,3026000,Powiat śremski,2021,total,primary not completed and without school education,1657
3390,3027000,Powiat turecki,2021,total,primary not completed and without school education,2343
3391,3028000,Powiat wągrowiecki,2021,total,primary not completed and without school education,1959
3392,3029000,Powiat wolsztyński,2021,total,primary not completed and without school education,1610
3393,3030000,Powiat wrzesiński,2021,total,primary not completed and without school education,2008
3394,3031000,Powiat złotowski,2021,total,primary not completed and without school education,2008
3395,3061000,City with powiat status Kalisz,2021,total,primary not completed and without school education,2256
3396,3062000,City with powiat status Konin,2021,total,primary not completed and without school education,1534
3397,3063000,City with powiat status Leszno,2021,total,primary not completed and without school education,1479
3398,3064000,City with powiat status Poznań,2021,total,primary not completed and without school education,9536
3399,3201000,Powiat białogardzki,2021,total,primary not completed and without school education,1340
3400,3202000,Powiat choszczeński,2021,total,primary not completed and without school education,1341
3401,3203000,Powiat drawski,2021,total,primary not completed and without school education,1633
3402,3204000,Powiat goleniowski,2021,total,primary not completed and without school education,2383
3403,3205000,Powiat gryficki,2021,total,primary not completed and without school education,1667
3404,3206000,Powiat gryfiński,2021,total,primary not completed and without school education,2428
3405,3207000,Powiat kamieński,2021,total,primary not completed and without school education,1221
3406,3208000,Powiat kołobrzeski,2021,total,primary not completed and without school education,1963
3407,3209000,Powiat koszaliński,2021,total,primary not completed and without school education,2014
3408,3210000,Powiat myśliborski,2021,total,primary not completed and without school education,1860
3409,3211000,Powiat policki,2021,total,primary not completed and without school education,2298
3410,3212000,Powiat pyrzycki,2021,total,primary not completed and without school education,1161
3411,3213000,Powiat sławieński,2021,total,primary not completed and without school education,1483
3412,3214000,Powiat stargardzki,2021,total,primary not completed and without school education,3031
3413,3215000,Powiat szczecinecki,2021,total,primary not completed and without school education,2066
3414,3216000,Powiat świdwiński,2021,total,primary not completed and without school education,1320
3415,3217000,Powiat wałecki,2021,total,primary not completed and without school education,1423
3416,3218000,Powiat łobeski,2021,total,primary not completed and without school education,1010
3417,3261000,City with powiat status Koszalin,2021,total,primary not completed and without school education,2407
3418,3262000,City with powiat status Szczecin,2021,total,primary not completed and without school education,8241
3419,3263000,City with powiat status Świnoujście,2021,total,primary not completed and without school education,951
3420,201000,Powiat bolesławiecki,2021,total,unknown,2535
3421,202000,Powiat dzierżoniowski,2021,total,unknown,3609
3422,203000,Powiat głogowski,2021,total,unknown,1977
3423,204000,Powiat górowski,2021,total,unknown,695
3424,205000,Powiat jaworski,2021,total,unknown,1336
3425,206000,Powiat karkonoski,2021,total,unknown,2174
3426,207000,Powiat kamiennogórski,2021,total,unknown,1211
3427,208000,Powiat kłodzki,2021,total,unknown,4473
3428,209000,Powiat legnicki,2021,total,unknown,1242
3429,210000,Powiat lubański,2021,total,unknown,1512
3430,211000,Powiat lubiński,2021,total,unknown,2699
3431,212000,Powiat lwówecki,2021,total,unknown,1326
3432,213000,Powiat milicki,2021,total,unknown,641
3433,214000,Powiat oleśnicki,2021,total,unknown,2229
3434,215000,Powiat oławski,2021,total,unknown,1970
3435,216000,Powiat polkowicki,2021,total,unknown,1540
3436,217000,Powiat strzeliński,2021,total,unknown,876
3437,218000,Powiat średzki,2021,total,unknown,1075
3438,219000,Powiat świdnicki,2021,total,unknown,4441
3439,220000,Powiat trzebnicki,2021,total,unknown,1956
3440,221000,Powiat wałbrzyski,2021,total,unknown,1719
3441,222000,Powiat wołowski,2021,total,unknown,1037
3442,223000,Powiat wrocławski,2021,total,unknown,2932
3443,224000,Powiat ząbkowicki,2021,total,unknown,1743
3444,225000,Powiat zgorzelecki,2021,total,unknown,2954
3445,226000,Powiat złotoryjski,2021,total,unknown,1053
3446,261000,City with powiat status Jelenia Góra,2021,total,unknown,2949
3447,262000,City with powiat status Legnica,2021,total,unknown,3255
3448,264000,City with powiat status Wrocław,2021,total,unknown,17564
3449,265000,City with powiat status Wałbrzych since 2013,2021,total,unknown,4126
3450,401000,Powiat aleksandrowski,2021,total,unknown,896
3451,402000,Powiat brodnicki,2021,total,unknown,1396
