,code,powiat,sex,year,activity rate,economically active population,economically inactive persons,employed,employment rate,total,unemployed,unemployment rate,unidentified status on the labour market
10,204000,Powiat górowski,males,2021,64.2,8408.0,4680.0,7834.0,59.9,13973.0,574.0,6.8,885.0
11,204000,Powiat górowski,total,2021,55.8,14860.0,11769.0,13765.0,51.7,28309.0,1095.0,7.4,1680.0
12,205000,Powiat jaworski,females,2021,49.9,9899.0,9948.0,9426.0,47.5,21331.0,473.0,4.8,1484.0
13,205000,Powiat jaworski,males,2021,64.6,11975.0,6564.0,11289.0,60.9,20172.0,686.0,5.7,1633.0
14,205000,Powiat jaworski,total,2021,57.0,21874.0,16512.0,20715.0,54.0,41503.0,1159.0,5.3,3117.0
15,206000,Powiat karkonoski,females,2021,50.5,12882.0,12621.0,12277.0,48.1,27925.0,605.0,4.7,2422.0
16,206000,Powiat karkonoski,males,2021,62.4,14234.0,8585.0,13383.0,58.6,25463.0,851.0,6.0,2644.0
17,206000,Powiat karkonoski,total,2021,56.1,27116.0,21206.0,25660.0,53.1,53388.0,1456.0,5.4,5066.0
18,207000,Powiat kamiennogórski,females,2021,47.6,8233.0,9051.0,7880.0,45.6,18694.0,353.0,4.3,1410.0
19,207000,Powiat kamiennogórski,males,2021,63.2,9970.0,5813.0,9416.0,59.7,17392.0,554.0,5.6,1609.0
20,207000,Powiat kamiennogórski,total,2021,55.0,18203.0,14864.0,17296.0,52.3,36086.0,907.0,5.0,3019.0
21,208000,Powiat kłodzki,females,2021,46.9,29919.0,33808.0,28399.0,44.6,69350.0,1520.0,5.1,5623.0
22,208000,Powiat kłodzki,males,2021,59.9,33795.0,22589.0,31623.0,56.1,62517.0,2172.0,6.4,6133.0
23,208000,Powiat kłodzki,total,2021,53.0,63714.0,56397.0,60022.0,50.0,131867.0,3692.0,5.8,11756.0
24,209000,Powiat legnicki,females,2021,51.6,11500.0,10807.0,11015.0,49.4,23731.0,485.0,4.2,1424.0
25,209000,Powiat legnicki,males,2021,66.0,13878.0,7152.0,13220.0,62.9,22416.0,658.0,4.7,1386.0
26,209000,Powiat legnicki,total,2021,58.6,25378.0,17959.0,24235.0,55.9,46147.0,1143.0,4.5,2810.0
27,210000,Powiat lubański,females,2021,48.2,10555.0,11323.0,10036.0,45.9,23685.0,519.0,4.9,1807.0
28,210000,Powiat lubański,males,2021,62.4,12436.0,7480.0,11710.0,58.8,21850.0,726.0,5.8,1934.0
29,210000,Powiat lubański,total,2021,55.0,22991.0,18803.0,21746.0,52.0,45535.0,1245.0,5.4,3741.0
30,211000,Powiat lubiński,females,2021,48.4,21026.0,22394.0,20105.0,46.3,46363.0,921.0,4.4,2943.0
31,211000,Powiat lubiński,males,2021,63.0,24609.0,14468.0,23922.0,61.2,42183.0,687.0,2.8,3106.0
32,211000,Powiat lubiński,total,2021,55.3,45635.0,36862.0,44027.0,53.4,88546.0,1608.0,3.5,6049.0
33,212000,Powiat lwówecki,females,2021,46.8,8413.0,9564.0,7928.0,44.1,19525.0,485.0,5.8,1548.0
34,212000,Powiat lwówecki,males,2021,61.1,10272.0,6531.0,9647.0,57.4,18425.0,625.0,6.1,1622.0
35,212000,Powiat lwówecki,total,2021,53.7,18685.0,16095.0,17575.0,50.5,37950.0,1110.0,5.9,3170.0
36,213000,Powiat milicki,females,2021,50.7,7429.0,7221.0,7109.0,48.5,15346.0,320.0,4.3,696.0
37,213000,Powiat milicki,males,2021,67.3,9416.0,4581.0,9065.0,64.8,14793.0,351.0,3.7,796.0
38,213000,Powiat milicki,total,2021,58.8,16845.0,11802.0,16174.0,56.5,30139.0,671.0,4.0,1492.0
39,214000,Powiat oleśnicki,females,2021,54.8,24010.0,19766.0,23173.0,52.9,46102.0,837.0,3.5,2326.0
40,214000,Powiat oleśnicki,males,2021,69.5,28248.0,12415.0,27253.0,67.0,43208.0,995.0,3.5,2545.0
41,214000,Powiat oleśnicki,total,2021,61.9,52258.0,32181.0,50426.0,59.7,89310.0,1832.0,3.5,4871.0
42,215000,Powiat oławski,females,2021,56.0,17648.0,13871.0,17079.0,54.2,33643.0,569.0,3.2,2124.0
43,215000,Powiat oławski,males,2021,69.8,20182.0,8729.0,19416.0,67.2,31232.0,766.0,3.8,2321.0
44,215000,Powiat oławski,total,2021,62.6,37830.0,22600.0,36495.0,60.4,64875.0,1335.0,3.5,4445.0
45,216000,Powiat polkowicki,females,2021,49.9,12307.0,12343.0,11707.0,47.5,26192.0,600.0,4.9,1542.0
46,216000,Powiat polkowicki,males,2021,65.4,15320.0,8099.0,14735.0,62.9,25023.0,585.0,3.8,1604.0
47,216000,Powiat polkowicki,total,2021,57.5,27627.0,20442.0,26442.0,55.0,51215.0,1185.0,4.3,3146.0
48,217000,Powiat strzeliński,females,2021,51.3,8917.0,8462.0,8545.0,49.2,18403.0,372.0,4.2,1024.0
49,217000,Powiat strzeliński,males,2021,66.2,10914.0,5567.0,10439.0,63.3,17551.0,475.0,4.4,1070.0
50,217000,Powiat strzeliński,total,2021,58.6,19831.0,14029.0,18984.0,56.1,35954.0,847.0,4.3,2094.0
51,218000,Powiat średzki,females,2021,57.8,13407.0,9807.0,13020.0,56.1,24314.0,387.0,2.9,1100.0
52,218000,Powiat średzki,males,2021,70.7,15562.0,6447.0,14990.0,68.1,23301.0,572.0,3.7,1292.0
53,218000,Powiat średzki,total,2021,64.1,28969.0,16254.0,28010.0,61.9,47615.0,959.0,3.3,2392.0
54,219000,Powiat świdnicki,females,2021,50.7,32267.0,31428.0,30870.0,48.5,68979.0,1397.0,4.3,5284.0
55,219000,Powiat świdnicki,males,2021,66.3,37823.0,19236.0,35964.0,63.0,62638.0,1859.0,4.9,5579.0
56,219000,Powiat świdnicki,total,2021,58.0,70090.0,50664.0,66834.0,55.3,131617.0,3256.0,4.6,10863.0
57,220000,Powiat trzebnicki,females,2021,55.1,19470.0,15870.0,18881.0,53.4,37186.0,589.0,3.0,1846.0
58,220000,Powiat trzebnicki,males,2021,69.0,22894.0,10263.0,22207.0,67.0,35273.0,687.0,3.0,2116.0
59,220000,Powiat trzebnicki,total,2021,61.8,42364.0,26133.0,41088.0,60.0,72459.0,1276.0,3.0,3962.0
60,221000,Powiat wałbrzyski,females,2021,46.8,10488.0,11943.0,9889.0,44.1,24514.0,599.0,5.7,2083.0
61,221000,Powiat wałbrzyski,males,2021,61.8,12291.0,7593.0,11623.0,58.5,22155.0,668.0,5.4,2271.0
62,221000,Powiat wałbrzyski,total,2021,53.8,22779.0,19536.0,21512.0,50.8,46669.0,1267.0,5.6,4354.0
63,222000,Powiat wołowski,females,2021,51.0,9725.0,9343.0,9191.0,48.2,20269.0,534.0,5.5,1201.0
64,222000,Powiat wołowski,males,2021,66.1,11700.0,6004.0,11100.0,62.7,19046.0,600.0,5.1,1342.0
65,222000,Powiat wołowski,total,2021,58.3,21425.0,15347.0,20291.0,55.2,39315.0,1134.0,5.3,2543.0
66,223000,Powiat wrocławski,females,2021,64.6,44205.0,24269.0,43265.0,63.2,71093.0,940.0,2.1,2619.0
67,223000,Powiat wrocławski,males,2021,75.2,48269.0,15935.0,47214.0,73.5,67104.0,1055.0,2.2,2900.0
68,223000,Powiat wrocławski,total,2021,69.7,92474.0,40204.0,90479.0,68.2,138197.0,1995.0,2.2,5519.0
69,224000,Powiat ząbkowicki,females,2021,47.7,12328.0,13537.0,11816.0,45.7,28064.0,512.0,4.2,2199.0
70,224000,Powiat ząbkowicki,males,2021,62.7,14830.0,8809.0,14101.0,59.7,25962.0,729.0,4.9,2323.0
71,224000,Powiat ząbkowicki,total,2021,54.9,27158.0,22346.0,25917.0,52.4,54026.0,1241.0,4.6,4522.0
72,225000,Powiat zgorzelecki,females,2021,49.3,17728.0,18209.0,17062.0,47.5,39129.0,666.0,3.8,3192.0
73,225000,Powiat zgorzelecki,males,2021,62.1,20230.0,12335.0,19268.0,59.2,36458.0,962.0,4.8,3893.0
74,225000,Powiat zgorzelecki,total,2021,55.4,37958.0,30544.0,36330.0,53.0,75587.0,1628.0,4.3,7085.0
75,226000,Powiat złotoryjski,females,2021,49.3,8344.0,8572.0,7844.0,46.4,18281.0,500.0,6.0,1365.0
76,226000,Powiat złotoryjski,males,2021,64.3,10232.0,5690.0,9612.0,60.4,17311.0,620.0,6.1,1389.0
77,226000,Powiat złotoryjski,total,2021,56.6,18576.0,14262.0,17456.0,53.2,35592.0,1120.0,6.0,2754.0
78,261000,City with powiat status Jelenia Góra,females,2021,49.2,16568.0,17093.0,15935.0,47.3,36892.0,633.0,3.8,3231.0
79,261000,City with powiat status Jelenia Góra,males,2021,62.4,17242.0,10410.0,16374.0,59.2,31239.0,868.0,5.0,3587.0
80,261000,City with powiat status Jelenia Góra,total,2021,55.1,33810.0,27503.0,32309.0,52.7,68131.0,1501.0,4.4,6818.0
81,262000,City with powiat status Legnica,females,2021,51.3,20764.0,19749.0,19800.0,48.9,43893.0,964.0,4.6,3380.0
82,262000,City with powiat status Legnica,males,2021,64.8,22127.0,12017.0,21049.0,61.6,37996.0,1078.0,4.9,3852.0
83,262000,City with powiat status Legnica,total,2021,57.5,42891.0,31766.0,40849.0,54.7,81889.0,2042.0,4.8,7232.0
84,264000,City with powiat status Wrocław,females,2021,60.1,176288.0,117007.0,171552.0,58.5,312012.0,4736.0,2.7,18717.0
85,264000,City with powiat status Wrocław,males,2021,71.8,179879.0,70487.0,174387.0,69.7,269381.0,5492.0,3.1,19015.0
86,264000,City with powiat status Wrocław,total,2021,65.5,356167.0,187494.0,345939.0,63.6,581393.0,10228.0,2.9,37732.0
87,265000,City with powiat status Wałbrzych since 2013,females,2021,45.9,20449.0,24061.0,19339.0,43.4,49289.0,1110.0,5.4,4779.0
88,265000,City with powiat status Wałbrzych since 2013,males,2021,60.7,22559.0,14582.0,21375.0,57.6,42662.0,1184.0,5.2,5521.0
89,265000,City with powiat status Wałbrzych since 2013,total,2021,52.7,43008.0,38643.0,40714.0,49.9,91951.0,2294.0,5.3,10300.0
90,401000,Powiat aleksandrowski,females,2021,48.1,11001.0,11873.0,10283.0,45.0,23937.0,718.0,6.5,1063.0
91,401000,Powiat aleksandrowski,males,2021,63.5,13267.0,7641.0,12399.0,59.3,22059.0,868.0,6.5,1151.0
92,401000,Powiat aleksandrowski,total,2021,55.4,24268.0,19514.0,22682.0,51.8,45996.0,1586.0,6.5,2214.0
93,402000,Powiat brodnicki,females,2021,50.8,15921.0,15409.0,15196.0,48.5,32780.0,725.0,4.6,1450.0
94,402000,Powiat brodnicki,males,2021,68.0,20398.0,9615.0,19669.0,65.5,31748.0,729.0,3.6,1735.0
95,402000,Powiat brodnicki,total,2021,59.2,36319.0,25024.0,34865.0,56.8,64528.0,1454.0,4.0,3185.0
96,403000,Powiat bydgoski,females,2021,56.4,27420.0,21202.0,26533.0,54.6,50913.0,887.0,3.2,2291.0
97,403000,Powiat bydgoski,males,2021,69.6,32342.0,14097.0,31343.0,67.5,49144.0,999.0,3.1,2705.0
98,403000,Powiat bydgoski,total,2021,62.9,59762.0,35299.0,57876.0,60.9,100057.0,1886.0,3.2,4996.0
99,404000,Powiat chełmiński,females,2021,48.6,9752.0,10326.0,9346.0,46.5,21717.0,406.0,4.2,1639.0
100,404000,Powiat chełmiński,males,2021,65.9,12274.0,6354.0,11804.0,63.4,20381.0,470.0,3.8,1753.0
101,404000,Powiat chełmiński,total,2021,56.9,22026.0,16680.0,21150.0,54.6,42098.0,876.0,4.0,3392.0
102,405000,Powiat golubsko-dobrzyński,females,2021,49.1,8783.0,9103.0,8248.0,46.1,18666.0,535.0,6.1,780.0
103,405000,Powiat golubsko-dobrzyński,males,2021,65.6,11295.0,5919.0,10763.0,62.5,18063.0,532.0,4.7,849.0
104,405000,Powiat golubsko-dobrzyński,total,2021,57.2,20078.0,15022.0,19011.0,54.2,36729.0,1067.0,5.3,1629.0
105,406000,Powiat grudziądzki,females,2021,50.0,7663.0,7677.0,7221.0,47.1,16159.0,442.0,5.8,819.0
106,406000,Powiat grudziądzki,males,2021,67.7,10310.0,4924.0,9800.0,64.3,16089.0,510.0,4.9,855.0
107,406000,Powiat grudziądzki,total,2021,58.8,17973.0,12601.0,17021.0,55.7,32248.0,952.0,5.3,1674.0
108,407000,Powiat inowrocławski,females,2021,47.9,31438.0,34187.0,29188.0,44.5,68717.0,2250.0,7.2,3092.0
109,407000,Powiat inowrocławski,males,2021,65.4,38873.0,20521.0,36638.0,61.7,63168.0,2235.0,5.7,3774.0
110,407000,Powiat inowrocławski,total,2021,56.2,70311.0,54708.0,65826.0,52.7,131885.0,4485.0,6.4,6866.0
111,408000,Powiat lipnowski,females,2021,47.0,12145.0,13708.0,11229.0,43.4,26961.0,916.0,7.5,1108.0
112,408000,Powiat lipnowski,males,2021,63.6,15867.0,9074.0,14871.0,59.6,26182.0,996.0,6.3,1241.0
113,408000,Powiat lipnowski,total,2021,55.1,28012.0,22782.0,26100.0,51.4,53143.0,1912.0,6.8,2349.0
114,409000,Powiat mogileński,females,2021,48.4,8956.0,9543.0,8231.0,44.5,19187.0,725.0,8.1,688.0
115,409000,Powiat mogileński,males,2021,68.3,11825.0,5498.0,11243.0,64.9,18145.0,582.0,4.9,822.0
116,409000,Powiat mogileński,total,2021,58.0,20781.0,15041.0,19474.0,54.4,37332.0,1307.0,6.3,1510.0
117,410000,Powiat nakielski,females,2021,49.5,16729.0,17069.0,15831.0,46.8,35553.0,898.0,5.4,1755.0
118,410000,Powiat nakielski,males,2021,67.1,21603.0,10574.0,20591.0,64.0,34181.0,1012.0,4.7,2004.0
119,410000,Powiat nakielski,total,2021,58.1,38332.0,27643.0,36422.0,55.2,69734.0,1910.0,5.0,3759.0
120,411000,Powiat radziejowski,females,2021,47.3,7836.0,8740.0,7170.0,43.3,16943.0,666.0,8.5,367.0
121,411000,Powiat radziejowski,males,2021,64.5,10265.0,5640.0,9721.0,61.1,16324.0,544.0,5.3,419.0
122,411000,Powiat radziejowski,total,2021,55.7,18101.0,14380.0,16891.0,52.0,33267.0,1210.0,6.7,786.0
123,412000,Powiat rypiński,females,2021,47.7,8288.0,9099.0,7706.0,44.3,17961.0,582.0,7.0,574.0
124,412000,Powiat rypiński,males,2021,66.0,10877.0,5596.0,10304.0,62.6,17184.0,573.0,5.3,711.0
125,412000,Powiat rypiński,total,2021,56.6,19165.0,14695.0,18010.0,53.2,35145.0,1155.0,6.0,1285.0
126,413000,Powiat sępoleński,females,2021,49.2,7733.0,7997.0,7285.0,46.3,16596.0,448.0,5.8,866.0
127,413000,Powiat sępoleński,males,2021,66.5,10149.0,5123.0,9705.0,63.5,16225.0,444.0,4.4,953.0
128,413000,Powiat sępoleński,total,2021,57.7,17882.0,13120.0,16990.0,54.8,32821.0,892.0,5.0,1819.0
129,414000,Powiat świecki,females,2021,49.4,19070.0,19553.0,18071.0,46.8,41040.0,999.0,5.2,2417.0
130,414000,Powiat świecki,males,2021,66.2,24126.0,12341.0,23187.0,63.6,39139.0,939.0,3.9,2672.0
131,414000,Powiat świecki,total,2021,57.5,43196.0,31894.0,41258.0,54.9,80179.0,1938.0,4.5,5089.0
132,415000,Powiat toruński,females,2021,53.8,23599.0,20287.0,22522.0,51.3,46074.0,1077.0,4.6,2188.0
133,415000,Powiat toruński,males,2021,68.4,28701.0,13250.0,27689.0,66.0,44270.0,1012.0,3.5,2319.0
134,415000,Powiat toruński,total,2021,60.9,52300.0,33537.0,50211.0,58.5,90344.0,2089.0,4.0,4507.0
135,416000,Powiat tucholski,females,2021,49.0,9310.0,9703.0,8851.0,46.6,19747.0,459.0,4.9,734.0
136,416000,Powiat tucholski,males,2021,65.3,12068.0,6406.0,11586.0,62.7,19332.0,482.0,4.0,858.0
137,416000,Powiat tucholski,total,2021,57.0,21378.0,16109.0,20437.0,54.5,39079.0,941.0,4.4,1592.0
138,417000,Powiat wąbrzeski,females,2021,48.0,6333.0,6855.0,5932.0,45.0,14076.0,401.0,6.3,888.0
139,417000,Powiat wąbrzeski,males,2021,66.7,8475.0,4234.0,8035.0,63.2,13680.0,440.0,5.2,971.0
140,417000,Powiat wąbrzeski,total,2021,57.2,14808.0,11089.0,13967.0,53.9,27756.0,841.0,5.7,1859.0
141,418000,Powiat włocławski,females,2021,48.2,16777.0,18021.0,15710.0,45.1,35856.0,1067.0,6.4,1058.0
142,418000,Powiat włocławski,males,2021,65.1,21855.0,11705.0,20597.0,61.4,34735.0,1258.0,5.8,1175.0
143,418000,Powiat włocławski,total,2021,56.5,38632.0,29726.0,36307.0,53.1,70591.0,2325.0,6.0,2233.0
144,419000,Powiat żniński,females,2021,46.9,13171.0,14940.0,12500.0,44.5,29310.0,671.0,5.1,1199.0
145,419000,Powiat żniński,males,2021,65.8,17607.0,9156.0,17091.0,63.9,28072.0,516.0,2.9,1309.0
146,419000,Powiat żniński,total,2021,56.1,30778.0,24096.0,29591.0,53.9,57382.0,1187.0,3.9,2508.0
147,461000,City with powiat status Bydgoszcz,females,2021,51.0,74593.0,71640.0,72088.0,49.3,157338.0,2505.0,3.4,11105.0
148,461000,City with powiat status Bydgoszcz,males,2021,65.6,80426.0,42155.0,77625.0,63.3,134688.0,2801.0,3.5,12107.0
149,461000,City with powiat status Bydgoszcz,total,2021,57.7,155019.0,113795.0,149713.0,55.7,292026.0,5306.0,3.4,23212.0
150,462000,City with powiat status Grudziądz,females,2021,47.1,17935.0,20153.0,16880.0,44.3,41552.0,1055.0,5.9,3464.0
151,462000,City with powiat status Grudziądz,males,2021,63.4,20634.0,11917.0,19381.0,59.5,36394.0,1253.0,6.1,3843.0
152,462000,City with powiat status Grudziądz,total,2021,54.6,38569.0,32070.0,36261.0,51.3,77946.0,2308.0,6.0,7307.0
153,463000,City with powiat status Toruń,females,2021,52.4,44987.0,40831.0,43188.0,50.3,92596.0,1799.0,4.0,6778.0
154,463000,City with powiat status Toruń,males,2021,65.9,47022.0,24321.0,45129.0,63.3,78272.0,1893.0,4.0,6929.0
155,463000,City with powiat status Toruń,total,2021,58.5,92009.0,65152.0,88317.0,56.2,170868.0,3692.0,4.0,13707.0
156,464000,City with powiat status Włocławek,females,2021,47.0,21611.0,24323.0,20075.0,43.7,49207.0,1536.0,7.1,3273.0
157,464000,City with powiat status Włocławek,males,2021,62.6,23998.0,14366.0,22302.0,58.1,42079.0,1696.0,7.1,3715.0
158,464000,City with powiat status Włocławek,total,2021,54.1,45609.0,38689.0,42377.0,50.3,91286.0,3232.0,7.1,6988.0
159,601000,Powiat bialski,females,2021,48.4,21041.0,22404.0,20083.0,46.2,45043.0,958.0,4.6,1598.0
160,601000,Powiat bialski,males,2021,63.1,26767.0,15654.0,25435.0,60.0,44263.0,1332.0,5.0,1842.0
161,601000,Powiat bialski,total,2021,55.7,47808.0,38058.0,45518.0,53.0,89306.0,2290.0,4.8,3440.0
162,602000,Powiat biłgorajski,females,2021,49.0,19758.0,20596.0,18979.0,47.0,42830.0,779.0,3.9,2476.0
163,602000,Powiat biłgorajski,males,2021,64.0,24627.0,13834.0,23592.0,61.3,40831.0,1035.0,4.2,2370.0
164,602000,Powiat biłgorajski,total,2021,56.3,44385.0,34430.0,42571.0,54.0,83661.0,1814.0,4.1,4846.0
165,603000,Powiat chełmski,females,2021,46.1,14180.0,16576.0,13030.0,42.4,32216.0,1150.0,8.1,1460.0
166,603000,Powiat chełmski,males,2021,61.6,18383.0,11478.0,17022.0,57.0,31401.0,1361.0,7.4,1540.0
167,603000,Powiat chełmski,total,2021,53.7,32563.0,28054.0,30052.0,49.6,63617.0,2511.0,7.7,3000.0
168,604000,Powiat hrubieszowski,females,2021,45.8,11446.0,13568.0,10524.0,42.1,26452.0,922.0,8.1,1438.0
169,604000,Powiat hrubieszowski,males,2021,60.8,14257.0,9184.0,12905.0,55.1,24962.0,1352.0,9.5,1521.0
170,604000,Powiat hrubieszowski,total,2021,53.0,25703.0,22752.0,23429.0,48.4,51414.0,2274.0,8.8,2959.0
171,605000,Powiat janowski,females,2021,48.6,8778.0,9301.0,8302.0,45.9,19045.0,476.0,5.4,966.0
172,605000,Powiat janowski,males,2021,62.8,11051.0,6553.0,10371.0,58.9,18515.0,680.0,6.2,911.0
173,605000,Powiat janowski,total,2021,55.6,19829.0,15854.0,18673.0,52.3,37560.0,1156.0,5.8,1877.0
174,606000,Powiat krasnostawski,females,2021,44.7,11694.0,14470.0,10961.0,41.9,27339.0,733.0,6.3,1175.0
175,606000,Powiat krasnostawski,males,2021,59.0,14407.0,10006.0,13471.0,55.2,25672.0,936.0,6.5,1259.0
176,606000,Powiat krasnostawski,total,2021,51.6,26101.0,24476.0,24432.0,48.3,53011.0,1669.0,6.4,2434.0
177,607000,Powiat kraśnicki,females,2021,48.0,18348.0,19897.0,17410.0,45.5,40909.0,938.0,5.1,2664.0
178,607000,Powiat kraśnicki,males,2021,61.9,21786.0,13397.0,20346.0,57.8,37897.0,1440.0,6.6,2714.0
179,607000,Powiat kraśnicki,total,2021,54.7,40134.0,33294.0,37756.0,51.4,78806.0,2378.0,5.9,5378.0
180,608000,Powiat lubartowski,females,2021,50.2,17961.0,17827.0,16975.0,47.4,37205.0,986.0,5.5,1417.0
