,code,powiat,type,year,value
3569,1403000,Powiat garwoliński,grand total,2011,3163.48
3570,1404000,Powiat gostyniński,grand total,2011,2861.89
3571,1405000,Powiat grodziski,grand total,2011,3685.77
3572,1406000,Powiat grójecki,grand total,2011,3490.82
3573,1407000,Powiat kozienicki,grand total,2011,4067.12
3574,1408000,Powiat legionowski,grand total,2011,3535.55
3575,1409000,Powiat lipski,grand total,2011,3059.71
3576,1410000,Powiat łosicki,grand total,2011,2942.59
3577,1411000,Powiat makowski,grand total,2011,3208.26
3578,1412000,Powiat miński,grand total,2011,3100.22
3579,1413000,Powiat mławski,grand total,2011,2663.08
3580,1414000,Powiat nowodworski,grand total,2011,4043.25
3581,1415000,Powiat ostrołęcki,grand total,2011,3114.2
3582,1416000,Powiat ostrowski,grand total,2011,3088.6
3583,1417000,Powiat otwocki,grand total,2011,3412.78
3584,1418000,Powiat piaseczyński,grand total,2011,3673.6
3585,1419000,Powiat płocki,grand total,2011,3035.58
3586,1420000,Powiat płoński,grand total,2011,3148.95
3587,1421000,Powiat pruszkowski,grand total,2011,4479.38
3588,1422000,Powiat przasnyski,grand total,2011,3077.41
3589,1423000,Powiat przysuski,grand total,2011,2971.37
3590,1424000,Powiat pułtuski,grand total,2011,2956.09
3591,1425000,Powiat radomski,grand total,2011,2719.6
3592,1426000,Powiat siedlecki,grand total,2011,2818.47
3593,1427000,Powiat sierpecki,grand total,2011,2863.24
3594,1428000,Powiat sochaczewski,grand total,2011,3418.04
3595,1429000,Powiat sokołowski,grand total,2011,2865.03
3596,1430000,Powiat szydłowiecki,grand total,2011,2782.28
3597,1432000,Powiat warszawski zachodni,grand total,2011,3850.65
3598,1433000,Powiat węgrowski,grand total,2011,2874.11
3599,1434000,Powiat wołomiński,grand total,2011,3319.41
3600,1435000,Powiat wyszkowski,grand total,2011,2875.51
3601,1436000,Powiat zwoleński,grand total,2011,2915.84
3602,1437000,Powiat żuromiński,grand total,2011,2792.74
3603,1438000,Powiat żyrardowski,grand total,2011,3487.5
3604,1461000,City with powiat status Ostrołęka,grand total,2011,3638.36
3605,1462000,City with powiat status Płock,grand total,2011,4428.47
3606,1463000,City with powiat status Radom,grand total,2011,3258.68
3607,1464000,City with powiat status Siedlce,grand total,2011,3364.77
3608,1465000,City with powiat status Capital City Warszawa,grand total,2011,4936.36
3609,1601000,Powiat brzeski,grand total,2011,2962.78
3610,1602000,Powiat głubczycki,grand total,2011,3031.11
3611,1603000,Powiat kędzierzyńsko-kozielski,grand total,2011,3753.82
3612,1604000,Powiat kluczborski,grand total,2011,2994.99
3613,1605000,Powiat krapkowicki,grand total,2011,3597.89
3614,1606000,Powiat namysłowski,grand total,2011,2974.33
3615,1607000,Powiat nyski,grand total,2011,2846.85
3616,1608000,Powiat oleski,grand total,2011,2868.91
3617,1609000,Powiat opolski,grand total,2011,2785.98
3618,1610000,Powiat prudnicki,grand total,2011,2958.74
3619,1611000,Powiat strzelecki,grand total,2011,3079.75
3620,1661000,City with powiat status Opole,grand total,2011,3714.16
3621,1801000,Powiat bieszczadzki,grand total,2011,2945.5
3622,1802000,Powiat brzozowski,grand total,2011,2802.56
3623,1803000,Powiat dębicki,grand total,2011,2867.63
3624,1804000,Powiat jarosławski,grand total,2011,2971.94
3625,1805000,Powiat jasielski,grand total,2011,2962.03
3626,1806000,Powiat kolbuszowski,grand total,2011,2623.83
3627,1807000,Powiat krośnieński,grand total,2011,2677.64
3628,1808000,Powiat leżajski,grand total,2011,3034.18
3629,1809000,Powiat lubaczowski,grand total,2011,2753.01
3630,1810000,Powiat łańcucki,grand total,2011,2705.71
3631,1811000,Powiat mielecki,grand total,2011,3066.66
3632,1812000,Powiat niżański,grand total,2011,2664.35
3633,1813000,Powiat przemyski,grand total,2011,2846.23
3634,1814000,Powiat przeworski,grand total,2011,2787.16
3635,1815000,Powiat ropczycko-sędziszowski,grand total,2011,2895.86
3636,1816000,Powiat rzeszowski,grand total,2011,2834.47
3637,1817000,Powiat sanocki,grand total,2011,2819.31
3638,1818000,Powiat stalowowolski,grand total,2011,3104.36
3639,1819000,Powiat strzyżowski,grand total,2011,2617.44
3640,1820000,Powiat tarnobrzeski,grand total,2011,3004.39
3641,1821000,Powiat leski,grand total,2011,2992.87
3642,1861000,City with powiat status Krosno,grand total,2011,2656.48
3643,1862000,City with powiat status Przemyśl,grand total,2011,3141.56
3644,1863000,City with powiat status Rzeszów,grand total,2011,3532.66
3645,1864000,City with powiat status Tarnobrzeg,grand total,2011,2930.04
3646,2001000,Powiat augustowski,grand total,2011,3421.22
3647,2002000,Powiat białostocki,grand total,2011,2860.23
3648,2003000,Powiat bielski,grand total,2011,3501.66
3649,2004000,Powiat grajewski,grand total,2011,3476.19
3650,2005000,Powiat hajnowski,grand total,2011,3130.49
3651,2006000,Powiat kolneński,grand total,2011,3025.5
3652,2007000,Powiat łomżyński,grand total,2011,3174.65
3653,2008000,Powiat moniecki,grand total,2011,3056.78
3654,2009000,Powiat sejneński,grand total,2011,3182.2
3655,2010000,Powiat siemiatycki,grand total,2011,2765.25
3656,2011000,Powiat sokólski,grand total,2011,3013.21
3657,2012000,Powiat suwalski,grand total,2011,2695.75
3658,2013000,Powiat wysokomazowiecki,grand total,2011,2988.31
3659,2014000,Powiat zambrowski,grand total,2011,2965.28
3660,2061000,City with powiat status Białystok,grand total,2011,3360.36
3661,2062000,City with powiat status Łomża,grand total,2011,2911.43
3662,2063000,City with powiat status Suwałki,grand total,2011,2950.6
3663,2201000,Powiat bytowski,grand total,2011,2947.5
3664,2202000,Powiat chojnicki,grand total,2011,2689.9
3665,2203000,Powiat człuchowski,grand total,2011,2902.91
3666,2204000,Powiat gdański,grand total,2011,3182.04
3667,2205000,Powiat kartuski,grand total,2011,2887.04
3668,2206000,Powiat kościerski,grand total,2011,2721.25
3669,2207000,Powiat kwidzyński,grand total,2011,3243.13
3670,2208000,Powiat lęborski,grand total,2011,2947.96
3671,2209000,Powiat malborski,grand total,2011,2963.76
3672,2210000,Powiat nowodworski,grand total,2011,2972.49
3673,2211000,Powiat pucki,grand total,2011,3002.77
3674,2212000,Powiat słupski,grand total,2011,2911.32
3675,2213000,Powiat starogardzki,grand total,2011,3058.97
3676,2214000,Powiat tczewski,grand total,2011,3286.26
3677,2215000,Powiat wejherowski,grand total,2011,3029.92
3678,2216000,Powiat sztumski,grand total,2011,2749.43
3679,2261000,City with powiat status Gdańsk,grand total,2011,4327.35
3680,2262000,City with powiat status Gdynia,grand total,2011,3938.74
3681,2263000,City with powiat status Słupsk,grand total,2011,3083.98
3682,2264000,City with powiat status Sopot,grand total,2011,3985.66
3683,2401000,Powiat będziński,grand total,2011,3019.92
3684,2402000,Powiat bielski,grand total,2011,3054.1
3685,2403000,Powiat cieszyński,grand total,2011,2987.68
3686,2404000,Powiat częstochowski,grand total,2011,2796.73
3687,2405000,Powiat gliwicki,grand total,2011,2876.99
3688,2406000,Powiat kłobucki,grand total,2011,2559.06
3689,2407000,Powiat lubliniecki,grand total,2011,2973.77
3690,2408000,Powiat mikołowski,grand total,2011,3111.51
3691,2409000,Powiat myszkowski,grand total,2011,2839.79
3692,2410000,Powiat pszczyński,grand total,2011,2892.32
3693,2411000,Powiat raciborski,grand total,2011,3192.56
3694,2412000,Powiat rybnicki,grand total,2011,3109.11
3695,2413000,Powiat tarnogórski,grand total,2011,3056.53
3696,2414000,Powiat bieruńsko-lędziński,grand total,2011,3266.0
3697,2415000,Powiat wodzisławski,grand total,2011,2724.6
3698,2416000,Powiat zawierciański,grand total,2011,3210.05
3699,2417000,Powiat żywiecki,grand total,2011,3557.09
3700,2461000,City with powiat status Bielsko-Biała,grand total,2011,3498.8
3701,2462000,City with powiat status Bytom,grand total,2011,3266.64
3702,2463000,City with powiat status Chorzów,grand total,2011,3237.48
3703,2464000,City with powiat status Częstochowa,grand total,2011,3197.12
3704,2465000,City with powiat status Dąbrowa Górnicza,grand total,2011,4060.01
3705,2466000,City with powiat status Gliwice,grand total,2011,4020.23
3706,2467000,City with powiat status Jastrzębie-Zdrój,grand total,2011,6324.79
3707,2468000,City with powiat status Jaworzno,grand total,2011,4369.87
3708,2469000,City with powiat status Katowice,grand total,2011,5013.92
3709,2470000,City with powiat status Mysłowice,grand total,2011,3305.37
3710,2471000,City with powiat status Piekary Śląskie,grand total,2011,2969.61
3711,2472000,City with powiat status Ruda Śląska,grand total,2011,3179.15
3712,2473000,City with powiat status Rybnik,grand total,2011,3353.4
3713,2474000,City with powiat status Siemianowice Śląskie,grand total,2011,3234.32
3714,2475000,City with powiat status Sosnowiec,grand total,2011,3236.16
3715,2476000,City with powiat status Świętochłowice,grand total,2011,2755.39
3716,2477000,City with powiat status Tychy,grand total,2011,3443.06
3717,2478000,City with powiat status Zabrze,grand total,2011,3572.02
3718,2479000,City with powiat status Żory,grand total,2011,3079.04
3719,2601000,Powiat buski,grand total,2011,2825.85
3720,2602000,Powiat jędrzejowski,grand total,2011,3361.44
3721,2603000,Powiat kazimierski,grand total,2011,2740.14
3722,2604000,Powiat kielecki,grand total,2011,2836.55
3723,2605000,Powiat konecki,grand total,2011,2916.44
3724,2606000,Powiat opatowski,grand total,2011,2869.2
3725,2607000,Powiat ostrowiecki,grand total,2011,2974.89
3726,2608000,Powiat pińczowski,grand total,2011,3002.74
3727,2609000,Powiat sandomierski,grand total,2011,3324.91
3728,2610000,Powiat skarżyski,grand total,2011,3001.61
3729,2611000,Powiat starachowicki,grand total,2011,2826.27
3730,2612000,Powiat staszowski,grand total,2011,3328.52
3731,2613000,Powiat włoszczowski,grand total,2011,3050.54
3732,2661000,City with powiat status Kielce,grand total,2011,3381.09
3733,2801000,Powiat bartoszycki,grand total,2011,2866.4
3734,2802000,Powiat braniewski,grand total,2011,2892.95
3735,2803000,Powiat działdowski,grand total,2011,2634.39
3736,2804000,Powiat elbląski,grand total,2011,2781.25
3737,2805000,Powiat ełcki,grand total,2011,2835.7
3738,2806000,Powiat giżycki,grand total,2011,2793.21
3739,2807000,Powiat iławski,grand total,2011,2639.03
3740,2808000,Powiat kętrzyński,grand total,2011,2719.97
3741,2809000,Powiat lidzbarski,grand total,2011,2804.79
3742,2810000,Powiat mrągowski,grand total,2011,2708.77
3743,2811000,Powiat nidzicki,grand total,2011,2683.94
3744,2812000,Powiat nowomiejski,grand total,2011,2599.04
3745,2813000,Powiat olecki,grand total,2011,2812.94
3746,2814000,Powiat olsztyński,grand total,2011,3105.47
3747,2815000,Powiat ostródzki,grand total,2011,2759.64
3748,2816000,Powiat piski,grand total,2011,2923.37
3749,2817000,Powiat szczycieński,grand total,2011,3045.34
3750,2818000,Powiat gołdapski,grand total,2011,2629.46
3751,2819000,Powiat węgorzewski,grand total,2011,2664.54
3752,2861000,City with powiat status Elbląg,grand total,2011,3168.8
3753,2862000,City with powiat status Olsztyn,grand total,2011,3546.91
3754,3001000,Powiat chodzieski,grand total,2011,2860.3
3755,3002000,Powiat czarnkowsko-trzcianecki,grand total,2011,3009.4
3756,3003000,Powiat gnieźnieński,grand total,2011,2874.23
3757,3004000,Powiat gostyński,grand total,2011,3004.76
3758,3005000,Powiat grodziski,grand total,2011,2639.86
3759,3006000,Powiat jarociński,grand total,2011,2547.56
3760,3007000,Powiat kaliski,grand total,2011,2665.26
3761,3008000,Powiat kępiński,grand total,2011,2224.07
3762,3009000,Powiat kolski,grand total,2011,3387.32
3763,3010000,Powiat koniński,grand total,2011,3178.62
3764,3011000,Powiat kościański,grand total,2011,2855.66
3765,3012000,Powiat krotoszyński,grand total,2011,2635.1
3766,3013000,Powiat leszczyński,grand total,2011,3194.85
3767,3014000,Powiat międzychodzki,grand total,2011,2790.82
3768,3015000,Powiat nowotomyski,grand total,2011,3038.62
3769,3016000,Powiat obornicki,grand total,2011,3031.88
3770,3017000,Powiat ostrowski,grand total,2011,2896.13
3771,3018000,Powiat ostrzeszowski,grand total,2011,2875.32
3772,3019000,Powiat pilski,grand total,2011,3186.5
3773,3020000,Powiat pleszewski,grand total,2011,2722.15
3774,3021000,Powiat poznański,grand total,2011,3313.05
3775,3022000,Powiat rawicki,grand total,2011,2574.75
3776,3023000,Powiat słupecki,grand total,2011,2783.93
3777,3024000,Powiat szamotulski,grand total,2011,3268.61
3778,3025000,Powiat średzki,grand total,2011,3195.94
3779,3026000,Powiat śremski,grand total,2011,2893.71
3780,3027000,Powiat turecki,grand total,2011,2958.85
3781,3028000,Powiat wągrowiecki,grand total,2011,2897.22
3782,3029000,Powiat wolsztyński,grand total,2011,2594.94
3783,3030000,Powiat wrzesiński,grand total,2011,2816.34
3784,3031000,Powiat złotowski,grand total,2011,2788.01
3785,3061000,City with powiat status Kalisz,grand total,2011,3030.68
3786,3062000,City with powiat status Konin,grand total,2011,3397.78
3787,3063000,City with powiat status Leszno,grand total,2011,2892.51
3788,3064000,City with powiat status Poznań,grand total,2011,3987.13
3789,3201000,Powiat białogardzki,grand total,2011,2939.2
3790,3202000,Powiat choszczeński,grand total,2011,2987.64
3791,3203000,Powiat drawski,grand total,2011,2719.38
3792,3204000,Powiat goleniowski,grand total,2011,3151.4
3793,3205000,Powiat gryficki,grand total,2011,2731.19
3794,3206000,Powiat gryfiński,grand total,2011,3068.98
3795,3207000,Powiat kamieński,grand total,2011,2898.73
3796,3208000,Powiat kołobrzeski,grand total,2011,2952.43
3797,3209000,Powiat koszaliński,grand total,2011,2999.02
3798,3210000,Powiat myśliborski,grand total,2011,2943.01
3799,3211000,Powiat policki,grand total,2011,3721.07
3800,3212000,Powiat pyrzycki,grand total,2011,2735.56
3801,3213000,Powiat sławieński,grand total,2011,2796.72
3802,3214000,Powiat stargardzki,grand total,2011,3110.83
3803,3215000,Powiat szczecinecki,grand total,2011,3105.57
3804,3216000,Powiat świdwiński,grand total,2011,2772.14
3805,3217000,Powiat wałecki,grand total,2011,2978.86
3806,3218000,Powiat łobeski,grand total,2011,2841.15
3807,3261000,City with powiat status Koszalin,grand total,2011,3181.23
3808,3262000,City with powiat status Szczecin,grand total,2011,3761.89
3809,3263000,City with powiat status Świnoujście,grand total,2011,3598.11
3810,201000,Powiat bolesławiecki,grand total,2012,3057.28
3811,202000,Powiat dzierżoniowski,grand total,2012,3113.13
3812,203000,Powiat głogowski,grand total,2012,3122.99
3813,204000,Powiat górowski,grand total,2012,2908.49
3814,205000,Powiat jaworski,grand total,2012,2983.89
3815,206000,Powiat karkonoski,grand total,2012,3031.43
3816,207000,Powiat kamiennogórski,grand total,2012,2983.93
3817,208000,Powiat kłodzki,grand total,2012,3063.43
3818,209000,Powiat legnicki,grand total,2012,3065.2
3819,210000,Powiat lubański,grand total,2012,2937.03
3820,211000,Powiat lubiński,grand total,2012,6541.95
3821,212000,Powiat lwówecki,grand total,2012,3010.71
3822,213000,Powiat milicki,grand total,2012,2864.74
3823,214000,Powiat oleśnicki,grand total,2012,3060.4
3824,215000,Powiat oławski,grand total,2012,3302.68
3825,216000,Powiat polkowicki,grand total,2012,3731.51
3826,217000,Powiat strzeliński,grand total,2012,3293.97
3827,218000,Powiat średzki,grand total,2012,3454.21
3828,219000,Powiat świdnicki,grand total,2012,3279.67
3829,220000,Powiat trzebnicki,grand total,2012,3202.7
3830,221000,Powiat wałbrzyski,grand total,2012,3564.91
3831,222000,Powiat wołowski,grand total,2012,3394.22
3832,223000,Powiat wrocławski,grand total,2012,3531.74
3833,224000,Powiat ząbkowicki,grand total,2012,3097.44
3834,225000,Powiat zgorzelecki,grand total,2012,3406.01
3835,226000,Powiat złotoryjski,grand total,2012,3424.12
3836,261000,City with powiat status Jelenia Góra,grand total,2012,3291.09
3837,262000,City with powiat status Legnica,grand total,2012,3034.05
3838,263000,City with powiat status Wałbrzych to 2002,grand total,2012,
3839,264000,City with powiat status Wrocław,grand total,2012,3923.93
3840,265000,City with powiat status Wałbrzych since 2013,grand total,2012,
3841,401000,Powiat aleksandrowski,grand total,2012,2752.37
3842,402000,Powiat brodnicki,grand total,2012,2878.25
3843,403000,Powiat bydgoski,grand total,2012,3028.7
3844,404000,Powiat chełmiński,grand total,2012,2901.58
3845,405000,Powiat golubsko-dobrzyński,grand total,2012,3047.13
3846,406000,Powiat grudziądzki,grand total,2012,3014.9
3847,407000,Powiat inowrocławski,grand total,2012,2996.73
3848,408000,Powiat lipnowski,grand total,2012,2820.97
3849,409000,Powiat mogileński,grand total,2012,2860.46
3850,410000,Powiat nakielski,grand total,2012,2988.21
3851,411000,Powiat radziejowski,grand total,2012,2737.21
3852,412000,Powiat rypiński,grand total,2012,2894.87
3853,413000,Powiat sępoleński,grand total,2012,2928.2
3854,414000,Powiat świecki,grand total,2012,3171.0
3855,415000,Powiat toruński,grand total,2012,2738.84
3856,416000,Powiat tucholski,grand total,2012,2831.86
3857,417000,Powiat wąbrzeski,grand total,2012,3010.76
3858,418000,Powiat włocławski,grand total,2012,2742.36
3859,419000,Powiat żniński,grand total,2012,2741.57
3860,461000,City with powiat status Bydgoszcz,grand total,2012,3468.51
3861,462000,City with powiat status Grudziądz,grand total,2012,2885.61
3862,463000,City with powiat status Toruń,grand total,2012,3545.32
3863,464000,City with powiat status Włocławek,grand total,2012,3240.04
3864,601000,Powiat bialski,grand total,2012,2862.82
3865,602000,Powiat biłgorajski,grand total,2012,3009.52
3866,603000,Powiat chełmski,grand total,2012,2940.49
3867,604000,Powiat hrubieszowski,grand total,2012,3109.48
3868,605000,Powiat janowski,grand total,2012,2972.1
3869,606000,Powiat krasnostawski,grand total,2012,3060.62
3870,607000,Powiat kraśnicki,grand total,2012,2871.55
3871,608000,Powiat lubartowski,grand total,2012,2888.47
3872,609000,Powiat lubelski,grand total,2012,2946.9
3873,610000,Powiat łęczyński,grand total,2012,4942.31
3874,611000,Powiat łukowski,grand total,2012,2764.56
3875,612000,Powiat opolski,grand total,2012,2991.25
3876,613000,Powiat parczewski,grand total,2012,2994.8
3877,614000,Powiat puławski,grand total,2012,3662.83
3878,615000,Powiat radzyński,grand total,2012,2966.6
3879,616000,Powiat rycki,grand total,2012,2912.71
3880,617000,Powiat świdnicki,grand total,2012,3491.18
3881,618000,Powiat tomaszowski,grand total,2012,2860.83
3882,619000,Powiat włodawski,grand total,2012,3032.38
3883,620000,Powiat zamojski,grand total,2012,2778.35
3884,661000,City with powiat status Biała Podlaska,grand total,2012,3370.69
3885,662000,City with powiat status Chełm,grand total,2012,3099.95
3886,663000,City with powiat status Lublin,grand total,2012,3710.8
3887,664000,City with powiat status Zamość,grand total,2012,3267.28
3888,801000,Powiat gorzowski,grand total,2012,3408.69
3889,802000,Powiat krośnieński,grand total,2012,3160.41
3890,803000,Powiat międzyrzecki,grand total,2012,3116.31
3891,804000,Powiat nowosolski,grand total,2012,3089.18
3892,805000,Powiat słubicki,grand total,2012,3133.88
3893,806000,Powiat strzelecko-drezdenecki,grand total,2012,3132.48
3894,807000,Powiat sulęciński,grand total,2012,2716.04
3895,808000,Powiat świebodziński,grand total,2012,2931.56
3896,809000,Powiat zielonogórski,grand total,2012,3373.25
3897,810000,Powiat żagański,grand total,2012,2889.16
3898,811000,Powiat żarski,grand total,2012,3445.53
3899,812000,Powiat wschowski,grand total,2012,2983.88
3900,861000,City with powiat status Gorzów Wielkopolski,grand total,2012,3197.03
3901,862000,City with powiat status Zielona Góra,grand total,2012,3351.95
3902,1001000,Powiat bełchatowski,grand total,2012,5244.6
3903,1002000,Powiat kutnowski,grand total,2012,3179.27
3904,1003000,Powiat łaski,grand total,2012,2656.34
3905,1004000,Powiat łęczycki,grand total,2012,3216.88
3906,1005000,Powiat łowicki,grand total,2012,2947.82
3907,1006000,Powiat łódzki wschodni,grand total,2012,2689.61
3908,1007000,Powiat opoczyński,grand total,2012,2930.75
3909,1008000,Powiat pabianicki,grand total,2012,2920.5
3910,1009000,Powiat pajęczański,grand total,2012,3107.48
3911,1010000,Powiat piotrkowski,grand total,2012,2804.34
3912,1011000,Powiat poddębicki,grand total,2012,3498.97
3913,1012000,Powiat radomszczański,grand total,2012,2727.27
3914,1013000,Powiat rawski,grand total,2012,3000.63
3915,1014000,Powiat sieradzki,grand total,2012,3004.55
3916,1015000,Powiat skierniewicki,grand total,2012,2850.6
3917,1016000,Powiat tomaszowski,grand total,2012,2955.16
3918,1017000,Powiat wieluński,grand total,2012,2778.75
3919,1018000,Powiat wieruszowski,grand total,2012,2620.86
3920,1019000,Powiat zduńskowolski,grand total,2012,2832.65
3921,1020000,Powiat zgierski,grand total,2012,3222.12
3922,1021000,Powiat brzeziński,grand total,2012,2559.61
3923,1061000,City with powiat status Łódź,grand total,2012,3568.84
3924,1062000,City with powiat status Piotrków Trybunalski,grand total,2012,2741.58
3925,1063000,City with powiat status Skierniewice,grand total,2012,2895.44
3926,1201000,Powiat bocheński,grand total,2012,3208.34
3927,1202000,Powiat brzeski,grand total,2012,2821.76
3928,1203000,Powiat chrzanowski,grand total,2012,3181.66
3929,1204000,Powiat dąbrowski,grand total,2012,2970.5
3930,1205000,Powiat gorlicki,grand total,2012,2847.79
3931,1206000,Powiat krakowski,grand total,2012,3571.36
3932,1207000,Powiat limanowski,grand total,2012,2865.98
3933,1208000,Powiat miechowski,grand total,2012,2924.58
3934,1209000,Powiat myślenicki,grand total,2012,2799.36
3935,1210000,Powiat nowosądecki,grand total,2012,2810.22
3936,1211000,Powiat nowotarski,grand total,2012,2784.19
3937,1212000,Powiat olkuski,grand total,2012,3458.08
3938,1213000,Powiat oświęcimski,grand total,2012,3229.65
3939,1214000,Powiat proszowicki,grand total,2012,2916.22
3940,1215000,Powiat suski,grand total,2012,3034.96
3941,1216000,Powiat tarnowski,grand total,2012,2760.17
3942,1217000,Powiat tatrzański,grand total,2012,3165.78
3943,1218000,Powiat wadowicki,grand total,2012,2772.44
3944,1219000,Powiat wielicki,grand total,2012,3334.14
3945,1261000,City with powiat status Kraków,grand total,2012,3877.57
3946,1262000,City with powiat status Nowy Sącz,grand total,2012,2985.71
3947,1263000,City with powiat status Tarnów,grand total,2012,3349.31
3948,1401000,Powiat białobrzeski,grand total,2012,3355.88
3949,1402000,Powiat ciechanowski,grand total,2012,3385.81
3950,1403000,Powiat garwoliński,grand total,2012,3277.05
3951,1404000,Powiat gostyniński,grand total,2012,2925.45
3952,1405000,Powiat grodziski,grand total,2012,3854.84
3953,1406000,Powiat grójecki,grand total,2012,3589.76
3954,1407000,Powiat kozienicki,grand total,2012,4239.66
3955,1408000,Powiat legionowski,grand total,2012,3600.74
3956,1409000,Powiat lipski,grand total,2012,3098.37
3957,1410000,Powiat łosicki,grand total,2012,3025.24
3958,1411000,Powiat makowski,grand total,2012,3010.45
3959,1412000,Powiat miński,grand total,2012,3136.52
3960,1413000,Powiat mławski,grand total,2012,2670.07
3961,1414000,Powiat nowodworski,grand total,2012,4145.35
3962,1415000,Powiat ostrołęcki,grand total,2012,3213.82
3963,1416000,Powiat ostrowski,grand total,2012,3174.79
3964,1417000,Powiat otwocki,grand total,2012,3490.03
3965,1418000,Powiat piaseczyński,grand total,2012,3810.36
3966,1419000,Powiat płocki,grand total,2012,3223.08
3967,1420000,Powiat płoński,grand total,2012,3261.65
3968,1421000,Powiat pruszkowski,grand total,2012,4402.16
3969,1422000,Powiat przasnyski,grand total,2012,3203.61
3970,1423000,Powiat przysuski,grand total,2012,3062.87
3971,1424000,Powiat pułtuski,grand total,2012,3094.05
3972,1425000,Powiat radomski,grand total,2012,2857.68
3973,1426000,Powiat siedlecki,grand total,2012,3014.41
3974,1427000,Powiat sierpecki,grand total,2012,3043.46
3975,1428000,Powiat sochaczewski,grand total,2012,3740.62
3976,1429000,Powiat sokołowski,grand total,2012,2974.75
3977,1430000,Powiat szydłowiecki,grand total,2012,2949.78
3978,1432000,Powiat warszawski zachodni,grand total,2012,4050.54
3979,1433000,Powiat węgrowski,grand total,2012,2970.76
3980,1434000,Powiat wołomiński,grand total,2012,3447.14
3981,1435000,Powiat wyszkowski,grand total,2012,3119.46
3982,1436000,Powiat zwoleński,grand total,2012,3114.68
3983,1437000,Powiat żuromiński,grand total,2012,2923.14
3984,1438000,Powiat żyrardowski,grand total,2012,3541.83
3985,1461000,City with powiat status Ostrołęka,grand total,2012,3776.11
3986,1462000,City with powiat status Płock,grand total,2012,4618.2
3987,1463000,City with powiat status Radom,grand total,2012,3411.51
3988,1464000,City with powiat status Siedlce,grand total,2012,3470.66
3989,1465000,City with powiat status Capital City Warszawa,grand total,2012,5077.53
3990,1601000,Powiat brzeski,grand total,2012,3067.56
3991,1602000,Powiat głubczycki,grand total,2012,3111.54
3992,1603000,Powiat kędzierzyńsko-kozielski,grand total,2012,3793.84
3993,1604000,Powiat kluczborski,grand total,2012,3200.22
3994,1605000,Powiat krapkowicki,grand total,2012,3720.0
3995,1606000,Powiat namysłowski,grand total,2012,3152.42
3996,1607000,Powiat nyski,grand total,2012,3012.34
3997,1608000,Powiat oleski,grand total,2012,3013.57
3998,1609000,Powiat opolski,grand total,2012,2948.63
3999,1610000,Powiat prudnicki,grand total,2012,3052.97
4000,1611000,Powiat strzelecki,grand total,2012,3221.15
4001,1661000,City with powiat status Opole,grand total,2012,3771.22
4002,1801000,Powiat bieszczadzki,grand total,2012,3109.58
4003,1802000,Powiat brzozowski,grand total,2012,2910.02
4004,1803000,Powiat dębicki,grand total,2012,3019.26
4005,1804000,Powiat jarosławski,grand total,2012,3141.89
4006,1805000,Powiat jasielski,grand total,2012,2999.9
4007,1806000,Powiat kolbuszowski,grand total,2012,2745.76
4008,1807000,Powiat krośnieński,grand total,2012,2800.23
4009,1808000,Powiat leżajski,grand total,2012,3104.99
4010,1809000,Powiat lubaczowski,grand total,2012,2889.91
4011,1810000,Powiat łańcucki,grand total,2012,2818.62
4012,1811000,Powiat mielecki,grand total,2012,3187.11
4013,1812000,Powiat niżański,grand total,2012,2798.39
4014,1813000,Powiat przemyski,grand total,2012,2977.42
4015,1814000,Powiat przeworski,grand total,2012,2859.57
4016,1815000,Powiat ropczycko-sędziszowski,grand total,2012,3036.58
4017,1816000,Powiat rzeszowski,grand total,2012,2937.37
4018,1817000,Powiat sanocki,grand total,2012,2918.66
4019,1818000,Powiat stalowowolski,grand total,2012,3260.12
4020,1819000,Powiat strzyżowski,grand total,2012,2707.08
4021,1820000,Powiat tarnobrzeski,grand total,2012,3176.95
4022,1821000,Powiat leski,grand total,2012,3119.93
4023,1861000,City with powiat status Krosno,grand total,2012,2783.69
4024,1862000,City with powiat status Przemyśl,grand total,2012,3234.16
4025,1863000,City with powiat status Rzeszów,grand total,2012,3702.54
4026,1864000,City with powiat status Tarnobrzeg,grand total,2012,3058.41
4027,2001000,Powiat augustowski,grand total,2012,3444.77
4028,2002000,Powiat białostocki,grand total,2012,3009.46
4029,2003000,Powiat bielski,grand total,2012,3777.64
4030,2004000,Powiat grajewski,grand total,2012,3639.09
4031,2005000,Powiat hajnowski,grand total,2012,3221.78
4032,2006000,Powiat kolneński,grand total,2012,3123.59
4033,2007000,Powiat łomżyński,grand total,2012,3354.22
4034,2008000,Powiat moniecki,grand total,2012,3167.47
4035,2009000,Powiat sejneński,grand total,2012,3329.2
4036,2010000,Powiat siemiatycki,grand total,2012,2948.59
4037,2011000,Powiat sokólski,grand total,2012,3225.89
4038,2012000,Powiat suwalski,grand total,2012,2943.05
4039,2013000,Powiat wysokomazowiecki,grand total,2012,3165.68
4040,2014000,Powiat zambrowski,grand total,2012,3019.12
4041,2061000,City with powiat status Białystok,grand total,2012,3493.98
4042,2062000,City with powiat status Łomża,grand total,2012,2972.85
4043,2063000,City with powiat status Suwałki,grand total,2012,3029.62
4044,2201000,Powiat bytowski,grand total,2012,3086.8
4045,2202000,Powiat chojnicki,grand total,2012,2804.08
4046,2203000,Powiat człuchowski,grand total,2012,3055.87
4047,2204000,Powiat gdański,grand total,2012,3295.86
