,code,powiat,type,year,value
871,1018000,Powiat wieruszowski,grand total,2004,1730.61
872,1019000,Powiat zduńskowolski,grand total,2004,1823.3
873,1020000,Powiat zgierski,grand total,2004,1927.38
874,1021000,Powiat brzeziński,grand total,2004,1659.85
875,1061000,City with powiat status Łódź,grand total,2004,2293.67
876,1062000,City with powiat status Piotrków Trybunalski,grand total,2004,1694.8
877,1063000,City with powiat status Skierniewice,grand total,2004,1965.72
878,1201000,Powiat bocheński,grand total,2004,1987.96
879,1202000,Powiat brzeski,grand total,2004,1751.31
880,1203000,Powiat chrzanowski,grand total,2004,2384.2
881,1204000,Powiat dąbrowski,grand total,2004,1855.99
882,1205000,Powiat gorlicki,grand total,2004,1929.02
883,1206000,Powiat krakowski,grand total,2004,2168.07
884,1207000,Powiat limanowski,grand total,2004,1806.21
885,1208000,Powiat miechowski,grand total,2004,1878.94
886,1209000,Powiat myślenicki,grand total,2004,2147.87
887,1210000,Powiat nowosądecki,grand total,2004,1873.52
888,1211000,Powiat nowotarski,grand total,2004,1799.17
889,1212000,Powiat olkuski,grand total,2004,2293.32
890,1213000,Powiat oświęcimski,grand total,2004,2094.14
891,1214000,Powiat proszowicki,grand total,2004,1839.86
892,1215000,Powiat suski,grand total,2004,1911.3
893,1216000,Powiat tarnowski,grand total,2004,1747.35
894,1217000,Powiat tatrzański,grand total,2004,1976.93
895,1218000,Powiat wadowicki,grand total,2004,1847.26
896,1219000,Powiat wielicki,grand total,2004,2106.81
897,1261000,City with powiat status Kraków,grand total,2004,2463.26
898,1262000,City with powiat status Nowy Sącz,grand total,2004,2036.9
899,1263000,City with powiat status Tarnów,grand total,2004,2024.06
900,1401000,Powiat białobrzeski,grand total,2004,1990.54
901,1402000,Powiat ciechanowski,grand total,2004,2064.98
902,1403000,Powiat garwoliński,grand total,2004,2067.32
903,1404000,Powiat gostyniński,grand total,2004,1778.95
904,1405000,Powiat grodziski,grand total,2004,2684.0
905,1406000,Powiat grójecki,grand total,2004,2346.91
906,1407000,Powiat kozienicki,grand total,2004,2728.18
907,1408000,Powiat legionowski,grand total,2004,2365.4
908,1409000,Powiat lipski,grand total,2004,1765.33
909,1410000,Powiat łosicki,grand total,2004,1964.15
910,1411000,Powiat makowski,grand total,2004,1866.24
911,1412000,Powiat miński,grand total,2004,2050.35
912,1413000,Powiat mławski,grand total,2004,1770.4
913,1414000,Powiat nowodworski,grand total,2004,2562.04
914,1415000,Powiat ostrołęcki,grand total,2004,2091.84
915,1416000,Powiat ostrowski,grand total,2004,1995.49
916,1417000,Powiat otwocki,grand total,2004,2099.5
917,1418000,Powiat piaseczyński,grand total,2004,2583.65
918,1419000,Powiat płocki,grand total,2004,1960.34
919,1420000,Powiat płoński,grand total,2004,2048.35
920,1421000,Powiat pruszkowski,grand total,2004,2921.34
921,1422000,Powiat przasnyski,grand total,2004,1990.59
922,1423000,Powiat przysuski,grand total,2004,1927.29
923,1424000,Powiat pułtuski,grand total,2004,1869.35
924,1425000,Powiat radomski,grand total,2004,1716.71
925,1426000,Powiat siedlecki,grand total,2004,1881.97
926,1427000,Powiat sierpecki,grand total,2004,1928.86
927,1428000,Powiat sochaczewski,grand total,2004,2517.5
928,1429000,Powiat sokołowski,grand total,2004,1969.96
929,1430000,Powiat szydłowiecki,grand total,2004,1804.77
930,1432000,Powiat warszawski zachodni,grand total,2004,2680.76
931,1433000,Powiat węgrowski,grand total,2004,1930.25
932,1434000,Powiat wołomiński,grand total,2004,2174.33
933,1435000,Powiat wyszkowski,grand total,2004,1877.08
934,1436000,Powiat zwoleński,grand total,2004,1883.64
935,1437000,Powiat żuromiński,grand total,2004,1765.07
936,1438000,Powiat żyrardowski,grand total,2004,2322.69
937,1461000,City with powiat status Ostrołęka,grand total,2004,2400.95
938,1462000,City with powiat status Płock,grand total,2004,2906.9
939,1463000,City with powiat status Radom,grand total,2004,2210.07
940,1464000,City with powiat status Siedlce,grand total,2004,2271.58
941,1465000,City with powiat status Capital City Warszawa,grand total,2004,3465.19
942,1601000,Powiat brzeski,grand total,2004,2001.14
943,1602000,Powiat głubczycki,grand total,2004,1915.69
944,1603000,Powiat kędzierzyńsko-kozielski,grand total,2004,2326.2
945,1604000,Powiat kluczborski,grand total,2004,1969.43
946,1605000,Powiat krapkowicki,grand total,2004,2721.26
947,1606000,Powiat namysłowski,grand total,2004,2062.95
948,1607000,Powiat nyski,grand total,2004,1847.99
949,1608000,Powiat oleski,grand total,2004,1979.46
950,1609000,Powiat opolski,grand total,2004,2126.06
951,1610000,Powiat prudnicki,grand total,2004,1856.02
952,1611000,Powiat strzelecki,grand total,2004,2029.0
953,1661000,City with powiat status Opole,grand total,2004,2411.36
954,1801000,Powiat bieszczadzki,grand total,2004,1847.82
955,1802000,Powiat brzozowski,grand total,2004,1807.55
956,1803000,Powiat dębicki,grand total,2004,2046.57
957,1804000,Powiat jarosławski,grand total,2004,1895.2
958,1805000,Powiat jasielski,grand total,2004,1953.19
959,1806000,Powiat kolbuszowski,grand total,2004,1829.12
960,1807000,Powiat krośnieński,grand total,2004,1838.91
961,1808000,Powiat leżajski,grand total,2004,2025.61
962,1809000,Powiat lubaczowski,grand total,2004,1897.86
963,1810000,Powiat łańcucki,grand total,2004,1792.52
964,1811000,Powiat mielecki,grand total,2004,2078.11
965,1812000,Powiat niżański,grand total,2004,1764.88
966,1813000,Powiat przemyski,grand total,2004,1815.79
967,1814000,Powiat przeworski,grand total,2004,1956.22
968,1815000,Powiat ropczycko-sędziszowski,grand total,2004,1915.39
969,1816000,Powiat rzeszowski,grand total,2004,1818.78
970,1817000,Powiat sanocki,grand total,2004,1961.82
971,1818000,Powiat stalowowolski,grand total,2004,2051.05
972,1819000,Powiat strzyżowski,grand total,2004,1777.59
973,1820000,Powiat tarnobrzeski,grand total,2004,2195.94
974,1821000,Powiat leski,grand total,2004,2044.95
975,1861000,City with powiat status Krosno,grand total,2004,1886.53
976,1862000,City with powiat status Przemyśl,grand total,2004,2008.61
977,1863000,City with powiat status Rzeszów,grand total,2004,2292.86
978,1864000,City with powiat status Tarnobrzeg,grand total,2004,1923.02
979,2001000,Powiat augustowski,grand total,2004,2531.24
980,2002000,Powiat białostocki,grand total,2004,1833.86
981,2003000,Powiat bielski,grand total,2004,2005.19
982,2004000,Powiat grajewski,grand total,2004,2206.24
983,2005000,Powiat hajnowski,grand total,2004,1810.8
984,2006000,Powiat kolneński,grand total,2004,1903.1
985,2007000,Powiat łomżyński,grand total,2004,1989.4
986,2008000,Powiat moniecki,grand total,2004,1956.54
987,2009000,Powiat sejneński,grand total,2004,1889.23
988,2010000,Powiat siemiatycki,grand total,2004,1912.02
989,2011000,Powiat sokólski,grand total,2004,1898.66
990,2012000,Powiat suwalski,grand total,2004,1974.64
991,2013000,Powiat wysokomazowiecki,grand total,2004,1949.15
992,2014000,Powiat zambrowski,grand total,2004,1840.2
993,2061000,City with powiat status Białystok,grand total,2004,2281.63
994,2062000,City with powiat status Łomża,grand total,2004,1944.97
995,2063000,City with powiat status Suwałki,grand total,2004,1977.27
996,2201000,Powiat bytowski,grand total,2004,1879.21
997,2202000,Powiat chojnicki,grand total,2004,1790.87
998,2203000,Powiat człuchowski,grand total,2004,1938.97
999,2204000,Powiat gdański,grand total,2004,2113.87
1000,2205000,Powiat kartuski,grand total,2004,1929.29
1001,2206000,Powiat kościerski,grand total,2004,1898.5
1002,2207000,Powiat kwidzyński,grand total,2004,2344.97
1003,2208000,Powiat lęborski,grand total,2004,1982.02
1004,2209000,Powiat malborski,grand total,2004,2007.41
1005,2210000,Powiat nowodworski,grand total,2004,1949.89
1006,2211000,Powiat pucki,grand total,2004,1956.29
1007,2212000,Powiat słupski,grand total,2004,1850.41
1008,2213000,Powiat starogardzki,grand total,2004,2209.43
1009,2214000,Powiat tczewski,grand total,2004,2204.43
1010,2215000,Powiat wejherowski,grand total,2004,2004.85
1011,2216000,Powiat sztumski,grand total,2004,1914.78
1012,2261000,City with powiat status Gdańsk,grand total,2004,2767.68
1013,2262000,City with powiat status Gdynia,grand total,2004,2658.04
1014,2263000,City with powiat status Słupsk,grand total,2004,2100.44
1015,2264000,City with powiat status Sopot,grand total,2004,2727.49
1016,2401000,Powiat będziński,grand total,2004,2111.27
1017,2402000,Powiat bielski,grand total,2004,1986.51
1018,2403000,Powiat cieszyński,grand total,2004,1948.73
1019,2404000,Powiat częstochowski,grand total,2004,1758.43
1020,2405000,Powiat gliwicki,grand total,2004,1985.96
1021,2406000,Powiat kłobucki,grand total,2004,1607.98
1022,2407000,Powiat lubliniecki,grand total,2004,1905.92
1023,2408000,Powiat mikołowski,grand total,2004,2344.44
1024,2409000,Powiat myszkowski,grand total,2004,1719.02
1025,2410000,Powiat pszczyński,grand total,2004,1963.69
1026,2411000,Powiat raciborski,grand total,2004,2105.27
1027,2412000,Powiat rybnicki,grand total,2004,2110.54
1028,2413000,Powiat tarnogórski,grand total,2004,2014.11
1029,2414000,Powiat bieruńsko-lędziński,grand total,2004,2063.82
1030,2415000,Powiat wodzisławski,grand total,2004,1811.68
1031,2416000,Powiat zawierciański,grand total,2004,2064.96
1032,2417000,Powiat żywiecki,grand total,2004,2417.97
1033,2461000,City with powiat status Bielsko-Biała,grand total,2004,2292.5
1034,2462000,City with powiat status Bytom,grand total,2004,2050.36
1035,2463000,City with powiat status Chorzów,grand total,2004,2062.53
1036,2464000,City with powiat status Częstochowa,grand total,2004,2121.73
1037,2465000,City with powiat status Dąbrowa Górnicza,grand total,2004,2519.76
1038,2466000,City with powiat status Gliwice,grand total,2004,2579.36
1039,2467000,City with powiat status Jastrzębie-Zdrój,grand total,2004,3408.53
1040,2468000,City with powiat status Jaworzno,grand total,2004,2539.98
1041,2469000,City with powiat status Katowice,grand total,2004,3272.16
1042,2470000,City with powiat status Mysłowice,grand total,2004,1951.77
1043,2471000,City with powiat status Piekary Śląskie,grand total,2004,1958.47
1044,2472000,City with powiat status Ruda Śląska,grand total,2004,2060.76
1045,2473000,City with powiat status Rybnik,grand total,2004,2244.12
1046,2474000,City with powiat status Siemianowice Śląskie,grand total,2004,2041.54
1047,2475000,City with powiat status Sosnowiec,grand total,2004,2133.39
1048,2476000,City with powiat status Świętochłowice,grand total,2004,2036.42
1049,2477000,City with powiat status Tychy,grand total,2004,2264.05
1050,2478000,City with powiat status Zabrze,grand total,2004,2343.34
1051,2479000,City with powiat status Żory,grand total,2004,1900.97
1052,2601000,Powiat buski,grand total,2004,1926.82
1053,2602000,Powiat jędrzejowski,grand total,2004,2101.44
1054,2603000,Powiat kazimierski,grand total,2004,1839.13
1055,2604000,Powiat kielecki,grand total,2004,1989.97
1056,2605000,Powiat konecki,grand total,2004,1830.53
1057,2606000,Powiat opatowski,grand total,2004,2285.61
1058,2607000,Powiat ostrowiecki,grand total,2004,1923.31
1059,2608000,Powiat pińczowski,grand total,2004,2558.31
1060,2609000,Powiat sandomierski,grand total,2004,2133.35
1061,2610000,Powiat skarżyski,grand total,2004,2038.35
1062,2611000,Powiat starachowicki,grand total,2004,1817.73
1063,2612000,Powiat staszowski,grand total,2004,2151.14
1064,2613000,Powiat włoszczowski,grand total,2004,2064.04
1065,2661000,City with powiat status Kielce,grand total,2004,2320.83
1066,2801000,Powiat bartoszycki,grand total,2004,1835.77
1067,2802000,Powiat braniewski,grand total,2004,1901.11
1068,2803000,Powiat działdowski,grand total,2004,1794.44
1069,2804000,Powiat elbląski,grand total,2004,1784.9
1070,2805000,Powiat ełcki,grand total,2004,1934.11
1071,2806000,Powiat giżycki,grand total,2004,1862.61
1072,2807000,Powiat iławski,grand total,2004,1715.1
1073,2808000,Powiat kętrzyński,grand total,2004,1867.0
1074,2809000,Powiat lidzbarski,grand total,2004,1724.95
1075,2810000,Powiat mrągowski,grand total,2004,1814.7
1076,2811000,Powiat nidzicki,grand total,2004,1721.25
1077,2812000,Powiat nowomiejski,grand total,2004,1712.03
1078,2813000,Powiat olecki,grand total,2004,1923.11
1079,2814000,Powiat olsztyński,grand total,2004,1876.83
1080,2815000,Powiat ostródzki,grand total,2004,1865.94
1081,2816000,Powiat piski,grand total,2004,2113.58
1082,2817000,Powiat szczycieński,grand total,2004,1941.86
1083,2818000,Powiat gołdapski,grand total,2004,1725.92
1084,2819000,Powiat węgorzewski,grand total,2004,1755.03
1085,2861000,City with powiat status Elbląg,grand total,2004,2143.79
1086,2862000,City with powiat status Olsztyn,grand total,2004,2477.34
1087,3001000,Powiat chodzieski,grand total,2004,1776.93
1088,3002000,Powiat czarnkowsko-trzcianecki,grand total,2004,1943.44
1089,3003000,Powiat gnieźnieński,grand total,2004,1894.87
1090,3004000,Powiat gostyński,grand total,2004,1966.59
1091,3005000,Powiat grodziski,grand total,2004,1792.06
1092,3006000,Powiat jarociński,grand total,2004,1664.71
1093,3007000,Powiat kaliski,grand total,2004,1741.39
1094,3008000,Powiat kępiński,grand total,2004,1436.99
1095,3009000,Powiat kolski,grand total,2004,2355.46
1096,3010000,Powiat koniński,grand total,2004,2565.75
1097,3011000,Powiat kościański,grand total,2004,1865.9
1098,3012000,Powiat krotoszyński,grand total,2004,1761.19
1099,3013000,Powiat leszczyński,grand total,2004,2074.61
1100,3014000,Powiat międzychodzki,grand total,2004,1822.12
1101,3015000,Powiat nowotomyski,grand total,2004,1911.7
1102,3016000,Powiat obornicki,grand total,2004,2086.73
1103,3017000,Powiat ostrowski,grand total,2004,1878.01
1104,3018000,Powiat ostrzeszowski,grand total,2004,1831.54
1105,3019000,Powiat pilski,grand total,2004,2080.86
1106,3020000,Powiat pleszewski,grand total,2004,1724.27
1107,3021000,Powiat poznański,grand total,2004,2223.92
1108,3022000,Powiat rawicki,grand total,2004,1625.58
1109,3023000,Powiat słupecki,grand total,2004,1826.08
1110,3024000,Powiat szamotulski,grand total,2004,2164.34
1111,3025000,Powiat średzki,grand total,2004,2122.89
1112,3026000,Powiat śremski,grand total,2004,1895.29
1113,3027000,Powiat turecki,grand total,2004,2050.28
1114,3028000,Powiat wągrowiecki,grand total,2004,1867.81
1115,3029000,Powiat wolsztyński,grand total,2004,1751.71
1116,3030000,Powiat wrzesiński,grand total,2004,1824.64
1117,3031000,Powiat złotowski,grand total,2004,1743.9
1118,3061000,City with powiat status Kalisz,grand total,2004,2164.2
1119,3062000,City with powiat status Konin,grand total,2004,2367.34
1120,3063000,City with powiat status Leszno,grand total,2004,2026.44
1121,3064000,City with powiat status Poznań,grand total,2004,2615.9
1122,3201000,Powiat białogardzki,grand total,2004,1872.84
1123,3202000,Powiat choszczeński,grand total,2004,1874.45
1124,3203000,Powiat drawski,grand total,2004,1936.31
1125,3204000,Powiat goleniowski,grand total,2004,2030.3
1126,3205000,Powiat gryficki,grand total,2004,1847.64
1127,3206000,Powiat gryfiński,grand total,2004,2551.88
1128,3207000,Powiat kamieński,grand total,2004,1940.03
1129,3208000,Powiat kołobrzeski,grand total,2004,1963.54
1130,3209000,Powiat koszaliński,grand total,2004,1962.48
1131,3210000,Powiat myśliborski,grand total,2004,1885.54
1132,3211000,Powiat policki,grand total,2004,2652.86
1133,3212000,Powiat pyrzycki,grand total,2004,1915.58
1134,3213000,Powiat sławieński,grand total,2004,1759.59
1135,3214000,Powiat stargardzki,grand total,2004,2013.39
1136,3215000,Powiat szczecinecki,grand total,2004,2166.43
1137,3216000,Powiat świdwiński,grand total,2004,1767.64
1138,3217000,Powiat wałecki,grand total,2004,1945.07
1139,3218000,Powiat łobeski,grand total,2004,1822.83
1140,3261000,City with powiat status Koszalin,grand total,2004,2169.24
1141,3262000,City with powiat status Szczecin,grand total,2004,2476.19
1142,3263000,City with powiat status Świnoujście,grand total,2004,2281.32
1143,201000,Powiat bolesławiecki,grand total,2005,2086.26
1144,202000,Powiat dzierżoniowski,grand total,2005,1900.52
1145,203000,Powiat głogowski,grand total,2005,2133.48
1146,204000,Powiat górowski,grand total,2005,1857.89
1147,205000,Powiat jaworski,grand total,2005,1888.36
1148,206000,Powiat karkonoski,grand total,2005,1878.46
1149,207000,Powiat kamiennogórski,grand total,2005,1863.91
1150,208000,Powiat kłodzki,grand total,2005,1998.81
1151,209000,Powiat legnicki,grand total,2005,1859.22
1152,210000,Powiat lubański,grand total,2005,1840.27
1153,211000,Powiat lubiński,grand total,2005,4407.02
1154,212000,Powiat lwówecki,grand total,2005,1970.42
1155,213000,Powiat milicki,grand total,2005,1879.99
1156,214000,Powiat oleśnicki,grand total,2005,1900.52
1157,215000,Powiat oławski,grand total,2005,2147.26
1158,216000,Powiat polkowicki,grand total,2005,2395.29
1159,217000,Powiat strzeliński,grand total,2005,2135.19
1160,218000,Powiat średzki,grand total,2005,2166.62
1161,219000,Powiat świdnicki,grand total,2005,2163.89
1162,220000,Powiat trzebnicki,grand total,2005,2051.13
1163,221000,Powiat wałbrzyski,grand total,2005,2290.54
1164,222000,Powiat wołowski,grand total,2005,2032.95
1165,223000,Powiat wrocławski,grand total,2005,2285.63
1166,224000,Powiat ząbkowicki,grand total,2005,2084.21
1167,225000,Powiat zgorzelecki,grand total,2005,2900.76
1168,226000,Powiat złotoryjski,grand total,2005,2104.68
1169,261000,City with powiat status Jelenia Góra,grand total,2005,2286.11
1170,262000,City with powiat status Legnica,grand total,2005,2020.14
1171,263000,City with powiat status Wałbrzych to 2002,grand total,2005,
1172,264000,City with powiat status Wrocław,grand total,2005,2649.62
1173,265000,City with powiat status Wałbrzych since 2013,grand total,2005,
1174,401000,Powiat aleksandrowski,grand total,2005,1813.7
1175,402000,Powiat brodnicki,grand total,2005,1939.95
1176,403000,Powiat bydgoski,grand total,2005,1930.38
1177,404000,Powiat chełmiński,grand total,2005,1779.56
1178,405000,Powiat golubsko-dobrzyński,grand total,2005,1892.63
1179,406000,Powiat grudziądzki,grand total,2005,1951.27
1180,407000,Powiat inowrocławski,grand total,2005,2039.85
1181,408000,Powiat lipnowski,grand total,2005,1921.54
1182,409000,Powiat mogileński,grand total,2005,1863.38
1183,410000,Powiat nakielski,grand total,2005,1932.12
1184,411000,Powiat radziejowski,grand total,2005,1902.61
1185,412000,Powiat rypiński,grand total,2005,1865.83
1186,413000,Powiat sępoleński,grand total,2005,1811.71
1187,414000,Powiat świecki,grand total,2005,2208.99
1188,415000,Powiat toruński,grand total,2005,1864.47
1189,416000,Powiat tucholski,grand total,2005,1855.47
1190,417000,Powiat wąbrzeski,grand total,2005,1980.24
1191,418000,Powiat włocławski,grand total,2005,1717.01
1192,419000,Powiat żniński,grand total,2005,1779.84
1193,461000,City with powiat status Bydgoszcz,grand total,2005,2343.98
1194,462000,City with powiat status Grudziądz,grand total,2005,1889.84
1195,463000,City with powiat status Toruń,grand total,2005,2384.02
1196,464000,City with powiat status Włocławek,grand total,2005,2279.95
1197,601000,Powiat bialski,grand total,2005,1822.43
1198,602000,Powiat biłgorajski,grand total,2005,1959.22
1199,603000,Powiat chełmski,grand total,2005,2017.81
1200,604000,Powiat hrubieszowski,grand total,2005,1930.63
1201,605000,Powiat janowski,grand total,2005,1911.9
1202,606000,Powiat krasnostawski,grand total,2005,1943.03
1203,607000,Powiat kraśnicki,grand total,2005,1930.26
1204,608000,Powiat lubartowski,grand total,2005,1907.49
1205,609000,Powiat lubelski,grand total,2005,1947.03
1206,610000,Powiat łęczyński,grand total,2005,3454.18
1207,611000,Powiat łukowski,grand total,2005,1809.66
1208,612000,Powiat opolski,grand total,2005,1939.72
1209,613000,Powiat parczewski,grand total,2005,1946.46
1210,614000,Powiat puławski,grand total,2005,2399.71
1211,615000,Powiat radzyński,grand total,2005,2029.21
1212,616000,Powiat rycki,grand total,2005,1940.7
1213,617000,Powiat świdnicki,grand total,2005,2022.02
1214,618000,Powiat tomaszowski,grand total,2005,1854.38
1215,619000,Powiat włodawski,grand total,2005,1887.37
1216,620000,Powiat zamojski,grand total,2005,1754.81
1217,661000,City with powiat status Biała Podlaska,grand total,2005,2111.78
1218,662000,City with powiat status Chełm,grand total,2005,1987.04
1219,663000,City with powiat status Lublin,grand total,2005,2419.23
1220,664000,City with powiat status Zamość,grand total,2005,2146.17
1221,801000,Powiat gorzowski,grand total,2005,2217.31
1222,802000,Powiat krośnieński,grand total,2005,2021.99
1223,803000,Powiat międzyrzecki,grand total,2005,2027.83
1224,804000,Powiat nowosolski,grand total,2005,1888.38
1225,805000,Powiat słubicki,grand total,2005,2067.48
1226,806000,Powiat strzelecko-drezdenecki,grand total,2005,2077.67
1227,807000,Powiat sulęciński,grand total,2005,1765.74
1228,808000,Powiat świebodziński,grand total,2005,1957.86
1229,809000,Powiat zielonogórski,grand total,2005,2171.4
1230,810000,Powiat żagański,grand total,2005,1872.44
1231,811000,Powiat żarski,grand total,2005,2186.9
1232,812000,Powiat wschowski,grand total,2005,1806.28
1233,861000,City with powiat status Gorzów Wielkopolski,grand total,2005,2212.65
1234,862000,City with powiat status Zielona Góra,grand total,2005,2468.95
1235,1001000,Powiat bełchatowski,grand total,2005,3133.78
1236,1002000,Powiat kutnowski,grand total,2005,2103.56
1237,1003000,Powiat łaski,grand total,2005,1780.05
1238,1004000,Powiat łęczycki,grand total,2005,2052.22
1239,1005000,Powiat łowicki,grand total,2005,1998.33
1240,1006000,Powiat łódzki wschodni,grand total,2005,1836.05
1241,1007000,Powiat opoczyński,grand total,2005,2095.33
1242,1008000,Powiat pabianicki,grand total,2005,1980.37
1243,1009000,Powiat pajęczański,grand total,2005,2006.22
1244,1010000,Powiat piotrkowski,grand total,2005,1680.07
1245,1011000,Powiat poddębicki,grand total,2005,1870.7
1246,1012000,Powiat radomszczański,grand total,2005,1734.71
1247,1013000,Powiat rawski,grand total,2005,1836.87
1248,1014000,Powiat sieradzki,grand total,2005,1932.3
1249,1015000,Powiat skierniewicki,grand total,2005,2007.4
1250,1016000,Powiat tomaszowski,grand total,2005,1915.0
1251,1017000,Powiat wieluński,grand total,2005,1777.06
1252,1018000,Powiat wieruszowski,grand total,2005,1753.18
1253,1019000,Powiat zduńskowolski,grand total,2005,1902.37
1254,1020000,Powiat zgierski,grand total,2005,1977.92
1255,1021000,Powiat brzeziński,grand total,2005,1666.97
1256,1061000,City with powiat status Łódź,grand total,2005,2401.67
1257,1062000,City with powiat status Piotrków Trybunalski,grand total,2005,1779.12
1258,1063000,City with powiat status Skierniewice,grand total,2005,2039.59
1259,1201000,Powiat bocheński,grand total,2005,2016.51
1260,1202000,Powiat brzeski,grand total,2005,1772.0
1261,1203000,Powiat chrzanowski,grand total,2005,2396.3
1262,1204000,Powiat dąbrowski,grand total,2005,1924.69
1263,1205000,Powiat gorlicki,grand total,2005,1987.92
1264,1206000,Powiat krakowski,grand total,2005,2276.79
1265,1207000,Powiat limanowski,grand total,2005,1896.84
1266,1208000,Powiat miechowski,grand total,2005,1968.69
1267,1209000,Powiat myślenicki,grand total,2005,2147.03
1268,1210000,Powiat nowosądecki,grand total,2005,1973.12
1269,1211000,Powiat nowotarski,grand total,2005,1884.28
1270,1212000,Powiat olkuski,grand total,2005,2402.38
1271,1213000,Powiat oświęcimski,grand total,2005,2147.74
1272,1214000,Powiat proszowicki,grand total,2005,2010.69
1273,1215000,Powiat suski,grand total,2005,1978.23
1274,1216000,Powiat tarnowski,grand total,2005,1801.4
1275,1217000,Powiat tatrzański,grand total,2005,2012.72
1276,1218000,Powiat wadowicki,grand total,2005,1876.01
1277,1219000,Powiat wielicki,grand total,2005,2158.94
1278,1261000,City with powiat status Kraków,grand total,2005,2579.09
1279,1262000,City with powiat status Nowy Sącz,grand total,2005,2112.57
1280,1263000,City with powiat status Tarnów,grand total,2005,2071.29
1281,1401000,Powiat białobrzeski,grand total,2005,2065.8
1282,1402000,Powiat ciechanowski,grand total,2005,2206.68
1283,1403000,Powiat garwoliński,grand total,2005,2110.43
1284,1404000,Powiat gostyniński,grand total,2005,1848.71
1285,1405000,Powiat grodziski,grand total,2005,2673.09
1286,1406000,Powiat grójecki,grand total,2005,2349.83
1287,1407000,Powiat kozienicki,grand total,2005,2722.64
1288,1408000,Powiat legionowski,grand total,2005,2499.14
1289,1409000,Powiat lipski,grand total,2005,1925.82
1290,1410000,Powiat łosicki,grand total,2005,2008.38
1291,1411000,Powiat makowski,grand total,2005,1855.61
1292,1412000,Powiat miński,grand total,2005,2116.68
1293,1413000,Powiat mławski,grand total,2005,1929.75
1294,1414000,Powiat nowodworski,grand total,2005,2749.8
1295,1415000,Powiat ostrołęcki,grand total,2005,2127.33
1296,1416000,Powiat ostrowski,grand total,2005,2009.11
1297,1417000,Powiat otwocki,grand total,2005,2207.13
1298,1418000,Powiat piaseczyński,grand total,2005,2749.0
1299,1419000,Powiat płocki,grand total,2005,2046.38
1300,1420000,Powiat płoński,grand total,2005,2130.09
1301,1421000,Powiat pruszkowski,grand total,2005,3062.96
1302,1422000,Powiat przasnyski,grand total,2005,2051.37
1303,1423000,Powiat przysuski,grand total,2005,1962.75
1304,1424000,Powiat pułtuski,grand total,2005,1995.95
1305,1425000,Powiat radomski,grand total,2005,1764.95
1306,1426000,Powiat siedlecki,grand total,2005,1909.65
1307,1427000,Powiat sierpecki,grand total,2005,2022.79
1308,1428000,Powiat sochaczewski,grand total,2005,2616.1
1309,1429000,Powiat sokołowski,grand total,2005,2030.77
1310,1430000,Powiat szydłowiecki,grand total,2005,1861.94
1311,1432000,Powiat warszawski zachodni,grand total,2005,2735.74
1312,1433000,Powiat węgrowski,grand total,2005,1978.28
1313,1434000,Powiat wołomiński,grand total,2005,2257.16
1314,1435000,Powiat wyszkowski,grand total,2005,2009.14
1315,1436000,Powiat zwoleński,grand total,2005,2007.27
1316,1437000,Powiat żuromiński,grand total,2005,1805.9
1317,1438000,Powiat żyrardowski,grand total,2005,2427.82
1318,1461000,City with powiat status Ostrołęka,grand total,2005,2485.73
1319,1462000,City with powiat status Płock,grand total,2005,3014.76
1320,1463000,City with powiat status Radom,grand total,2005,2269.3
1321,1464000,City with powiat status Siedlce,grand total,2005,2310.82
1322,1465000,City with powiat status Capital City Warszawa,grand total,2005,3613.44
1323,1601000,Powiat brzeski,grand total,2005,2020.56
1324,1602000,Powiat głubczycki,grand total,2005,1991.34
1325,1603000,Powiat kędzierzyńsko-kozielski,grand total,2005,2387.96
1326,1604000,Powiat kluczborski,grand total,2005,2022.05
1327,1605000,Powiat krapkowicki,grand total,2005,2790.61
1328,1606000,Powiat namysłowski,grand total,2005,2190.63
1329,1607000,Powiat nyski,grand total,2005,1938.81
1330,1608000,Powiat oleski,grand total,2005,2035.72
1331,1609000,Powiat opolski,grand total,2005,2191.24
1332,1610000,Powiat prudnicki,grand total,2005,1909.73
1333,1611000,Powiat strzelecki,grand total,2005,2104.69
1334,1661000,City with powiat status Opole,grand total,2005,2471.69
1335,1801000,Powiat bieszczadzki,grand total,2005,1935.38
1336,1802000,Powiat brzozowski,grand total,2005,1884.41
1337,1803000,Powiat dębicki,grand total,2005,2104.23
1338,1804000,Powiat jarosławski,grand total,2005,2019.56
1339,1805000,Powiat jasielski,grand total,2005,2015.94
1340,1806000,Powiat kolbuszowski,grand total,2005,1900.33
1341,1807000,Powiat krośnieński,grand total,2005,1853.29
1342,1808000,Powiat leżajski,grand total,2005,2060.05
1343,1809000,Powiat lubaczowski,grand total,2005,1865.88
1344,1810000,Powiat łańcucki,grand total,2005,1852.1
1345,1811000,Powiat mielecki,grand total,2005,2089.18
1346,1812000,Powiat niżański,grand total,2005,1789.27
1347,1813000,Powiat przemyski,grand total,2005,1915.04
1348,1814000,Powiat przeworski,grand total,2005,1998.32
1349,1815000,Powiat ropczycko-sędziszowski,grand total,2005,2002.16
1350,1816000,Powiat rzeszowski,grand total,2005,1908.72
1351,1817000,Powiat sanocki,grand total,2005,1982.89
1352,1818000,Powiat stalowowolski,grand total,2005,2101.73
1353,1819000,Powiat strzyżowski,grand total,2005,1800.26
