,code,powiat,year,sex,age,count
1036,2470000,City with powiat status Mysłowice,2021,total,25-34,7695
1037,2471000,City with powiat status Piekary Śląskie,2021,total,25-34,5217
1038,2472000,City with powiat status Ruda Śląska,2021,total,25-34,13980
1039,2473000,City with powiat status Rybnik,2021,total,25-34,13494
1040,2474000,City with powiat status Siemianowice Śląskie,2021,total,25-34,6403
1041,2475000,City with powiat status Sosnowiec,2021,total,25-34,17684
1042,2476000,City with powiat status Świętochłowice,2021,total,25-34,4556
1043,2477000,City with powiat status Tychy,2021,total,25-34,12559
1044,2478000,City with powiat status Zabrze,2021,total,25-34,15613
1045,2479000,City with powiat status Żory,2021,total,25-34,5748
1046,2601000,Powiat buski,2021,total,25-34,6326
1047,2602000,Powiat jędrzejowski,2021,total,25-34,7829
1048,2603000,Powiat kazimierski,2021,total,25-34,3136
1049,2604000,Powiat kielecki,2021,total,25-34,21943
1050,2605000,Powiat konecki,2021,total,25-34,6384
1051,2606000,Powiat opatowski,2021,total,25-34,4475
1052,2607000,Powiat ostrowiecki,2021,total,25-34,7736
1053,2608000,Powiat pińczowski,2021,total,25-34,3561
1054,2609000,Powiat sandomierski,2021,total,25-34,6689
1055,2610000,Powiat skarżyski,2021,total,25-34,5496
1056,2611000,Powiat starachowicki,2021,total,25-34,7523
1057,2612000,Powiat staszowski,2021,total,25-34,6823
1058,2613000,Powiat włoszczowski,2021,total,25-34,4344
1059,2661000,City with powiat status Kielce,2021,total,25-34,18191
1060,2801000,Powiat bartoszycki,2021,total,25-34,4265
1061,2802000,Powiat braniewski,2021,total,25-34,3242
1062,2803000,Powiat działdowski,2021,total,25-34,5800
1063,2804000,Powiat elbląski,2021,total,25-34,4608
1064,2805000,Powiat ełcki,2021,total,25-34,8209
1065,2806000,Powiat giżycki,2021,total,25-34,4912
1066,2807000,Powiat iławski,2021,total,25-34,8866
1067,2808000,Powiat kętrzyński,2021,total,25-34,4354
1068,2809000,Powiat lidzbarski,2021,total,25-34,3293
1069,2810000,Powiat mrągowski,2021,total,25-34,4294
1070,2811000,Powiat nidzicki,2021,total,25-34,2739
1071,2812000,Powiat nowomiejski,2021,total,25-34,4123
1072,2813000,Powiat olecki,2021,total,25-34,2997
1073,2814000,Powiat olsztyński,2021,total,25-34,12189
1074,2815000,Powiat ostródzki,2021,total,25-34,9015
1075,2816000,Powiat piski,2021,total,25-34,4592
1076,2817000,Powiat szczycieński,2021,total,25-34,6031
1077,2818000,Powiat gołdapski,2021,total,25-34,2318
1078,2819000,Powiat węgorzewski,2021,total,25-34,1785
1079,2861000,City with powiat status Elbląg,2021,total,25-34,10076
1080,2862000,City with powiat status Olsztyn,2021,total,25-34,18832
1081,3001000,Powiat chodzieski,2021,total,25-34,4390
1082,3002000,Powiat czarnkowsko-trzcianecki,2021,total,25-34,8314
1083,3003000,Powiat gnieźnieński,2021,total,25-34,14122
1084,3004000,Powiat gostyński,2021,total,25-34,8622
1085,3005000,Powiat grodziski,2021,total,25-34,6324
1086,3006000,Powiat jarociński,2021,total,25-34,7641
1087,3007000,Powiat kaliski,2021,total,25-34,9295
1088,3008000,Powiat kępiński,2021,total,25-34,6669
1089,3009000,Powiat kolski,2021,total,25-34,7918
1090,3010000,Powiat koniński,2021,total,25-34,13172
1091,3011000,Powiat kościański,2021,total,25-34,8876
1092,3012000,Powiat krotoszyński,2021,total,25-34,8441
1093,3013000,Powiat leszczyński,2021,total,25-34,6918
1094,3014000,Powiat międzychodzki,2021,total,25-34,3726
1095,3015000,Powiat nowotomyski,2021,total,25-34,8654
1096,3016000,Powiat obornicki,2021,total,25-34,6227
1097,3017000,Powiat ostrowski,2021,total,25-34,17391
1098,3018000,Powiat ostrzeszowski,2021,total,25-34,6225
1099,3019000,Powiat pilski,2021,total,25-34,12592
1100,3020000,Powiat pleszewski,2021,total,25-34,6300
1101,3021000,Powiat poznański,2021,total,25-34,49404
1102,3022000,Powiat rawicki,2021,total,25-34,6532
1103,3023000,Powiat słupecki,2021,total,25-34,6018
1104,3024000,Powiat szamotulski,2021,total,25-34,10018
1105,3025000,Powiat średzki,2021,total,25-34,6898
1106,3026000,Powiat śremski,2021,total,25-34,7043
1107,3027000,Powiat turecki,2021,total,25-34,8663
1108,3028000,Powiat wągrowiecki,2021,total,25-34,7507
1109,3029000,Powiat wolsztyński,2021,total,25-34,6583
1110,3030000,Powiat wrzesiński,2021,total,25-34,8890
1111,3031000,Powiat złotowski,2021,total,25-34,6599
1112,3061000,City with powiat status Kalisz,2021,total,25-34,8313
1113,3062000,City with powiat status Konin,2021,total,25-34,5986
1114,3063000,City with powiat status Leszno,2021,total,25-34,5936
1115,3064000,City with powiat status Poznań,2021,total,25-34,81144
1116,3201000,Powiat białogardzki,2021,total,25-34,3812
1117,3202000,Powiat choszczeński,2021,total,25-34,3888
1118,3203000,Powiat drawski,2021,total,25-34,4512
1119,3204000,Powiat goleniowski,2021,total,25-34,7526
1120,3205000,Powiat gryficki,2021,total,25-34,4820
1121,3206000,Powiat gryfiński,2021,total,25-34,6930
1122,3207000,Powiat kamieński,2021,total,25-34,3754
1123,3208000,Powiat kołobrzeski,2021,total,25-34,6516
1124,3209000,Powiat koszaliński,2021,total,25-34,5912
1125,3210000,Powiat myśliborski,2021,total,25-34,5331
1126,3211000,Powiat policki,2021,total,25-34,7585
1127,3212000,Powiat pyrzycki,2021,total,25-34,3403
1128,3213000,Powiat sławieński,2021,total,25-34,4874
1129,3214000,Powiat stargardzki,2021,total,25-34,11574
1130,3215000,Powiat szczecinecki,2021,total,25-34,6177
1131,3216000,Powiat świdwiński,2021,total,25-34,3595
1132,3217000,Powiat wałecki,2021,total,25-34,4437
1133,3218000,Powiat łobeski,2021,total,25-34,2773
1134,3261000,City with powiat status Koszalin,2021,total,25-34,10088
1135,3262000,City with powiat status Szczecin,2021,total,25-34,43132
1136,3263000,City with powiat status Świnoujście,2021,total,25-34,3429
1137,201000,Powiat bolesławiecki,2021,total,35-44,10510
1138,202000,Powiat dzierżoniowski,2021,total,35-44,11025
1139,203000,Powiat głogowski,2021,total,35-44,11170
1140,204000,Powiat górowski,2021,total,35-44,3567
1141,205000,Powiat jaworski,2021,total,35-44,5719
1142,206000,Powiat karkonoski,2021,total,35-44,7246
1143,207000,Powiat kamiennogórski,2021,total,35-44,4699
1144,208000,Powiat kłodzki,2021,total,35-44,16800
1145,209000,Powiat legnicki,2021,total,35-44,6972
1146,210000,Powiat lubański,2021,total,35-44,6067
1147,211000,Powiat lubiński,2021,total,35-44,13188
1148,212000,Powiat lwówecki,2021,total,35-44,4834
1149,213000,Powiat milicki,2021,total,35-44,4431
1150,214000,Powiat oleśnicki,2021,total,35-44,14278
1151,215000,Powiat oławski,2021,total,35-44,10689
1152,216000,Powiat polkowicki,2021,total,35-44,7522
1153,217000,Powiat strzeliński,2021,total,35-44,5205
1154,218000,Powiat średzki,2021,total,35-44,8407
1155,219000,Powiat świdnicki,2021,total,35-44,18719
1156,220000,Powiat trzebnicki,2021,total,35-44,11752
1157,221000,Powiat wałbrzyski,2021,total,35-44,6069
1158,223000,Powiat wrocławski,2021,total,35-44,30843
1159,224000,Powiat ząbkowicki,2021,total,35-44,6935
1160,225000,Powiat zgorzelecki,2021,total,35-44,10052
1161,226000,Powiat złotoryjski,2021,total,35-44,4823
1162,261000,City with powiat status Jelenia Góra,2021,total,35-44,8981
1163,262000,City with powiat status Legnica,2021,total,35-44,11146
1164,264000,City with powiat status Wrocław,2021,total,35-44,96892
1165,265000,City with powiat status Wałbrzych since 2013,2021,total,35-44,11566
1166,401000,Powiat aleksandrowski,2021,total,35-44,6130
1167,402000,Powiat brodnicki,2021,total,35-44,9565
1168,403000,Powiat bydgoski,2021,total,35-44,17203
1169,404000,Powiat chełmiński,2021,total,35-44,5757
1170,405000,Powiat golubsko-dobrzyński,2021,total,35-44,5057
1171,406000,Powiat grudziądzki,2021,total,35-44,4639
1172,407000,Powiat inowrocławski,2021,total,35-44,17844
1173,408000,Powiat lipnowski,2021,total,35-44,6846
1174,409000,Powiat mogileński,2021,total,35-44,5208
1175,410000,Powiat nakielski,2021,total,35-44,9824
1176,411000,Powiat radziejowski,2021,total,35-44,4302
1177,412000,Powiat rypiński,2021,total,35-44,4836
1178,413000,Powiat sępoleński,2021,total,35-44,4400
1179,414000,Powiat świecki,2021,total,35-44,11258
1180,415000,Powiat toruński,2021,total,35-44,15197
1181,416000,Powiat tucholski,2021,total,35-44,5382
1182,417000,Powiat wąbrzeski,2021,total,35-44,3615
1183,418000,Powiat włocławski,2021,total,35-44,9383
1184,419000,Powiat żniński,2021,total,35-44,8089
1185,461000,City with powiat status Bydgoszcz,2021,total,35-44,41684
1186,462000,City with powiat status Grudziądz,2021,total,35-44,9827
1187,463000,City with powiat status Toruń,2021,total,35-44,24902
1188,464000,City with powiat status Włocławek,2021,total,35-44,11510
1189,601000,Powiat bialski,2021,total,35-44,12197
1190,602000,Powiat biłgorajski,2021,total,35-44,11899
1191,603000,Powiat chełmski,2021,total,35-44,8702
1192,604000,Powiat hrubieszowski,2021,total,35-44,6324
1193,605000,Powiat janowski,2021,total,35-44,4915
1194,606000,Powiat krasnostawski,2021,total,35-44,6916
1195,607000,Powiat kraśnicki,2021,total,35-44,10480
1196,608000,Powiat lubartowski,2021,total,35-44,10492
1197,609000,Powiat lubelski,2021,total,35-44,22243
1198,610000,Powiat łęczyński,2021,total,35-44,7379
1199,611000,Powiat łukowski,2021,total,35-44,12285
1200,612000,Powiat opolski,2021,total,35-44,6729
1201,613000,Powiat parczewski,2021,total,35-44,3789
1202,614000,Powiat puławski,2021,total,35-44,12647
1203,615000,Powiat radzyński,2021,total,35-44,6706
1204,616000,Powiat rycki,2021,total,35-44,6230
1205,617000,Powiat świdnicki,2021,total,35-44,8978
1206,618000,Powiat tomaszowski,2021,total,35-44,8992
1207,619000,Powiat włodawski,2021,total,35-44,3883
1208,620000,Powiat zamojski,2021,total,35-44,11758
1209,661000,City with powiat status Biała Podlaska,2021,total,35-44,6629
1210,662000,City with powiat status Chełm,2021,total,35-44,6527
1211,663000,City with powiat status Lublin,2021,total,35-44,42311
1212,664000,City with powiat status Zamość,2021,total,35-44,6901
1213,801000,Powiat gorzowski,2021,total,35-44,9365
1214,802000,Powiat krośnieński,2021,total,35-44,6461
1215,803000,Powiat międzyrzecki,2021,total,35-44,6643
1216,804000,Powiat nowosolski,2021,total,35-44,9924
1217,805000,Powiat słubicki,2021,total,35-44,5662
1218,806000,Powiat strzelecko-drezdenecki,2021,total,35-44,5561
1219,807000,Powiat sulęciński,2021,total,35-44,4107
1220,808000,Powiat świebodziński,2021,total,35-44,6733
1221,809000,Powiat zielonogórski,2021,total,35-44,9636
1222,810000,Powiat żagański,2021,total,35-44,8805
1223,811000,Powiat żarski,2021,total,35-44,10837
1224,812000,Powiat wschowski,2021,total,35-44,4445
1225,861000,City with powiat status Gorzów Wielkopolski,2021,total,35-44,15170
1226,862000,City with powiat status Zielona Góra,2021,total,35-44,19581
1227,1001000,Powiat bełchatowski,2021,total,35-44,15146
1228,1002000,Powiat kutnowski,2021,total,35-44,10994
1229,1003000,Powiat łaski,2021,total,35-44,6360
1230,1004000,Powiat łęczycki,2021,total,35-44,5892
1231,1005000,Powiat łowicki,2021,total,35-44,9752
1232,1006000,Powiat łódzki wschodni,2021,total,35-44,10230
1233,1007000,Powiat opoczyński,2021,total,35-44,8878
1234,1008000,Powiat pabianicki,2021,total,35-44,16138
1235,1009000,Powiat pajęczański,2021,total,35-44,5988
1236,1010000,Powiat piotrkowski,2021,total,35-44,11838
1237,1011000,Powiat poddębicki,2021,total,35-44,4909
1238,1012000,Powiat radomszczański,2021,total,35-44,12758
1239,1013000,Powiat rawski,2021,total,35-44,6045
1240,1014000,Powiat sieradzki,2021,total,35-44,13973
1241,1015000,Powiat skierniewicki,2021,total,35-44,5059
1242,1016000,Powiat tomaszowski,2021,total,35-44,13870
1243,1017000,Powiat wieluński,2021,total,35-44,9300
1244,1018000,Powiat wieruszowski,2021,total,35-44,5595
1245,1019000,Powiat zduńskowolski,2021,total,35-44,8007
1246,1020000,Powiat zgierski,2021,total,35-44,22457
1247,1021000,Powiat brzeziński,2021,total,35-44,4036
1248,1061000,City with powiat status Łódź,2021,total,35-44,85605
1249,1062000,City with powiat status Piotrków Trybunalski,2021,total,35-44,8569
1250,1063000,City with powiat status Skierniewice,2021,total,35-44,6166
1251,1201000,Powiat bocheński,2021,total,35-44,13813
1252,1202000,Powiat brzeski,2021,total,35-44,11112
1253,1203000,Powiat chrzanowski,2021,total,35-44,15454
1254,1204000,Powiat dąbrowski,2021,total,35-44,6335
1255,1205000,Powiat gorlicki,2021,total,35-44,12253
1256,1206000,Powiat krakowski,2021,total,35-44,43763
1257,1207000,Powiat limanowski,2021,total,35-44,15241
1258,1208000,Powiat miechowski,2021,total,35-44,6146
1259,1209000,Powiat myślenicki,2021,total,35-44,17171
1260,1210000,Powiat nowosądecki,2021,total,35-44,24416
1261,1211000,Powiat nowotarski,2021,total,35-44,20761
1262,1212000,Powiat olkuski,2021,total,35-44,14070
1263,1213000,Powiat oświęcimski,2021,total,35-44,18958
1264,1214000,Powiat proszowicki,2021,total,35-44,5611
1265,1215000,Powiat suski,2021,total,35-44,10231
1266,1216000,Powiat tarnowski,2021,total,35-44,23521
1267,1217000,Powiat tatrzański,2021,total,35-44,7181
1268,1218000,Powiat wadowicki,2021,total,35-44,20294
1269,1219000,Powiat wielicki,2021,total,35-44,21364
1270,1261000,City with powiat status Kraków,2021,total,35-44,113045
1271,1262000,City with powiat status Nowy Sącz,2021,total,35-44,9718
1272,1263000,City with powiat status Tarnów,2021,total,35-44,11998
1273,1401000,Powiat białobrzeski,2021,total,35-44,4173
1274,1402000,Powiat ciechanowski,2021,total,35-44,10441
1275,1403000,Powiat garwoliński,2021,total,35-44,13539
1276,1404000,Powiat gostyniński,2021,total,35-44,5014
1277,1405000,Powiat grodziski,2021,total,35-44,15242
1278,1406000,Powiat grójecki,2021,total,35-44,13530
1279,1407000,Powiat kozienicki,2021,total,35-44,6840
1280,1408000,Powiat legionowski,2021,total,35-44,20401
1281,1409000,Powiat lipski,2021,total,35-44,3620
1282,1410000,Powiat łosicki,2021,total,35-44,3395
1283,1411000,Powiat makowski,2021,total,35-44,4678
1284,1412000,Powiat miński,2021,total,35-44,22619
1285,1413000,Powiat mławski,2021,total,35-44,8315
1286,1414000,Powiat nowodworski,2021,total,35-44,11066
1287,1415000,Powiat ostrołęcki,2021,total,35-44,10369
1288,1416000,Powiat ostrowski,2021,total,35-44,8158
1289,1417000,Powiat otwocki,2021,total,35-44,17296
1290,1418000,Powiat piaseczyński,2021,total,35-44,33294
1291,1419000,Powiat płocki,2021,total,35-44,13617
1292,1420000,Powiat płoński,2021,total,35-44,10775
1293,1421000,Powiat pruszkowski,2021,total,35-44,27625
1294,1422000,Powiat przasnyski,2021,total,35-44,5692
1295,1423000,Powiat przysuski,2021,total,35-44,4276
1296,1424000,Powiat pułtuski,2021,total,35-44,6237
1297,1425000,Powiat radomski,2021,total,35-44,18284
1298,1426000,Powiat siedlecki,2021,total,35-44,10224
1299,1427000,Powiat sierpecki,2021,total,35-44,5509
1300,1428000,Powiat sochaczewski,2021,total,35-44,11172
1301,1429000,Powiat sokołowski,2021,total,35-44,6083
1302,1430000,Powiat szydłowiecki,2021,total,35-44,4169
1303,1432000,Powiat warszawski zachodni,2021,total,35-44,19937
1304,1433000,Powiat węgrowski,2021,total,35-44,7469
1305,1434000,Powiat wołomiński,2021,total,35-44,41741
1306,1435000,Powiat wyszkowski,2021,total,35-44,9309
1307,1436000,Powiat zwoleński,2021,total,35-44,4169
1308,1437000,Powiat żuromiński,2021,total,35-44,3997
1309,1438000,Powiat żyrardowski,2021,total,35-44,9993
1310,1461000,City with powiat status Ostrołęka,2021,total,35-44,5790
1311,1462000,City with powiat status Płock,2021,total,35-44,14469
1312,1463000,City with powiat status Radom,2021,total,35-44,23236
1313,1464000,City with powiat status Siedlce,2021,total,35-44,10407
1314,1465000,City with powiat status Capital City Warszawa,2021,total,35-44,294838
1315,1601000,Powiat brzeski,2021,total,35-44,10385
1316,1602000,Powiat głubczycki,2021,total,35-44,4580
1317,1603000,Powiat kędzierzyńsko-kozielski,2021,total,35-44,9538
1318,1604000,Powiat kluczborski,2021,total,35-44,6978
1319,1605000,Powiat krapkowicki,2021,total,35-44,6739
1320,1606000,Powiat namysłowski,2021,total,35-44,5177
1321,1607000,Powiat nyski,2021,total,35-44,14574
1322,1608000,Powiat oleski,2021,total,35-44,6916
1323,1609000,Powiat opolski,2021,total,35-44,14518
1324,1610000,Powiat prudnicki,2021,total,35-44,5731
1325,1611000,Powiat strzelecki,2021,total,35-44,7932
1326,1661000,City with powiat status Opole,2021,total,35-44,16928
1327,1801000,Powiat bieszczadzki,2021,total,35-44,2261
1328,1802000,Powiat brzozowski,2021,total,35-44,6811
1329,1803000,Powiat dębicki,2021,total,35-44,15762
1330,1804000,Powiat jarosławski,2021,total,35-44,13511
1331,1805000,Powiat jasielski,2021,total,35-44,11846
1332,1806000,Powiat kolbuszowski,2021,total,35-44,6755
1333,1807000,Powiat krośnieński,2021,total,35-44,13002
1334,1808000,Powiat leżajski,2021,total,35-44,7196
1335,1809000,Powiat lubaczowski,2021,total,35-44,5995
1336,1810000,Powiat łańcucki,2021,total,35-44,10068
1337,1811000,Powiat mielecki,2021,total,35-44,16770
1338,1812000,Powiat niżański,2021,total,35-44,6573
1339,1813000,Powiat przemyski,2021,total,35-44,8063
1340,1814000,Powiat przeworski,2021,total,35-44,9003
1341,1815000,Powiat ropczycko-sędziszowski,2021,total,35-44,8808
1342,1816000,Powiat rzeszowski,2021,total,35-44,22607
1343,1817000,Powiat sanocki,2021,total,35-44,10578
1344,1818000,Powiat stalowowolski,2021,total,35-44,11526
1345,1819000,Powiat strzyżowski,2021,total,35-44,6944
1346,1820000,Powiat tarnobrzeski,2021,total,35-44,5872
1347,1821000,Powiat leski,2021,total,35-44,2879
1348,1861000,City with powiat status Krosno,2021,total,35-44,5455
1349,1862000,City with powiat status Przemyśl,2021,total,35-44,6268
1350,1863000,City with powiat status Rzeszów,2021,total,35-44,26825
1351,1864000,City with powiat status Tarnobrzeg,2021,total,35-44,5062
1352,2001000,Powiat augustowski,2021,total,35-44,5943
1353,2002000,Powiat białostocki,2021,total,35-44,19496
1354,2003000,Powiat bielski,2021,total,35-44,5793
1355,2004000,Powiat grajewski,2021,total,35-44,4581
1356,2005000,Powiat hajnowski,2021,total,35-44,4269
1357,2006000,Powiat kolneński,2021,total,35-44,3725
1358,2007000,Powiat łomżyński,2021,total,35-44,5612
1359,2008000,Powiat moniecki,2021,total,35-44,3832
1360,2009000,Powiat sejneński,2021,total,35-44,2108
1361,2010000,Powiat siemiatycki,2021,total,35-44,4418
1362,2011000,Powiat sokólski,2021,total,35-44,6634
1363,2012000,Powiat suwalski,2021,total,35-44,3908
1364,2013000,Powiat wysokomazowiecki,2021,total,35-44,6159
1365,2014000,Powiat zambrowski,2021,total,35-44,4681
1366,2061000,City with powiat status Białystok,2021,total,35-44,37261
1367,2062000,City with powiat status Łomża,2021,total,35-44,6862
1368,2063000,City with powiat status Suwałki,2021,total,35-44,7956
1369,2201000,Powiat bytowski,2021,total,35-44,8581
1370,2202000,Powiat chojnicki,2021,total,35-44,10947
1371,2203000,Powiat człuchowski,2021,total,35-44,6005
1372,2204000,Powiat gdański,2021,total,35-44,19064
1373,2205000,Powiat kartuski,2021,total,35-44,18817
1374,2206000,Powiat kościerski,2021,total,35-44,8361
1375,2207000,Powiat kwidzyński,2021,total,35-44,9599
1376,2208000,Powiat lęborski,2021,total,35-44,6861
1377,2209000,Powiat malborski,2021,total,35-44,7103
1378,2210000,Powiat nowodworski,2021,total,35-44,3686
1379,2211000,Powiat pucki,2021,total,35-44,11144
1380,2212000,Powiat słupski,2021,total,35-44,11877
1381,2213000,Powiat starogardzki,2021,total,35-44,14243
1382,2214000,Powiat tczewski,2021,total,35-44,13316
1383,2215000,Powiat wejherowski,2021,total,35-44,28496
1384,2216000,Powiat sztumski,2021,total,35-44,4177
1385,2261000,City with powiat status Gdańsk,2021,total,35-44,64148
1386,2262000,City with powiat status Gdynia,2021,total,35-44,31268
1387,2263000,City with powiat status Słupsk,2021,total,35-44,10196
1388,2264000,City with powiat status Sopot,2021,total,35-44,3577
1389,2401000,Powiat będziński,2021,total,35-44,20419
1390,2402000,Powiat bielski,2021,total,35-44,22624
1391,2403000,Powiat cieszyński,2021,total,35-44,22283
1392,2404000,Powiat częstochowski,2021,total,35-44,16922
1393,2405000,Powiat gliwicki,2021,total,35-44,14760
1394,2406000,Powiat kłobucki,2021,total,35-44,10417
1395,2407000,Powiat lubliniecki,2021,total,35-44,8968
1396,2408000,Powiat mikołowski,2021,total,35-44,14000
1397,2409000,Powiat myszkowski,2021,total,35-44,8638
1398,2410000,Powiat pszczyński,2021,total,35-44,14975
1399,2411000,Powiat raciborski,2021,total,35-44,11456
1400,2412000,Powiat rybnicki,2021,total,35-44,9797
1401,2413000,Powiat tarnogórski,2021,total,35-44,17863
1402,2414000,Powiat bieruńsko-lędziński,2021,total,35-44,8164
1403,2415000,Powiat wodzisławski,2021,total,35-44,18476
1404,2416000,Powiat zawierciański,2021,total,35-44,14246
1405,2417000,Powiat żywiecki,2021,total,35-44,18166
1406,2461000,City with powiat status Bielsko-Biała,2021,total,35-44,22407
1407,2462000,City with powiat status Bytom,2021,total,35-44,17548
1408,2463000,City with powiat status Chorzów,2021,total,35-44,12717
1409,2464000,City with powiat status Częstochowa,2021,total,35-44,25846
1410,2465000,City with powiat status Dąbrowa Górnicza,2021,total,35-44,16774
1411,2466000,City with powiat status Gliwice,2021,total,35-44,22760
1412,2467000,City with powiat status Jastrzębie-Zdrój,2021,total,35-44,9219
1413,2468000,City with powiat status Jaworzno,2021,total,35-44,11474
1414,2469000,City with powiat status Katowice,2021,total,35-44,35919
1415,2470000,City with powiat status Mysłowice,2021,total,35-44,9652
1416,2471000,City with powiat status Piekary Śląskie,2021,total,35-44,6556
1417,2472000,City with powiat status Ruda Śląska,2021,total,35-44,17057
1418,2473000,City with powiat status Rybnik,2021,total,35-44,16838
1419,2474000,City with powiat status Siemianowice Śląskie,2021,total,35-44,8202
1420,2475000,City with powiat status Sosnowiec,2021,total,35-44,25036
1421,2476000,City with powiat status Świętochłowice,2021,total,35-44,5651
1422,2477000,City with powiat status Tychy,2021,total,35-44,18168
1423,2478000,City with powiat status Zabrze,2021,total,35-44,17627
1424,2479000,City with powiat status Żory,2021,total,35-44,8943
1425,2601000,Powiat buski,2021,total,35-44,8550
1426,2602000,Powiat jędrzejowski,2021,total,35-44,10485
1427,2603000,Powiat kazimierski,2021,total,35-44,3804
1428,2604000,Powiat kielecki,2021,total,35-44,27304
1429,2605000,Powiat konecki,2021,total,35-44,8244
1430,2606000,Powiat opatowski,2021,total,35-44,5613
1431,2607000,Powiat ostrowiecki,2021,total,35-44,11323
1432,2608000,Powiat pińczowski,2021,total,35-44,4319
1433,2609000,Powiat sandomierski,2021,total,35-44,8677
1434,2610000,Powiat skarżyski,2021,total,35-44,7531
1435,2611000,Powiat starachowicki,2021,total,35-44,9703
1436,2612000,Powiat staszowski,2021,total,35-44,8321
1437,2613000,Powiat włoszczowski,2021,total,35-44,5304
1438,2661000,City with powiat status Kielce,2021,total,35-44,23654
1439,2801000,Powiat bartoszycki,2021,total,35-44,5539
1440,2802000,Powiat braniewski,2021,total,35-44,3996
1441,2803000,Powiat działdowski,2021,total,35-44,7163
1442,2804000,Powiat elbląski,2021,total,35-44,6258
1443,2805000,Powiat ełcki,2021,total,35-44,10107
1444,2806000,Powiat giżycki,2021,total,35-44,6052
1445,2807000,Powiat iławski,2021,total,35-44,10982
1446,2808000,Powiat kętrzyński,2021,total,35-44,6039
1447,2809000,Powiat lidzbarski,2021,total,35-44,4200
1448,2810000,Powiat mrągowski,2021,total,35-44,5472
1449,2811000,Powiat nidzicki,2021,total,35-44,3479
1450,2812000,Powiat nowomiejski,2021,total,35-44,4915
1451,2813000,Powiat olecki,2021,total,35-44,3671
1452,2814000,Powiat olsztyński,2021,total,35-44,16586
1453,2815000,Powiat ostródzki,2021,total,35-44,11378
1454,2816000,Powiat piski,2021,total,35-44,5215
1455,2817000,Powiat szczycieński,2021,total,35-44,7506
1456,2818000,Powiat gołdapski,2021,total,35-44,2708
1457,2819000,Powiat węgorzewski,2021,total,35-44,2331
1458,2861000,City with powiat status Elbląg,2021,total,35-44,13056
1459,2862000,City with powiat status Olsztyn,2021,total,35-44,23049
1460,3001000,Powiat chodzieski,2021,total,35-44,6034
1461,3002000,Powiat czarnkowsko-trzcianecki,2021,total,35-44,10339
1462,3003000,Powiat gnieźnieński,2021,total,35-44,18419
1463,3004000,Powiat gostyński,2021,total,35-44,9571
1464,3005000,Powiat grodziski,2021,total,35-44,6766
1465,3006000,Powiat jarociński,2021,total,35-44,8753
1466,3007000,Powiat kaliski,2021,total,35-44,10907
1467,3008000,Powiat kępiński,2021,total,35-44,7619
1468,3009000,Powiat kolski,2021,total,35-44,9727
1469,3010000,Powiat koniński,2021,total,35-44,16007
1470,3011000,Powiat kościański,2021,total,35-44,10319
1471,3012000,Powiat krotoszyński,2021,total,35-44,9787
1472,3013000,Powiat leszczyński,2021,total,35-44,8478
1473,3014000,Powiat międzychodzki,2021,total,35-44,4392
1474,3015000,Powiat nowotomyski,2021,total,35-44,10484
1475,3016000,Powiat obornicki,2021,total,35-44,8049
1476,3017000,Powiat ostrowski,2021,total,35-44,20317
1477,3018000,Powiat ostrzeszowski,2021,total,35-44,6973
1478,3019000,Powiat pilski,2021,total,35-44,16697
1479,3020000,Powiat pleszewski,2021,total,35-44,7878
1480,3021000,Powiat poznański,2021,total,35-44,72717
1481,3022000,Powiat rawicki,2021,total,35-44,7961
1482,3023000,Powiat słupecki,2021,total,35-44,7248
1483,3024000,Powiat szamotulski,2021,total,35-44,13145
1484,3025000,Powiat średzki,2021,total,35-44,8191
1485,3026000,Powiat śremski,2021,total,35-44,8198
1486,3027000,Powiat turecki,2021,total,35-44,10301
1487,3028000,Powiat wągrowiecki,2021,total,35-44,8656
1488,3029000,Powiat wolsztyński,2021,total,35-44,7709
1489,3030000,Powiat wrzesiński,2021,total,35-44,10608
1490,3031000,Powiat złotowski,2021,total,35-44,7713
1491,3061000,City with powiat status Kalisz,2021,total,35-44,11468
1492,3062000,City with powiat status Konin,2021,total,35-44,7591
1493,3063000,City with powiat status Leszno,2021,total,35-44,7975
1494,3064000,City with powiat status Poznań,2021,total,35-44,74899
1495,3201000,Powiat białogardzki,2021,total,35-44,4844
1496,3202000,Powiat choszczeński,2021,total,35-44,4668
1497,3203000,Powiat drawski,2021,total,35-44,5978
1498,3204000,Powiat goleniowski,2021,total,35-44,10154
1499,3205000,Powiat gryficki,2021,total,35-44,6276
1500,3206000,Powiat gryfiński,2021,total,35-44,9096
1501,3207000,Powiat kamieński,2021,total,35-44,4843
1502,3208000,Powiat kołobrzeski,2021,total,35-44,9126
1503,3209000,Powiat koszaliński,2021,total,35-44,8133
1504,3210000,Powiat myśliborski,2021,total,35-44,7355
1505,3211000,Powiat policki,2021,total,35-44,12109
1506,3212000,Powiat pyrzycki,2021,total,35-44,4225
1507,3213000,Powiat sławieński,2021,total,35-44,5851
1508,3214000,Powiat stargardzki,2021,total,35-44,14293
1509,3215000,Powiat szczecinecki,2021,total,35-44,7551
1510,3216000,Powiat świdwiński,2021,total,35-44,4552
1511,3217000,Powiat wałecki,2021,total,35-44,5889
1512,3218000,Powiat łobeski,2021,total,35-44,3457
1513,3261000,City with powiat status Koszalin,2021,total,35-44,13365
