,code,powiat,year,sex,age,count
3617,1817000,Powiat sanocki,2021,males,25-34,4450
3618,1818000,Powiat stalowowolski,2021,males,25-34,5035
3619,1819000,Powiat strzyżowski,2021,males,25-34,3371
3620,1820000,Powiat tarnobrzeski,2021,males,25-34,2817
3621,1821000,Powiat leski,2021,males,25-34,1272
3622,1861000,City with powiat status Krosno,2021,males,25-34,2016
3623,1862000,City with powiat status Przemyśl,2021,males,25-34,2276
3624,1863000,City with powiat status Rzeszów,2021,males,25-34,13346
3625,1864000,City with powiat status Tarnobrzeg,2021,males,25-34,2083
3626,2001000,Powiat augustowski,2021,males,25-34,2964
3627,2002000,Powiat białostocki,2021,males,25-34,7987
3628,2003000,Powiat bielski,2021,males,25-34,2870
3629,2004000,Powiat grajewski,2021,males,25-34,2378
3630,2005000,Powiat hajnowski,2021,males,25-34,1740
3631,2006000,Powiat kolneński,2021,males,25-34,1960
3632,2007000,Powiat łomżyński,2021,males,25-34,2814
3633,2008000,Powiat moniecki,2021,males,25-34,2205
3634,2009000,Powiat sejneński,2021,males,25-34,961
3635,2010000,Powiat siemiatycki,2021,males,25-34,2209
3636,2011000,Powiat sokólski,2021,males,25-34,3391
3637,2012000,Powiat suwalski,2021,males,25-34,2213
3638,2013000,Powiat wysokomazowiecki,2021,males,25-34,3321
3639,2014000,Powiat zambrowski,2021,males,25-34,2327
3640,2061000,City with powiat status Białystok,2021,males,25-34,17554
3641,2062000,City with powiat status Łomża,2021,males,25-34,3136
3642,2063000,City with powiat status Suwałki,2021,males,25-34,3869
3643,2201000,Powiat bytowski,2021,males,25-34,4549
3644,2202000,Powiat chojnicki,2021,males,25-34,5289
3645,2203000,Powiat człuchowski,2021,males,25-34,2636
3646,2204000,Powiat gdański,2021,males,25-34,7576
3647,2205000,Powiat kartuski,2021,males,25-34,9531
3648,2206000,Powiat kościerski,2021,males,25-34,4157
3649,2207000,Powiat kwidzyński,2021,males,25-34,4093
3650,2208000,Powiat lęborski,2021,males,25-34,3338
3651,2209000,Powiat malborski,2021,males,25-34,3114
3652,2210000,Powiat nowodworski,2021,males,25-34,1756
3653,2211000,Powiat pucki,2021,males,25-34,5030
3654,2212000,Powiat słupski,2021,males,25-34,4820
3655,2213000,Powiat starogardzki,2021,males,25-34,7202
3656,2214000,Powiat tczewski,2021,males,25-34,6297
3657,2215000,Powiat wejherowski,2021,males,25-34,13291
3658,2216000,Powiat sztumski,2021,males,25-34,1996
3659,2261000,City with powiat status Gdańsk,2021,males,25-34,33704
3660,2262000,City with powiat status Gdynia,2021,males,25-34,13367
3661,2263000,City with powiat status Słupsk,2021,males,25-34,4071
3662,2264000,City with powiat status Sopot,2021,males,25-34,1592
3663,2401000,Powiat będziński,2021,males,25-34,6742
3664,2402000,Powiat bielski,2021,males,25-34,9232
3665,2403000,Powiat cieszyński,2021,males,25-34,9433
3666,2404000,Powiat częstochowski,2021,males,25-34,6970
3667,2405000,Powiat gliwicki,2021,males,25-34,6059
3668,2406000,Powiat kłobucki,2021,males,25-34,4646
3669,2407000,Powiat lubliniecki,2021,males,25-34,4291
3670,2408000,Powiat mikołowski,2021,males,25-34,5451
3671,2409000,Powiat myszkowski,2021,males,25-34,3366
3672,2410000,Powiat pszczyński,2021,males,25-34,6727
3673,2411000,Powiat raciborski,2021,males,25-34,5284
3674,2412000,Powiat rybnicki,2021,males,25-34,4683
3675,2413000,Powiat tarnogórski,2021,males,25-34,7049
3676,2414000,Powiat bieruńsko-lędziński,2021,males,25-34,3543
3677,2415000,Powiat wodzisławski,2021,males,25-34,8356
3678,2416000,Powiat zawierciański,2021,males,25-34,5633
3679,2417000,Powiat żywiecki,2021,males,25-34,8583
3680,2461000,City with powiat status Bielsko-Biała,2021,males,25-34,8874
3681,2462000,City with powiat status Bytom,2021,males,25-34,8089
3682,2463000,City with powiat status Chorzów,2021,males,25-34,5612
3683,2464000,City with powiat status Częstochowa,2021,males,25-34,10091
3684,2465000,City with powiat status Dąbrowa Górnicza,2021,males,25-34,5402
3685,2466000,City with powiat status Gliwice,2021,males,25-34,9964
3686,2467000,City with powiat status Jastrzębie-Zdrój,2021,males,25-34,4304
3687,2468000,City with powiat status Jaworzno,2021,males,25-34,4807
3688,2469000,City with powiat status Katowice,2021,males,25-34,17804
3689,2470000,City with powiat status Mysłowice,2021,males,25-34,4025
3690,2471000,City with powiat status Piekary Śląskie,2021,males,25-34,2787
3691,2472000,City with powiat status Ruda Śląska,2021,males,25-34,7593
3692,2473000,City with powiat status Rybnik,2021,males,25-34,7517
3693,2474000,City with powiat status Siemianowice Śląskie,2021,males,25-34,3352
3694,2475000,City with powiat status Sosnowiec,2021,males,25-34,9350
3695,2476000,City with powiat status Świętochłowice,2021,males,25-34,2440
3696,2477000,City with powiat status Tychy,2021,males,25-34,6505
3697,2478000,City with powiat status Zabrze,2021,males,25-34,8510
3698,2479000,City with powiat status Żory,2021,males,25-34,3118
3699,2601000,Powiat buski,2021,males,25-34,3521
3700,2602000,Powiat jędrzejowski,2021,males,25-34,4429
3701,2603000,Powiat kazimierski,2021,males,25-34,1755
3702,2604000,Powiat kielecki,2021,males,25-34,11961
3703,2605000,Powiat konecki,2021,males,25-34,3645
3704,2606000,Powiat opatowski,2021,males,25-34,2561
3705,2607000,Powiat ostrowiecki,2021,males,25-34,4362
3706,2608000,Powiat pińczowski,2021,males,25-34,1990
3707,2609000,Powiat sandomierski,2021,males,25-34,3630
3708,2610000,Powiat skarżyski,2021,males,25-34,3045
3709,2611000,Powiat starachowicki,2021,males,25-34,4201
3710,2612000,Powiat staszowski,2021,males,25-34,3915
3711,2613000,Powiat włoszczowski,2021,males,25-34,2511
3712,2661000,City with powiat status Kielce,2021,males,25-34,9277
3713,2801000,Powiat bartoszycki,2021,males,25-34,2400
3714,2802000,Powiat braniewski,2021,males,25-34,1872
3715,2803000,Powiat działdowski,2021,males,25-34,3309
3716,2804000,Powiat elbląski,2021,males,25-34,2702
3717,2805000,Powiat ełcki,2021,males,25-34,4573
3718,2806000,Powiat giżycki,2021,males,25-34,2759
3719,2807000,Powiat iławski,2021,males,25-34,4977
3720,2808000,Powiat kętrzyński,2021,males,25-34,2489
3721,2809000,Powiat lidzbarski,2021,males,25-34,1834
3722,2810000,Powiat mrągowski,2021,males,25-34,2402
3723,2811000,Powiat nidzicki,2021,males,25-34,1507
3724,2812000,Powiat nowomiejski,2021,males,25-34,2373
3725,2813000,Powiat olecki,2021,males,25-34,1653
3726,2814000,Powiat olsztyński,2021,males,25-34,6587
3727,2815000,Powiat ostródzki,2021,males,25-34,5057
3728,2816000,Powiat piski,2021,males,25-34,2731
3729,2817000,Powiat szczycieński,2021,males,25-34,3368
3730,2818000,Powiat gołdapski,2021,males,25-34,1351
3731,2819000,Powiat węgorzewski,2021,males,25-34,1028
3732,2861000,City with powiat status Elbląg,2021,males,25-34,5450
3733,2862000,City with powiat status Olsztyn,2021,males,25-34,9473
3734,3001000,Powiat chodzieski,2021,males,25-34,2452
3735,3002000,Powiat czarnkowsko-trzcianecki,2021,males,25-34,4678
3736,3003000,Powiat gnieźnieński,2021,males,25-34,7801
3737,3004000,Powiat gostyński,2021,males,25-34,4885
3738,3005000,Powiat grodziski,2021,males,25-34,3456
3739,3006000,Powiat jarociński,2021,males,25-34,4289
3740,3007000,Powiat kaliski,2021,males,25-34,5069
3741,3008000,Powiat kępiński,2021,males,25-34,3618
3742,3009000,Powiat kolski,2021,males,25-34,4538
3743,3010000,Powiat koniński,2021,males,25-34,7554
3744,3011000,Powiat kościański,2021,males,25-34,4917
3745,3012000,Powiat krotoszyński,2021,males,25-34,4736
3746,3013000,Powiat leszczyński,2021,males,25-34,3756
3747,3014000,Powiat międzychodzki,2021,males,25-34,2096
3748,3015000,Powiat nowotomyski,2021,males,25-34,4675
3749,3016000,Powiat obornicki,2021,males,25-34,3480
3750,3017000,Powiat ostrowski,2021,males,25-34,9576
3751,3018000,Powiat ostrzeszowski,2021,males,25-34,3466
3752,3019000,Powiat pilski,2021,males,25-34,7031
3753,3020000,Powiat pleszewski,2021,males,25-34,3544
3754,3021000,Powiat poznański,2021,males,25-34,24787
3755,3022000,Powiat rawicki,2021,males,25-34,3635
3756,3023000,Powiat słupecki,2021,males,25-34,3367
3757,3024000,Powiat szamotulski,2021,males,25-34,5387
3758,3025000,Powiat średzki,2021,males,25-34,3725
3759,3026000,Powiat śremski,2021,males,25-34,3854
3760,3027000,Powiat turecki,2021,males,25-34,4833
3761,3028000,Powiat wągrowiecki,2021,males,25-34,4241
3762,3029000,Powiat wolsztyński,2021,males,25-34,3597
3763,3030000,Powiat wrzesiński,2021,males,25-34,4851
3764,3031000,Powiat złotowski,2021,males,25-34,3722
3765,3061000,City with powiat status Kalisz,2021,males,25-34,4377
3766,3062000,City with powiat status Konin,2021,males,25-34,3363
3767,3063000,City with powiat status Leszno,2021,males,25-34,3189
3768,3064000,City with powiat status Poznań,2021,males,25-34,40557
3769,3201000,Powiat białogardzki,2021,males,25-34,2108
3770,3202000,Powiat choszczeński,2021,males,25-34,2280
3771,3203000,Powiat drawski,2021,males,25-34,2476
3772,3204000,Powiat goleniowski,2021,males,25-34,4126
3773,3205000,Powiat gryficki,2021,males,25-34,2723
3774,3206000,Powiat gryfiński,2021,males,25-34,3926
3775,3207000,Powiat kamieński,2021,males,25-34,2094
3776,3208000,Powiat kołobrzeski,2021,males,25-34,3446
3777,3209000,Powiat koszaliński,2021,males,25-34,3291
3778,3210000,Powiat myśliborski,2021,males,25-34,3015
3779,3211000,Powiat policki,2021,males,25-34,3826
3780,3212000,Powiat pyrzycki,2021,males,25-34,1893
3781,3213000,Powiat sławieński,2021,males,25-34,2690
3782,3214000,Powiat stargardzki,2021,males,25-34,6397
3783,3215000,Powiat szczecinecki,2021,males,25-34,3460
3784,3216000,Powiat świdwiński,2021,males,25-34,2051
3785,3217000,Powiat wałecki,2021,males,25-34,2486
3786,3218000,Powiat łobeski,2021,males,25-34,1573
3787,3261000,City with powiat status Koszalin,2021,males,25-34,5145
3788,3262000,City with powiat status Szczecin,2021,males,25-34,21679
3789,3263000,City with powiat status Świnoujście,2021,males,25-34,1737
3790,201000,Powiat bolesławiecki,2021,males,35-44,5564
3791,202000,Powiat dzierżoniowski,2021,males,35-44,5785
3792,203000,Powiat głogowski,2021,males,35-44,6148
3793,204000,Powiat górowski,2021,males,35-44,1950
3794,205000,Powiat jaworski,2021,males,35-44,3008
3795,206000,Powiat karkonoski,2021,males,35-44,3710
3796,207000,Powiat kamiennogórski,2021,males,35-44,2444
3797,208000,Powiat kłodzki,2021,males,35-44,8847
3798,209000,Powiat legnicki,2021,males,35-44,3644
3799,210000,Powiat lubański,2021,males,35-44,3153
3800,211000,Powiat lubiński,2021,males,35-44,7174
3801,212000,Powiat lwówecki,2021,males,35-44,2641
3802,213000,Powiat milicki,2021,males,35-44,2369
3803,214000,Powiat oleśnicki,2021,males,35-44,7560
3804,215000,Powiat oławski,2021,males,35-44,5599
3805,216000,Powiat polkowicki,2021,males,35-44,4174
3806,217000,Powiat strzeliński,2021,males,35-44,2814
3807,218000,Powiat średzki,2021,males,35-44,4364
3808,219000,Powiat świdnicki,2021,males,35-44,9872
3809,220000,Powiat trzebnicki,2021,males,35-44,6178
3810,221000,Powiat wałbrzyski,2021,males,35-44,3233
3811,223000,Powiat wrocławski,2021,males,35-44,15824
3812,224000,Powiat ząbkowicki,2021,males,35-44,3619
3813,225000,Powiat zgorzelecki,2021,males,35-44,5221
3814,226000,Powiat złotoryjski,2021,males,35-44,2563
3815,261000,City with powiat status Jelenia Góra,2021,males,35-44,4566
3816,262000,City with powiat status Legnica,2021,males,35-44,5691
3817,264000,City with powiat status Wrocław,2021,males,35-44,49928
3818,265000,City with powiat status Wałbrzych since 2013,2021,males,35-44,6139
3819,401000,Powiat aleksandrowski,2021,males,35-44,3266
3820,402000,Powiat brodnicki,2021,males,35-44,5286
3821,403000,Powiat bydgoski,2021,males,35-44,8902
3822,404000,Powiat chełmiński,2021,males,35-44,3082
3823,405000,Powiat golubsko-dobrzyński,2021,males,35-44,2796
3824,406000,Powiat grudziądzki,2021,males,35-44,2555
3825,407000,Powiat inowrocławski,2021,males,35-44,9719
3826,408000,Powiat lipnowski,2021,males,35-44,3743
3827,409000,Powiat mogileński,2021,males,35-44,2912
3828,410000,Powiat nakielski,2021,males,35-44,5446
3829,411000,Powiat radziejowski,2021,males,35-44,2422
3830,412000,Powiat rypiński,2021,males,35-44,2621
3831,413000,Powiat sępoleński,2021,males,35-44,2446
3832,414000,Powiat świecki,2021,males,35-44,6079
3833,415000,Powiat toruński,2021,males,35-44,8081
3834,416000,Powiat tucholski,2021,males,35-44,2996
3835,417000,Powiat wąbrzeski,2021,males,35-44,2027
3836,418000,Powiat włocławski,2021,males,35-44,5112
3837,419000,Powiat żniński,2021,males,35-44,4497
3838,461000,City with powiat status Bydgoszcz,2021,males,35-44,21535
3839,462000,City with powiat status Grudziądz,2021,males,35-44,5196
3840,463000,City with powiat status Toruń,2021,males,35-44,12855
3841,464000,City with powiat status Włocławek,2021,males,35-44,5992
3842,601000,Powiat bialski,2021,males,35-44,6543
3843,602000,Powiat biłgorajski,2021,males,35-44,6366
3844,603000,Powiat chełmski,2021,males,35-44,4770
3845,604000,Powiat hrubieszowski,2021,males,35-44,3416
3846,605000,Powiat janowski,2021,males,35-44,2615
3847,606000,Powiat krasnostawski,2021,males,35-44,3714
3848,607000,Powiat kraśnicki,2021,males,35-44,5460
3849,608000,Powiat lubartowski,2021,males,35-44,5554
3850,609000,Powiat lubelski,2021,males,35-44,11426
3851,610000,Powiat łęczyński,2021,males,35-44,4030
3852,611000,Powiat łukowski,2021,males,35-44,6585
3853,612000,Powiat opolski,2021,males,35-44,3493
3854,613000,Powiat parczewski,2021,males,35-44,2087
3855,614000,Powiat puławski,2021,males,35-44,6557
3856,615000,Powiat radzyński,2021,males,35-44,3609
3857,616000,Powiat rycki,2021,males,35-44,3401
3858,617000,Powiat świdnicki,2021,males,35-44,4637
3859,618000,Powiat tomaszowski,2021,males,35-44,4810
3860,619000,Powiat włodawski,2021,males,35-44,2119
3861,620000,Powiat zamojski,2021,males,35-44,6268
3862,661000,City with powiat status Biała Podlaska,2021,males,35-44,3429
3863,662000,City with powiat status Chełm,2021,males,35-44,3396
3864,663000,City with powiat status Lublin,2021,males,35-44,21316
3865,664000,City with powiat status Zamość,2021,males,35-44,3603
3866,801000,Powiat gorzowski,2021,males,35-44,4905
3867,802000,Powiat krośnieński,2021,males,35-44,3474
3868,803000,Powiat międzyrzecki,2021,males,35-44,3555
3869,804000,Powiat nowosolski,2021,males,35-44,5331
3870,805000,Powiat słubicki,2021,males,35-44,2905
3871,806000,Powiat strzelecko-drezdenecki,2021,males,35-44,3038
3872,807000,Powiat sulęciński,2021,males,35-44,2220
3873,808000,Powiat świebodziński,2021,males,35-44,3627
3874,809000,Powiat zielonogórski,2021,males,35-44,5154
3875,810000,Powiat żagański,2021,males,35-44,4752
3876,811000,Powiat żarski,2021,males,35-44,5765
3877,812000,Powiat wschowski,2021,males,35-44,2412
3878,861000,City with powiat status Gorzów Wielkopolski,2021,males,35-44,7780
3879,862000,City with powiat status Zielona Góra,2021,males,35-44,9976
3880,1001000,Powiat bełchatowski,2021,males,35-44,8200
3881,1002000,Powiat kutnowski,2021,males,35-44,5912
3882,1003000,Powiat łaski,2021,males,35-44,3363
3883,1004000,Powiat łęczycki,2021,males,35-44,3095
3884,1005000,Powiat łowicki,2021,males,35-44,5131
3885,1006000,Powiat łódzki wschodni,2021,males,35-44,5214
3886,1007000,Powiat opoczyński,2021,males,35-44,4832
3887,1008000,Powiat pabianicki,2021,males,35-44,8191
3888,1009000,Powiat pajęczański,2021,males,35-44,3237
3889,1010000,Powiat piotrkowski,2021,males,35-44,6224
3890,1011000,Powiat poddębicki,2021,males,35-44,2624
3891,1012000,Powiat radomszczański,2021,males,35-44,6922
3892,1013000,Powiat rawski,2021,males,35-44,3196
3893,1014000,Powiat sieradzki,2021,males,35-44,7415
3894,1015000,Powiat skierniewicki,2021,males,35-44,2700
3895,1016000,Powiat tomaszowski,2021,males,35-44,7225
3896,1017000,Powiat wieluński,2021,males,35-44,4971
3897,1018000,Powiat wieruszowski,2021,males,35-44,3012
3898,1019000,Powiat zduńskowolski,2021,males,35-44,4244
3899,1020000,Powiat zgierski,2021,males,35-44,11354
3900,1021000,Powiat brzeziński,2021,males,35-44,2083
3901,1061000,City with powiat status Łódź,2021,males,35-44,42955
3902,1062000,City with powiat status Piotrków Trybunalski,2021,males,35-44,4406
3903,1063000,City with powiat status Skierniewice,2021,males,35-44,3141
3904,1201000,Powiat bocheński,2021,males,35-44,7319
3905,1202000,Powiat brzeski,2021,males,35-44,5930
3906,1203000,Powiat chrzanowski,2021,males,35-44,8296
3907,1204000,Powiat dąbrowski,2021,males,35-44,3429
3908,1205000,Powiat gorlicki,2021,males,35-44,6690
3909,1206000,Powiat krakowski,2021,males,35-44,22523
3910,1207000,Powiat limanowski,2021,males,35-44,8175
3911,1208000,Powiat miechowski,2021,males,35-44,3265
3912,1209000,Powiat myślenicki,2021,males,35-44,9060
3913,1210000,Powiat nowosądecki,2021,males,35-44,13168
3914,1211000,Powiat nowotarski,2021,males,35-44,10943
3915,1212000,Powiat olkuski,2021,males,35-44,7428
3916,1213000,Powiat oświęcimski,2021,males,35-44,10157
3917,1214000,Powiat proszowicki,2021,males,35-44,2916
3918,1215000,Powiat suski,2021,males,35-44,5486
3919,1216000,Powiat tarnowski,2021,males,35-44,12555
3920,1217000,Powiat tatrzański,2021,males,35-44,3696
3921,1218000,Powiat wadowicki,2021,males,35-44,10895
3922,1219000,Powiat wielicki,2021,males,35-44,11157
3923,1261000,City with powiat status Kraków,2021,males,35-44,56627
3924,1262000,City with powiat status Nowy Sącz,2021,males,35-44,5142
3925,1263000,City with powiat status Tarnów,2021,males,35-44,6358
3926,1401000,Powiat białobrzeski,2021,males,35-44,2245
3927,1402000,Powiat ciechanowski,2021,males,35-44,5672
3928,1403000,Powiat garwoliński,2021,males,35-44,7273
3929,1404000,Powiat gostyniński,2021,males,35-44,2693
3930,1405000,Powiat grodziski,2021,males,35-44,7517
3931,1406000,Powiat grójecki,2021,males,35-44,7034
3932,1407000,Powiat kozienicki,2021,males,35-44,3682
3933,1408000,Powiat legionowski,2021,males,35-44,10011
3934,1409000,Powiat lipski,2021,males,35-44,1955
3935,1410000,Powiat łosicki,2021,males,35-44,1845
3936,1411000,Powiat makowski,2021,males,35-44,2526
3937,1412000,Powiat miński,2021,males,35-44,11668
3938,1413000,Powiat mławski,2021,males,35-44,4474
3939,1414000,Powiat nowodworski,2021,males,35-44,5704
3940,1415000,Powiat ostrołęcki,2021,males,35-44,5632
3941,1416000,Powiat ostrowski,2021,males,35-44,4466
3942,1417000,Powiat otwocki,2021,males,35-44,8659
3943,1418000,Powiat piaseczyński,2021,males,35-44,16300
3944,1419000,Powiat płocki,2021,males,35-44,7414
3945,1420000,Powiat płoński,2021,males,35-44,5815
3946,1421000,Powiat pruszkowski,2021,males,35-44,13591
3947,1422000,Powiat przasnyski,2021,males,35-44,3030
3948,1423000,Powiat przysuski,2021,males,35-44,2390
3949,1424000,Powiat pułtuski,2021,males,35-44,3225
3950,1425000,Powiat radomski,2021,males,35-44,9858
3951,1426000,Powiat siedlecki,2021,males,35-44,5483
3952,1427000,Powiat sierpecki,2021,males,35-44,3051
3953,1428000,Powiat sochaczewski,2021,males,35-44,5867
3954,1429000,Powiat sokołowski,2021,males,35-44,3293
3955,1430000,Powiat szydłowiecki,2021,males,35-44,2282
3956,1432000,Powiat warszawski zachodni,2021,males,35-44,9951
3957,1433000,Powiat węgrowski,2021,males,35-44,4059
3958,1434000,Powiat wołomiński,2021,males,35-44,21003
3959,1435000,Powiat wyszkowski,2021,males,35-44,5029
3960,1436000,Powiat zwoleński,2021,males,35-44,2245
3961,1437000,Powiat żuromiński,2021,males,35-44,2157
3962,1438000,Powiat żyrardowski,2021,males,35-44,5067
3963,1461000,City with powiat status Ostrołęka,2021,males,35-44,3094
3964,1462000,City with powiat status Płock,2021,males,35-44,7449
3965,1463000,City with powiat status Radom,2021,males,35-44,12281
3966,1464000,City with powiat status Siedlce,2021,males,35-44,5411
3967,1465000,City with powiat status Capital City Warszawa,2021,males,35-44,143260
3968,1601000,Powiat brzeski,2021,males,35-44,5581
3969,1602000,Powiat głubczycki,2021,males,35-44,2479
3970,1603000,Powiat kędzierzyńsko-kozielski,2021,males,35-44,5056
3971,1604000,Powiat kluczborski,2021,males,35-44,3872
3972,1605000,Powiat krapkowicki,2021,males,35-44,3585
3973,1606000,Powiat namysłowski,2021,males,35-44,2803
3974,1607000,Powiat nyski,2021,males,35-44,7793
3975,1608000,Powiat oleski,2021,males,35-44,3714
3976,1609000,Powiat opolski,2021,males,35-44,7639
3977,1610000,Powiat prudnicki,2021,males,35-44,3052
3978,1611000,Powiat strzelecki,2021,males,35-44,4333
3979,1661000,City with powiat status Opole,2021,males,35-44,8653
3980,1801000,Powiat bieszczadzki,2021,males,35-44,1201
3981,1802000,Powiat brzozowski,2021,males,35-44,3730
3982,1803000,Powiat dębicki,2021,males,35-44,8640
3983,1804000,Powiat jarosławski,2021,males,35-44,7311
3984,1805000,Powiat jasielski,2021,males,35-44,6546
3985,1806000,Powiat kolbuszowski,2021,males,35-44,3635
3986,1807000,Powiat krośnieński,2021,males,35-44,7106
3987,1808000,Powiat leżajski,2021,males,35-44,3949
3988,1809000,Powiat lubaczowski,2021,males,35-44,3200
3989,1810000,Powiat łańcucki,2021,males,35-44,5387
3990,1811000,Powiat mielecki,2021,males,35-44,9023
3991,1812000,Powiat niżański,2021,males,35-44,3679
3992,1813000,Powiat przemyski,2021,males,35-44,4348
3993,1814000,Powiat przeworski,2021,males,35-44,4960
3994,1815000,Powiat ropczycko-sędziszowski,2021,males,35-44,4780
3995,1816000,Powiat rzeszowski,2021,males,35-44,11806
3996,1817000,Powiat sanocki,2021,males,35-44,5616
3997,1818000,Powiat stalowowolski,2021,males,35-44,6292
3998,1819000,Powiat strzyżowski,2021,males,35-44,3716
3999,1820000,Powiat tarnobrzeski,2021,males,35-44,3157
4000,1821000,Powiat leski,2021,males,35-44,1494
4001,1861000,City with powiat status Krosno,2021,males,35-44,2875
4002,1862000,City with powiat status Przemyśl,2021,males,35-44,3244
4003,1863000,City with powiat status Rzeszów,2021,males,35-44,13900
4004,1864000,City with powiat status Tarnobrzeg,2021,males,35-44,2642
4005,2001000,Powiat augustowski,2021,males,35-44,3146
4006,2002000,Powiat białostocki,2021,males,35-44,10119
4007,2003000,Powiat bielski,2021,males,35-44,3141
4008,2004000,Powiat grajewski,2021,males,35-44,2441
4009,2005000,Powiat hajnowski,2021,males,35-44,2311
4010,2006000,Powiat kolneński,2021,males,35-44,2020
4011,2007000,Powiat łomżyński,2021,males,35-44,3054
4012,2008000,Powiat moniecki,2021,males,35-44,2113
4013,2009000,Powiat sejneński,2021,males,35-44,1109
4014,2010000,Powiat siemiatycki,2021,males,35-44,2344
4015,2011000,Powiat sokólski,2021,males,35-44,3571
4016,2012000,Powiat suwalski,2021,males,35-44,2138
4017,2013000,Powiat wysokomazowiecki,2021,males,35-44,3322
4018,2014000,Powiat zambrowski,2021,males,35-44,2608
4019,2061000,City with powiat status Białystok,2021,males,35-44,18993
4020,2062000,City with powiat status Łomża,2021,males,35-44,3645
4021,2063000,City with powiat status Suwałki,2021,males,35-44,4072
4022,2201000,Powiat bytowski,2021,males,35-44,4795
4023,2202000,Powiat chojnicki,2021,males,35-44,5941
4024,2203000,Powiat człuchowski,2021,males,35-44,3315
4025,2204000,Powiat gdański,2021,males,35-44,9919
4026,2205000,Powiat kartuski,2021,males,35-44,10122
4027,2206000,Powiat kościerski,2021,males,35-44,4588
4028,2207000,Powiat kwidzyński,2021,males,35-44,5071
4029,2208000,Powiat lęborski,2021,males,35-44,3756
4030,2209000,Powiat malborski,2021,males,35-44,3849
4031,2210000,Powiat nowodworski,2021,males,35-44,2050
4032,2211000,Powiat pucki,2021,males,35-44,6043
4033,2212000,Powiat słupski,2021,males,35-44,6283
4034,2213000,Powiat starogardzki,2021,males,35-44,7720
4035,2214000,Powiat tczewski,2021,males,35-44,7145
4036,2215000,Powiat wejherowski,2021,males,35-44,15187
4037,2216000,Powiat sztumski,2021,males,35-44,2384
4038,2261000,City with powiat status Gdańsk,2021,males,35-44,32562
4039,2262000,City with powiat status Gdynia,2021,males,35-44,15644
4040,2263000,City with powiat status Słupsk,2021,males,35-44,5179
4041,2264000,City with powiat status Sopot,2021,males,35-44,1817
4042,2401000,Powiat będziński,2021,males,35-44,10542
4043,2402000,Powiat bielski,2021,males,35-44,11947
4044,2403000,Powiat cieszyński,2021,males,35-44,11716
4045,2404000,Powiat częstochowski,2021,males,35-44,9018
4046,2405000,Powiat gliwicki,2021,males,35-44,7832
4047,2406000,Powiat kłobucki,2021,males,35-44,5558
4048,2407000,Powiat lubliniecki,2021,males,35-44,4875
4049,2408000,Powiat mikołowski,2021,males,35-44,7477
4050,2409000,Powiat myszkowski,2021,males,35-44,4612
4051,2410000,Powiat pszczyński,2021,males,35-44,8137
4052,2411000,Powiat raciborski,2021,males,35-44,6128
4053,2412000,Powiat rybnicki,2021,males,35-44,5522
4054,2413000,Powiat tarnogórski,2021,males,35-44,9553
4055,2414000,Powiat bieruńsko-lędziński,2021,males,35-44,4356
4056,2415000,Powiat wodzisławski,2021,males,35-44,10387
4057,2416000,Powiat zawierciański,2021,males,35-44,7592
4058,2417000,Powiat żywiecki,2021,males,35-44,9648
4059,2461000,City with powiat status Bielsko-Biała,2021,males,35-44,11658
4060,2462000,City with powiat status Bytom,2021,males,35-44,9381
4061,2463000,City with powiat status Chorzów,2021,males,35-44,6579
4062,2464000,City with powiat status Częstochowa,2021,males,35-44,13512
4063,2465000,City with powiat status Dąbrowa Górnicza,2021,males,35-44,8818
4064,2466000,City with powiat status Gliwice,2021,males,35-44,12026
4065,2467000,City with powiat status Jastrzębie-Zdrój,2021,males,35-44,5107
4066,2468000,City with powiat status Jaworzno,2021,males,35-44,6105
4067,2469000,City with powiat status Katowice,2021,males,35-44,18629
4068,2470000,City with powiat status Mysłowice,2021,males,35-44,5173
4069,2471000,City with powiat status Piekary Śląskie,2021,males,35-44,3527
4070,2472000,City with powiat status Ruda Śląska,2021,males,35-44,9236
4071,2473000,City with powiat status Rybnik,2021,males,35-44,9315
4072,2474000,City with powiat status Siemianowice Śląskie,2021,males,35-44,4295
4073,2475000,City with powiat status Sosnowiec,2021,males,35-44,13111
4074,2476000,City with powiat status Świętochłowice,2021,males,35-44,3010
4075,2477000,City with powiat status Tychy,2021,males,35-44,9502
4076,2478000,City with powiat status Zabrze,2021,males,35-44,9390
4077,2479000,City with powiat status Żory,2021,males,35-44,4851
4078,2601000,Powiat buski,2021,males,35-44,4430
4079,2602000,Powiat jędrzejowski,2021,males,35-44,5698
4080,2603000,Powiat kazimierski,2021,males,35-44,2088
4081,2604000,Powiat kielecki,2021,males,35-44,14527
4082,2605000,Powiat konecki,2021,males,35-44,4506
4083,2606000,Powiat opatowski,2021,males,35-44,3005
4084,2607000,Powiat ostrowiecki,2021,males,35-44,6042
4085,2608000,Powiat pińczowski,2021,males,35-44,2365
4086,2609000,Powiat sandomierski,2021,males,35-44,4629
4087,2610000,Powiat skarżyski,2021,males,35-44,4067
4088,2611000,Powiat starachowicki,2021,males,35-44,5248
4089,2612000,Powiat staszowski,2021,males,35-44,4458
4090,2613000,Powiat włoszczowski,2021,males,35-44,2852
4091,2661000,City with powiat status Kielce,2021,males,35-44,11987
4092,2801000,Powiat bartoszycki,2021,males,35-44,3024
4093,2802000,Powiat braniewski,2021,males,35-44,2203
