,county_code,county_kts,county_name,type,year,wage,NC_population,YR_population
7516,2467.0,10012414967000.0,Powiat m. Jastrzębie-Zdrój,grand total,2021,8987.51,74526,84825.0
7517,2468.0,10012415068000.0,Powiat m. Jaworzno,grand total,2021,6435.97,78075,87056.0
7518,2469.0,10012414869000.0,Powiat m. Katowice,grand total,2021,6924.74,254105,291517.0
7519,2470.0,10012414870000.0,Powiat m. Mysłowice,grand total,2021,5216.97,62628,69303.0
7520,2471.0,10012414571000.0,Powiat m. Piekary Śląskie,grand total,2021,5732.54,46502,52388.0
7521,2472.0,10012414872000.0,Powiat m. Ruda Śląska,grand total,2021,5318.24,116165,129078.0
7522,2473.0,10012414973000.0,Powiat m. Rybnik,grand total,2021,5447.31,115752,128680.0
7523,2474.0,10012414874000.0,Powiat m. Siemianowice Śląskie,grand total,2021,5389.44,56672,64219.0
7524,2475.0,10012415075000.0,Powiat m. Sosnowiec,grand total,2021,5551.62,173106,197998.0
7525,2476.0,10012414876000.0,Powiat m. Świętochłowice,grand total,2021,4816.93,40709,45463.0
7526,2477.0,10012415177000.0,Powiat m. Tychy,grand total,2021,5586.31,108205,120746.0
7527,2478.0,10012414778000.0,Powiat m. Zabrze,grand total,2021,5824.86,139369,156366.0
7528,2479.0,10012414979000.0,Powiat m. Żory,grand total,2021,5195.58,52919,58423.0
7529,2601.0,10052615301000.0,Powiat buski,grand total,2021,4912.74,61235,69585.0
7530,2602.0,10052615302000.0,Powiat jędrzejowski,grand total,2021,5350.78,72269,81020.0
7531,2603.0,10052615303000.0,Powiat kazimierski,grand total,2021,4616.89,28954,32788.0
7532,2604.0,10052615204000.0,Powiat kielecki,grand total,2021,4789.44,181073,197597.0
7533,2605.0,10052615205000.0,Powiat konecki,grand total,2021,4922.9,67551,76712.0
7534,2606.0,10052615306000.0,Powiat opatowski,grand total,2021,4619.32,44147,49390.0
7535,2607.0,10052615207000.0,Powiat ostrowiecki,grand total,2021,4912.01,92541,105290.0
7536,2608.0,10052615308000.0,Powiat pińczowski,grand total,2021,4885.52,33219,37782.0
7537,2609.0,10052615309000.0,Powiat sandomierski,grand total,2021,5414.24,65454,74212.0
7538,2610.0,10052615210000.0,Powiat skarżyski,grand total,2021,5118.05,63384,72381.0
7539,2611.0,10052615211000.0,Powiat starachowicki,grand total,2021,5500.36,76217,86736.0
7540,2612.0,10052615312000.0,Powiat staszowski,grand total,2021,5167.98,60934,68167.0
7541,2613.0,10052615313000.0,Powiat włoszczowski,grand total,2021,5238.84,38323,43064.0
7542,2661.0,10052615261000.0,Powiat m. Kielce,grand total,2021,5648.73,164442,189070.0
7543,2801.0,10042815601000.0,Powiat bartoszycki,grand total,2021,4953.67,47499,52493.0
7544,2802.0,10042815402000.0,Powiat braniewski,grand total,2021,4875.92,33539,36740.0
7545,2803.0,10042815403000.0,Powiat działdowski,grand total,2021,4657.91,53760,58738.0
7546,2804.0,10042815404000.0,Powiat elbląski,grand total,2021,4690.74,47704,51752.0
7547,2805.0,10042815505000.0,Powiat ełcki,grand total,2021,4764.65,76506,83198.0
7548,2806.0,10042815506000.0,Powiat giżycki,grand total,2021,4901.26,47838,52893.0
7549,2807.0,10042815407000.0,Powiat iławski,grand total,2021,4557.38,77576,84709.0
7550,2808.0,10042815608000.0,Powiat kętrzyński,grand total,2021,4881.27,51818,57545.0
7551,2809.0,10042815609000.0,Powiat lidzbarski,grand total,2021,4700.72,34150,37863.0
7552,2810.0,10042815610000.0,Powiat mrągowski,grand total,2021,4714.65,42535,46534.0
7553,2811.0,10042815611000.0,Powiat nidzicki,grand total,2021,4657.75,27012,29623.0
7554,2812.0,10042815412000.0,Powiat nowomiejski,grand total,2021,4342.17,36056,39394.0
7555,2813.0,10042815513000.0,Powiat olecki,grand total,2021,4920.3,28184,30932.0
7556,2814.0,10042815614000.0,Powiat olsztyński,grand total,2021,5205.74,109655,119051.0
7557,2815.0,10042815415000.0,Powiat ostródzki,grand total,2021,4851.18,87404,95987.0
7558,2816.0,10042815516000.0,Powiat piski,grand total,2021,4968.35,46342,50922.0
7559,2817.0,10042815617000.0,Powiat szczycieński,grand total,2021,4946.1,58273,63701.0
7560,2818.0,10042815518000.0,Powiat gołdapski,grand total,2021,4683.51,21842,23963.0
7561,2819.0,10042815519000.0,Powiat węgorzewski,grand total,2021,4766.72,18782,20963.0
7562,2861.0,10042815461000.0,Powiat m. Elbląg,grand total,2021,5423.69,101580,113948.0
7563,2862.0,10042815662000.0,Powiat m. Olsztyn,grand total,2021,5902.66,148504,167075.0
7564,3001.0,10023016001000.0,Powiat chodzieski,grand total,2021,5006.64,39771,43732.0
7565,3002.0,10023016002000.0,Powiat czarnkowsko-trzcianecki,grand total,2021,5327.99,72876,80058.0
7566,3003.0,10023015803000.0,Powiat gnieźnieński,grand total,2021,5162.09,121395,134002.0
7567,3004.0,10023015904000.0,Powiat gostyński,grand total,2021,5174.68,63119,69234.0
7568,3005.0,10023015905000.0,Powiat grodziski,grand total,2021,4675.12,43209,46600.0
7569,3006.0,10023015706000.0,Powiat jarociński,grand total,2021,4720.74,59953,66072.0
7570,3007.0,10023015707000.0,Powiat kaliski,grand total,2021,4553.66,70643,78065.0
7571,3008.0,10023015708000.0,Powiat kępiński,grand total,2021,4244.56,48392,53102.0
7572,3009.0,10023015809000.0,Powiat kolski,grand total,2021,5346.81,72155,80232.0
7573,3010.0,10023015810000.0,Powiat koniński,grand total,2021,4457.33,110097,120196.0
7574,3011.0,10023015911000.0,Powiat kościański,grand total,2021,5127.41,66357,72972.0
7575,3012.0,10023015712000.0,Powiat krotoszyński,grand total,2021,4285.52,64771,71179.0
7576,3013.0,10023015913000.0,Powiat leszczyński,grand total,2021,5274.63,48523,52652.0
7577,3014.0,10023015914000.0,Powiat międzychodzki,grand total,2021,4891.36,30866,34015.0
7578,3015.0,10023015915000.0,Powiat nowotomyski,grand total,2021,5215.49,63330,69383.0
7579,3016.0,10023016116000.0,Powiat obornicki,grand total,2021,5236.25,49904,54479.0
7580,3017.0,10023015717000.0,Powiat ostrowski,grand total,2021,4944.7,137187,152470.0
7581,3018.0,10023015718000.0,Powiat ostrzeszowski,grand total,2021,4936.59,46959,51839.0
7582,3019.0,10023016019000.0,Powiat pilski,grand total,2021,5371.98,114955,126873.0
7583,3020.0,10023015720000.0,Powiat pleszewski,grand total,2021,4921.89,53058,58577.0
7584,3021.0,10023016121000.0,Powiat poznański,grand total,2021,5054.35,354878,385142.0
7585,3022.0,10023015922000.0,Powiat rawicki,grand total,2021,4698.39,50612,55521.0
7586,3023.0,10023015823000.0,Powiat słupecki,grand total,2021,4990.83,49905,55334.0
7587,3024.0,10023016124000.0,Powiat szamotulski,grand total,2021,5726.53,77684,85142.0
7588,3025.0,10023016125000.0,Powiat średzki,grand total,2021,5473.17,49921,54692.0
7589,3026.0,10023016126000.0,Powiat śremski,grand total,2021,4935.64,51777,56814.0
7590,3027.0,10023015827000.0,Powiat turecki,grand total,2021,4404.21,70316,77622.0
7591,3028.0,10023016028000.0,Powiat wągrowiecki,grand total,2021,4879.33,58634,63935.0
7592,3029.0,10023015929000.0,Powiat wolsztyński,grand total,2021,4899.6,47966,52486.0
7593,3030.0,10023015830000.0,Powiat wrzesiński,grand total,2021,5142.47,66536,73104.0
7594,3031.0,10023016031000.0,Powiat złotowski,grand total,2021,4301.59,58373,63672.0
7595,3061.0,10023015761000.0,Powiat m. Kalisz,grand total,2021,5158.07,84677,96993.0
7596,3062.0,10023015862000.0,Powiat m. Konin,grand total,2021,5369.58,62140,71608.0
7597,3063.0,10023015963000.0,Powiat m. Leszno,grand total,2021,5000.33,53859,60808.0
7598,3064.0,10023016264000.0,Powiat m. Poznań,grand total,2021,6662.69,482205,548918.0
7599,3201.0,10023216301000.0,Powiat białogardzki,grand total,2021,5146.91,39670,43646.0
7600,3202.0,10023216402000.0,Powiat choszczeński,grand total,2021,4981.01,39739,43916.0
7601,3203.0,10023216403000.0,Powiat drawski,grand total,2021,4789.08,47487,52540.0
7602,3204.0,10023216604000.0,Powiat goleniowski,grand total,2021,5439.72,70693,77625.0
7603,3205.0,10023216605000.0,Powiat gryficki,grand total,2021,4745.48,50343,55173.0
7604,3206.0,10023216606000.0,Powiat gryfiński,grand total,2021,5297.93,68588,75339.0
7605,3207.0,10023216607000.0,Powiat kamieński,grand total,2021,4623.87,39884,44382.0
7606,3208.0,10023216308000.0,Powiat kołobrzeski,grand total,2021,5000.76,68419,77071.0
7607,3209.0,10023216309000.0,Powiat koszaliński,grand total,2021,5100.02,57314,62281.0
7608,3210.0,10023216410000.0,Powiat myśliborski,grand total,2021,4927.15,55563,61343.0
7609,3211.0,10023216611000.0,Powiat policki,grand total,2021,5844.37,70433,76460.0
7610,3212.0,10023216412000.0,Powiat pyrzycki,grand total,2021,5265.0,32576,36146.0
7611,3213.0,10023216313000.0,Powiat sławieński,grand total,2021,4747.64,47132,51921.0
7612,3214.0,10023216614000.0,Powiat stargardzki,grand total,2021,5126.31,103146,114584.0
7613,3215.0,10023216415000.0,Powiat szczecinecki,grand total,2021,5255.69,64968,72485.0
7614,3216.0,10023216416000.0,Powiat świdwiński,grand total,2021,4704.5,38924,43093.0
7615,3217.0,10023216417000.0,Powiat wałecki,grand total,2021,5224.57,44491,49164.0
7616,3218.0,10023216418000.0,Powiat łobeski,grand total,2021,4962.09,30007,33232.0
7617,3261.0,10023216361000.0,Powiat m. Koszalin,grand total,2021,5496.02,93083,106748.0
7618,3262.0,10023216562000.0,Powiat m. Szczecin,grand total,2021,6244.67,349790,398160.0
7619,3263.0,10023216663000.0,Powiat m. Świnoujście,grand total,2021,5564.41,35988,41035.0
7620,201.0,10030210101000.0,Powiat bolesławiecki,grand total,2022,6181.6,76739,85765.0
7621,202.0,10030210302000.0,Powiat dzierżoniowski,grand total,2022,5723.65,86543,97804.0
7622,203.0,10030210203000.0,Powiat głogowski,grand total,2022,5856.76,75191,84405.0
7623,204.0,10030210204000.0,Powiat górowski,grand total,2022,5423.11,29042,32070.0
7624,205.0,10030210105000.0,Powiat jaworski,grand total,2022,6142.84,42493,47079.0
7625,206.0,10030210106000.0,Powiat karkonoski,grand total,2022,5627.61,54667,61035.0
7626,207.0,10030210107000.0,Powiat kamiennogórski,grand total,2022,5550.65,36913,41137.0
7627,208.0,10030210308000.0,Powiat kłodzki,grand total,2022,5670.31,134790,151923.0
7628,209.0,10030210209000.0,Powiat legnicki,grand total,2022,6116.35,47367,52693.0
7629,210.0,10030210110000.0,Powiat lubański,grand total,2022,5516.56,46595,52129.0
7630,211.0,10030210211000.0,Powiat lubiński,grand total,2022,11361.51,90704,102759.0
7631,212.0,10030210112000.0,Powiat lwówecki,grand total,2022,5580.03,38811,43074.0
7632,213.0,10030210413000.0,Powiat milicki,grand total,2022,5313.76,31027,34598.0
7633,214.0,10030210414000.0,Powiat oleśnicki,grand total,2022,5762.83,91536,102111.0
7634,215.0,10030210415000.0,Powiat oławski,grand total,2022,6030.47,66642,74666.0
7635,216.0,10030210216000.0,Powiat polkowicki,grand total,2022,6861.21,52620,57942.0
7636,217.0,10030210417000.0,Powiat strzeliński,grand total,2022,6320.71,36837,41019.0
7637,218.0,10030210418000.0,Powiat średzki,grand total,2022,6315.5,48878,54354.0
7638,219.0,10030210319000.0,Powiat świdnicki,grand total,2022,6059.31,134638,151233.0
7639,220.0,10030210420000.0,Powiat trzebnicki,grand total,2022,5852.88,74466,82987.0
7640,221.0,10030210321000.0,Powiat wałbrzyski,grand total,2022,5431.27,47771,53458.0
7641,222.0,10030210422000.0,Powiat wołowski,grand total,2022,7909.26,40252,44916.0
7642,223.0,10030210423000.0,Powiat wrocławski,grand total,2022,7161.33,142581,158240.0
7643,224.0,10030210324000.0,Powiat ząbkowicki,grand total,2022,5615.48,55208,61805.0
7644,225.0,10030210125000.0,Powiat zgorzelecki,grand total,2022,5980.91,77257,86001.0
7645,226.0,10030210126000.0,Powiat złotoryjski,grand total,2022,6235.18,36516,40357.0
7646,261.0,10030210161000.0,Powiat m. Jelenia Góra,grand total,2022,6282.14,69432,80014.0
7647,262.0,10030210262000.0,Powiat m. Legnica,grand total,2022,6068.54,83631,94205.0
7648,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2022,,93685,106168.0
7649,264.0,10030210564000.0,Powiat m. Wrocław,grand total,2022,7391.95,591335,673817.0
7650,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2022,6731.24,93685,106168.0
7651,401.0,10040410801000.0,Powiat aleksandrowski,grand total,2022,5256.91,47168,52957.0
7652,402.0,10040410702000.0,Powiat brodnicki,grand total,2022,5179.2,66389,72733.0
7653,403.0,10040410603000.0,Powiat bydgoski,grand total,2022,5793.56,103150,114571.0
7654,404.0,10040410704000.0,Powiat chełmiński,grand total,2022,5339.74,43201,47433.0
7655,405.0,10040410705000.0,Powiat golubsko-dobrzyński,grand total,2022,6015.41,37717,41448.0
7656,406.0,10040410706000.0,Powiat grudziądzki,grand total,2022,5523.49,33300,36415.0
7657,407.0,10040416707000.0,Powiat inowrocławski,grand total,2022,5655.28,135028,150098.0
7658,408.0,10040410808000.0,Powiat lipnowski,grand total,2022,4910.26,54670,59620.0
7659,409.0,10040416709000.0,Powiat mogileński,grand total,2022,5482.81,38325,42469.0
7660,410.0,10040416710000.0,Powiat nakielski,grand total,2022,5907.85,71711,78842.0
7661,411.0,10040410811000.0,Powiat radziejowski,grand total,2022,5248.74,34028,37717.0
7662,412.0,10040410712000.0,Powiat rypiński,grand total,2022,5140.39,36136,39908.0
7663,413.0,10040416813000.0,Powiat sępoleński,grand total,2022,5229.53,33826,37368.0
7664,414.0,10040416814000.0,Powiat świecki,grand total,2022,5795.79,82391,90745.0
7665,415.0,10040410615000.0,Powiat toruński,grand total,2022,5441.72,93299,102299.0
7666,416.0,10040416816000.0,Powiat tucholski,grand total,2022,5164.79,40210,44287.0
7667,417.0,10040410717000.0,Powiat wąbrzeski,grand total,2022,5653.97,28488,31388.0
7668,418.0,10040410818000.0,Powiat włocławski,grand total,2022,5289.63,72400,80213.0
7669,419.0,10040416719000.0,Powiat żniński,grand total,2022,5169.82,58848,65460.0
7670,461.0,10040410661000.0,Powiat m. Bydgoszcz,grand total,2022,6435.59,297903,339143.0
7671,462.0,10040410762000.0,Powiat m. Grudziądz,grand total,2022,5299.09,79760,89472.0
7672,463.0,10040410663000.0,Powiat m. Toruń,grand total,2022,6450.47,174283,196966.0
7673,464.0,10040410864000.0,Powiat m. Włocławek,grand total,2022,5892.16,93166,105651.0
7674,601.0,10060610901000.0,Powiat bialski,grand total,2022,5288.19,91805,101516.0
7675,602.0,10060611002000.0,Powiat biłgorajski,grand total,2022,5109.51,85748,95662.0
7676,603.0,10060611003000.0,Powiat chełmski,grand total,2022,5126.89,65266,72048.0
7677,604.0,10060611004000.0,Powiat hrubieszowski,grand total,2022,5487.37,52616,58687.0
7678,605.0,10060611205000.0,Powiat janowski,grand total,2022,5574.12,38523,43018.0
7679,606.0,10060611006000.0,Powiat krasnostawski,grand total,2022,5376.97,54201,61671.0
7680,607.0,10060611207000.0,Powiat kraśnicki,grand total,2022,5139.37,80681,90947.0
7681,608.0,10060611108000.0,Powiat lubartowski,grand total,2022,5250.01,74278,82618.0
7682,609.0,10060611109000.0,Powiat lubelski,grand total,2022,5115.88,136865,152571.0
7683,610.0,10060611110000.0,Powiat łęczyński,grand total,2022,8543.5,47801,51928.0
7684,611.0,10060611211000.0,Powiat łukowski,grand total,2022,5256.57,86678,95890.0
7685,612.0,10060611212000.0,Powiat opolski,grand total,2022,5132.54,49813,55725.0
7686,613.0,10060610913000.0,Powiat parczewski,grand total,2022,5399.11,29015,32285.0
7687,614.0,10060611214000.0,Powiat puławski,grand total,2022,6254.05,96299,110239.0
7688,615.0,10060610915000.0,Powiat radzyński,grand total,2022,5547.83,48525,53586.0
7689,616.0,10060611216000.0,Powiat rycki,grand total,2022,5359.49,45801,51224.0
7690,617.0,10060611117000.0,Powiat świdnicki,grand total,2022,6162.15,61549,69755.0
7691,618.0,10060611018000.0,Powiat tomaszowski,grand total,2022,5100.78,69919,78095.0
7692,619.0,10060610919000.0,Powiat włodawski,grand total,2022,5234.17,31818,35497.0
7693,620.0,10060611020000.0,Powiat zamojski,grand total,2022,4926.9,90075,100530.0
7694,661.0,10060610961000.0,Powiat m. Biała Podlaska,grand total,2022,5691.8,47883,53086.0
7695,662.0,10060611062000.0,Powiat m. Chełm,grand total,2022,5619.61,52801,59263.0
7696,663.0,10060611163000.0,Powiat m. Lublin,grand total,2022,6402.56,292096,331691.0
7697,664.0,10060611064000.0,Powiat m. Zamość,grand total,2022,5875.74,53035,59336.0
7698,801.0,10020811301000.0,Powiat gorzowski,grand total,2022,6162.2,61787,68099.0
7699,802.0,10020811402000.0,Powiat krośnieński,grand total,2022,5730.7,46906,51752.0
7700,803.0,10020811303000.0,Powiat międzyrzecki,grand total,2022,5695.99,48528,54017.0
7701,804.0,10020811404000.0,Powiat nowosolski,grand total,2022,5810.07,72448,81232.0
7702,805.0,10020811305000.0,Powiat słubicki,grand total,2022,5920.34,40014,43668.0
7703,806.0,10020811306000.0,Powiat strzelecko-drezdenecki,grand total,2022,5727.06,41296,45706.0
7704,807.0,10020811307000.0,Powiat sulęciński,grand total,2022,5335.4,29313,32019.0
7705,808.0,10020811408000.0,Powiat świebodziński,grand total,2022,6154.27,47209,52182.0
7706,809.0,10020811409000.0,Powiat zielonogórski,grand total,2022,6162.35,64482,71454.0
7707,810.0,10020811410000.0,Powiat żagański,grand total,2022,5468.2,66221,73243.0
7708,811.0,10020811411000.0,Powiat żarski,grand total,2022,6172.02,81270,89642.0
7709,812.0,10020811412000.0,Powiat wschowski,grand total,2022,5453.09,32541,35903.0
7710,861.0,10020811361000.0,Powiat m. Gorzów Wielkopolski,grand total,2022,5890.85,105129,117873.0
7711,862.0,10020811462000.0,Powiat m. Zielona Góra,grand total,2022,6462.8,121615,138082.0
7712,1001.0,10051011701000.0,Powiat bełchatowski,grand total,2022,8140.22,94355,103329.0
7713,1002.0,10051011902000.0,Powiat kutnowski,grand total,2022,5800.64,82354,92668.0
7714,1003.0,10051011803000.0,Powiat łaski,grand total,2022,5241.99,42945,48380.0
7715,1004.0,10051011904000.0,Powiat łęczycki,grand total,2022,6026.04,41967,47183.0
7716,1005.0,10051011905000.0,Powiat łowicki,grand total,2022,5395.6,65783,73683.0
7717,1006.0,10051011506000.0,Powiat łódzki wschodni,grand total,2022,5475.31,63333,71250.0
7718,1007.0,10051011707000.0,Powiat opoczyński,grand total,2022,5462.96,63071,69964.0
7719,1008.0,10051011508000.0,Powiat pabianicki,grand total,2022,5650.74,104780,119519.0
7720,1009.0,10051011809000.0,Powiat pajęczański,grand total,2022,5467.17,43197,48430.0
7721,1010.0,10051011710000.0,Powiat piotrkowski,grand total,2022,5278.96,77845,86711.0
7722,1011.0,10051011811000.0,Powiat poddębicki,grand total,2022,7377.24,34719,39327.0
7723,1012.0,10051011712000.0,Powiat radomszczański,grand total,2022,5333.33,95905,107720.0
7724,1013.0,10051011913000.0,Powiat rawski,grand total,2022,5550.93,40520,45167.0
7725,1014.0,10051011814000.0,Powiat sieradzki,grand total,2022,5626.08,98842,110498.0
7726,1015.0,10051011915000.0,Powiat skierniewicki,grand total,2022,5408.39,32376,36035.0
7727,1016.0,10051011716000.0,Powiat tomaszowski,grand total,2022,5478.29,98105,110444.0
7728,1017.0,10051011817000.0,Powiat wieluński,grand total,2022,5497.22,64350,72131.0
7729,1018.0,10051011818000.0,Powiat wieruszowski,grand total,2022,5075.66,36068,39978.0
7730,1019.0,10051011819000.0,Powiat zduńskowolski,grand total,2022,5607.97,56056,62863.0
7731,1020.0,10051011520000.0,Powiat zgierski,grand total,2022,6024.38,145493,164715.0
7732,1021.0,10051011521000.0,Powiat brzeziński,grand total,2022,5262.32,26323,29577.0
7733,1061.0,10051011661000.0,Powiat m. Łódź,grand total,2022,6629.23,597630,687246.0
7734,1062.0,10051011762000.0,Powiat m. Piotrków Trybunalski,grand total,2022,5465.3,60556,68284.0
7735,1063.0,10051011963000.0,Powiat m. Skierniewice,grand total,2022,5797.49,40159,45281.0
7736,1201.0,10011212001000.0,Powiat bocheński,grand total,2022,5642.88,89762,99315.0
7737,1202.0,10011212402000.0,Powiat brzeski,grand total,2022,5127.71,78485,86608.0
7738,1203.0,10011212303000.0,Powiat chrzanowski,grand total,2022,6020.61,106559,120059.0
7739,1204.0,10011212404000.0,Powiat dąbrowski,grand total,2022,5271.12,50340,55497.0
7740,1205.0,10011212205000.0,Powiat gorlicki,grand total,2022,5027.39,91159,100964.0
7741,1206.0,10011212006000.0,Powiat krakowski,grand total,2022,6385.62,249758,278638.0
7742,1207.0,10011212207000.0,Powiat limanowski,grand total,2022,5183.78,108136,117788.0
7743,1208.0,10011212008000.0,Powiat miechowski,grand total,2022,5415.22,41583,47261.0
7744,1209.0,10011212009000.0,Powiat myślenicki,grand total,2022,5603.51,107969,118127.0
7745,1210.0,10011212210000.0,Powiat nowosądecki,grand total,2022,5134.07,177458,193071.0
7746,1211.0,10011216911000.0,Powiat nowotarski,grand total,2022,5168.93,161879,178420.0
7747,1212.0,10011212312000.0,Powiat olkuski,grand total,2022,5894.22,95024,107273.0
7748,1213.0,10011212313000.0,Powiat oświęcimski,grand total,2022,5899.89,130899,146728.0
7749,1214.0,10011212014000.0,Powiat proszowicki,grand total,2022,5577.77,37067,41324.0
7750,1215.0,10011216915000.0,Powiat suski,grand total,2022,5555.61,70990,78664.0
7751,1216.0,10011212416000.0,Powiat tarnowski,grand total,2022,5010.43,169417,186575.0
7752,1217.0,10011216917000.0,Powiat tatrzański,grand total,2022,5519.76,57356,63882.0
7753,1218.0,10011212318000.0,Powiat wadowicki,grand total,2022,5385.08,134934,148774.0
7754,1219.0,10011212019000.0,Powiat wielicki,grand total,2022,6201.22,115556,128366.0
7755,1261.0,10011212161000.0,Powiat m. Kraków,grand total,2022,8157.43,702053,799054.0
7756,1262.0,10011212262000.0,Powiat m. Nowy Sącz,grand total,2022,5478.44,70031,78549.0
7757,1263.0,10011212463000.0,Powiat m. Tarnów,grand total,2022,6721.47,94241,107183.0
7758,1401.0,10071422701000.0,Powiat białobrzeski,grand total,2022,5563.78,27916,30712.0
7759,1402.0,10071422502000.0,Powiat ciechanowski,grand total,2022,6213.79,74840,82697.0
7760,1403.0,10071427103000.0,Powiat garwoliński,grand total,2022,5700.38,89043,97721.0
7761,1404.0,10071427004000.0,Powiat gostyniński,grand total,2022,5806.09,38010,42442.0
7762,1405.0,10071413005000.0,Powiat grodziski,grand total,2022,7139.72,85264,96420.0
7763,1406.0,10071427306000.0,Powiat grójecki,grand total,2022,6247.81,83976,93653.0
7764,1407.0,10071422707000.0,Powiat kozienicki,grand total,2022,7274.27,50586,56697.0
7765,1408.0,10071412908000.0,Powiat legionowski,grand total,2022,6034.24,106979,120731.0
7766,1409.0,10071422709000.0,Powiat lipski,grand total,2022,5595.82,28380,31940.0
7767,1410.0,10071427110000.0,Powiat łosicki,grand total,2022,5362.58,25526,28424.0
7768,1411.0,10071422611000.0,Powiat makowski,grand total,2022,5493.65,36903,40793.0
7769,1412.0,10071412912000.0,Powiat miński,grand total,2022,5785.24,133261,147783.0
7770,1413.0,10071422513000.0,Powiat mławski,grand total,2022,5385.65,60437,66591.0
7771,1414.0,10071413014000.0,Powiat nowodworski,grand total,2022,7534.84,68568,76084.0
7772,1415.0,10071422615000.0,Powiat ostrołęcki,grand total,2022,5661.05,73809,80432.0
7773,1416.0,10071422616000.0,Powiat ostrowski,grand total,2022,5729.1,60525,67446.0
7774,1417.0,10071412917000.0,Powiat otwocki,grand total,2022,6468.8,107544,121454.0
7775,1418.0,10071413018000.0,Powiat piaseczyński,grand total,2022,6499.96,172906,193384.0
7776,1419.0,10071427019000.0,Powiat płocki,grand total,2022,5772.84,94614,104502.0
7777,1420.0,10071422520000.0,Powiat płoński,grand total,2022,5660.12,73645,81632.0
7778,1421.0,10071413021000.0,Powiat pruszkowski,grand total,2022,7516.43,148946,168289.0
7779,1422.0,10071422622000.0,Powiat przasnyski,grand total,2022,5756.31,42802,46794.0
7780,1423.0,10071422723000.0,Powiat przysuski,grand total,2022,5564.37,34462,38534.0
7781,1424.0,10071422524000.0,Powiat pułtuski,grand total,2022,5503.6,43456,48201.0
7782,1425.0,10071422725000.0,Powiat radomski,grand total,2022,5412.43,128392,140445.0
7783,1426.0,10071427126000.0,Powiat siedlecki,grand total,2022,5411.82,68160,75275.0
7784,1427.0,10071427027000.0,Powiat sierpecki,grand total,2022,5505.06,42831,47086.0
7785,1428.0,10071427328000.0,Powiat sochaczewski,grand total,2022,6994.09,71942,79800.0
7786,1429.0,10071427129000.0,Powiat sokołowski,grand total,2022,5459.15,44773,50097.0
7787,1430.0,10071422730000.0,Powiat szydłowiecki,grand total,2022,5271.91,33025,36417.0
7788,1432.0,10071413032000.0,Powiat warszawski zachodni,grand total,2022,7077.31,109101,122740.0
7789,1433.0,10071427133000.0,Powiat węgrowski,grand total,2022,5786.65,54110,60323.0
7790,1434.0,10071412934000.0,Powiat wołomiński,grand total,2022,6065.79,222058,244929.0
7791,1435.0,10071422635000.0,Powiat wyszkowski,grand total,2022,5551.98,62377,68727.0
7792,1436.0,10071422736000.0,Powiat zwoleński,grand total,2022,5638.92,30116,33296.0
7793,1437.0,10071422537000.0,Powiat żuromiński,grand total,2022,5390.6,31723,35061.0
7794,1438.0,10071427338000.0,Powiat żyrardowski,grand total,2022,6403.0,65239,72939.0
7795,1461.0,10071422661000.0,Powiat m. Ostrołęka,grand total,2022,6673.91,43126,47706.0
7796,1462.0,10071427062000.0,Powiat m. Płock,grand total,2022,7898.47,100722,114187.0
7797,1463.0,10071422763000.0,Powiat m. Radom,grand total,2022,6182.33,176775,198328.0
7798,1464.0,10071427164000.0,Powiat m. Siedlce,grand total,2022,6234.01,65025,72746.0
7799,1465.0,10071412865000.0,Powiat m. st. Warszawa,grand total,2022,8540.11,1608993,1831972.0
7800,1601.0,10031613101000.0,Powiat brzeski,grand total,2022,5723.46,76537,85309.0
7801,1602.0,10031613102000.0,Powiat głubczycki,grand total,2022,5978.21,38919,43687.0
7802,1603.0,10031613203000.0,Powiat kędzierzyńsko-kozielski,grand total,2022,6760.49,78943,88310.0
7803,1604.0,10031613204000.0,Powiat kluczborski,grand total,2022,5681.23,55467,61769.0
7804,1605.0,10031613205000.0,Powiat krapkowicki,grand total,2022,6424.68,53313,59199.0
7805,1606.0,10031613106000.0,Powiat namysłowski,grand total,2022,5829.33,36592,40876.0
7806,1607.0,10031613107000.0,Powiat nyski,grand total,2022,5717.73,116471,130602.0
7807,1608.0,10031613208000.0,Powiat oleski,grand total,2022,5527.82,54562,61003.0
7808,1609.0,10031613209000.0,Powiat opolski,grand total,2022,5740.58,105701,117570.0
7809,1610.0,10031613110000.0,Powiat prudnicki,grand total,2022,5463.74,46526,51666.0
7810,1611.0,10031613211000.0,Powiat strzelecki,grand total,2022,6081.35,63133,70002.0
7811,1661.0,10031613261000.0,Powiat m. Opole,grand total,2022,6560.39,112033,128233.0
7812,1801.0,10061813301000.0,Powiat bieszczadzki,grand total,2022,5747.22,18363,20250.0
7813,1802.0,10061813302000.0,Powiat brzozowski,grand total,2022,5049.05,55072,60921.0
7814,1803.0,10061813603000.0,Powiat dębicki,grand total,2022,5507.67,114327,126245.0
7815,1804.0,10061813404000.0,Powiat jarosławski,grand total,2022,5308.03,101790,112806.0
7816,1805.0,10061813305000.0,Powiat jasielski,grand total,2022,5453.4,96522,107307.0
7817,1806.0,10061813506000.0,Powiat kolbuszowski,grand total,2022,5082.42,53247,58573.0
7818,1807.0,10061813307000.0,Powiat krośnieński,grand total,2022,4841.46,94676,104972.0
