,county_code,county_kts,county_name,type,year,wage,NC_population,YR_population
1195,463.0,10040410663000.0,Powiat m. Toruń,grand total,2005,2384.02,174283,196116.0
1196,464.0,10040410864000.0,Powiat m. Włocławek,grand total,2005,2279.95,93166,112002.0
1197,601.0,10060610901000.0,Powiat bialski,grand total,2005,1822.43,91805,105095.0
1198,602.0,10060611002000.0,Powiat biłgorajski,grand total,2005,1959.22,85748,96474.0
1199,603.0,10060611003000.0,Powiat chełmski,grand total,2005,2017.81,65266,68839.0
1200,604.0,10060611004000.0,Powiat hrubieszowski,grand total,2005,1930.63,52616,65151.0
1201,605.0,10060611205000.0,Powiat janowski,grand total,2005,1911.9,38523,44493.0
1202,606.0,10060611006000.0,Powiat krasnostawski,grand total,2005,1943.03,54201,74329.0
1203,607.0,10060611207000.0,Powiat kraśnicki,grand total,2005,1930.26,80681,94445.0
1204,608.0,10060611108000.0,Powiat lubartowski,grand total,2005,1907.49,74278,84208.0
1205,609.0,10060611109000.0,Powiat lubelski,grand total,2005,1947.03,136865,129267.0
1206,610.0,10060611110000.0,Powiat łęczyński,grand total,2005,3454.18,47801,51070.0
1207,611.0,10060611211000.0,Powiat łukowski,grand total,2005,1809.66,86678,97269.0
1208,612.0,10060611212000.0,Powiat opolski,grand total,2005,1939.72,49813,59269.0
1209,613.0,10060610913000.0,Powiat parczewski,grand total,2005,1946.46,29015,34460.0
1210,614.0,10060611214000.0,Powiat puławski,grand total,2005,2399.71,96299,109624.0
1211,615.0,10060610915000.0,Powiat radzyński,grand total,2005,2029.21,48525,56309.0
1212,616.0,10060611216000.0,Powiat rycki,grand total,2005,1940.7,45801,55150.0
1213,617.0,10060611117000.0,Powiat świdnicki,grand total,2005,2022.02,61549,67974.0
1214,618.0,10060611018000.0,Powiat tomaszowski,grand total,2005,1854.38,69919,82783.0
1215,619.0,10060610919000.0,Powiat włodawski,grand total,2005,1887.37,31818,37493.0
1216,620.0,10060611020000.0,Powiat zamojski,grand total,2005,1754.81,90075,104953.0
1217,661.0,10060610961000.0,Powiat m. Biała Podlaska,grand total,2005,2111.78,47883,52046.0
1218,662.0,10060611062000.0,Powiat m. Chełm,grand total,2005,1987.04,52801,63450.0
1219,663.0,10060611163000.0,Powiat m. Lublin,grand total,2005,2419.23,292096,338066.0
1220,664.0,10060611064000.0,Powiat m. Zamość,grand total,2005,2146.17,53035,60949.0
1221,801.0,10020811301000.0,Powiat gorzowski,grand total,2005,2217.31,61787,58171.0
1222,802.0,10020811402000.0,Powiat krośnieński,grand total,2005,2021.99,46906,51254.0
1223,803.0,10020811303000.0,Powiat międzyrzecki,grand total,2005,2027.83,48528,53403.0
1224,804.0,10020811404000.0,Powiat nowosolski,grand total,2005,1888.38,72448,79544.0
1225,805.0,10020811305000.0,Powiat słubicki,grand total,2005,2067.48,40014,42051.0
1226,806.0,10020811306000.0,Powiat strzelecko-drezdenecki,grand total,2005,2077.67,41296,45571.0
1227,807.0,10020811307000.0,Powiat sulęciński,grand total,2005,1765.74,29313,31984.0
1228,808.0,10020811408000.0,Powiat świebodziński,grand total,2005,1957.86,47209,50709.0
1229,809.0,10020811409000.0,Powiat zielonogórski,grand total,2005,2171.4,64482,79995.0
1230,810.0,10020811410000.0,Powiat żagański,grand total,2005,1872.44,66221,75877.0
1231,811.0,10020811411000.0,Powiat żarski,grand total,2005,2186.9,81270,90364.0
1232,812.0,10020811412000.0,Powiat wschowski,grand total,2005,1806.28,32541,34681.0
1233,861.0,10020811361000.0,Powiat m. Gorzów Wielkopolski,grand total,2005,2212.65,105129,117470.0
1234,862.0,10020811462000.0,Powiat m. Zielona Góra,grand total,2005,2468.95,121615,113170.0
1235,1001.0,10051011701000.0,Powiat bełchatowski,grand total,2005,3133.78,94355,101890.0
1236,1002.0,10051011902000.0,Powiat kutnowski,grand total,2005,2103.56,82354,99568.0
1237,1003.0,10051011803000.0,Powiat łaski,grand total,2005,1780.05,42945,47881.0
1238,1004.0,10051011904000.0,Powiat łęczycki,grand total,2005,2052.22,41967,51064.0
1239,1005.0,10051011905000.0,Powiat łowicki,grand total,2005,1998.33,65783,77927.0
1240,1006.0,10051011506000.0,Powiat łódzki wschodni,grand total,2005,1836.05,63333,60288.0
1241,1007.0,10051011707000.0,Powiat opoczyński,grand total,2005,2095.33,63071,72172.0
1242,1008.0,10051011508000.0,Powiat pabianicki,grand total,2005,1980.37,104780,115345.0
1243,1009.0,10051011809000.0,Powiat pajęczański,grand total,2005,2006.22,43197,50028.0
1244,1010.0,10051011710000.0,Powiat piotrkowski,grand total,2005,1680.07,77845,83365.0
1245,1011.0,10051011811000.0,Powiat poddębicki,grand total,2005,1870.7,34719,40268.0
1246,1012.0,10051011712000.0,Powiat radomszczański,grand total,2005,1734.71,95905,111565.0
1247,1013.0,10051011913000.0,Powiat rawski,grand total,2005,1836.87,40520,45738.0
1248,1014.0,10051011814000.0,Powiat sieradzki,grand total,2005,1932.3,98842,111634.0
1249,1015.0,10051011915000.0,Powiat skierniewicki,grand total,2005,2007.4,32376,36078.0
1250,1016.0,10051011716000.0,Powiat tomaszowski,grand total,2005,1915.0,98105,114227.0
1251,1017.0,10051011817000.0,Powiat wieluński,grand total,2005,1777.06,64350,73251.0
1252,1018.0,10051011818000.0,Powiat wieruszowski,grand total,2005,1753.18,36068,38693.0
1253,1019.0,10051011819000.0,Powiat zduńskowolski,grand total,2005,1902.37,56056,62951.0
1254,1020.0,10051011520000.0,Powiat zgierski,grand total,2005,1977.92,145493,152721.0
1255,1021.0,10051011521000.0,Powiat brzeziński,grand total,2005,1666.97,26323,28726.0
1256,1061.0,10051011661000.0,Powiat m. Łódź,grand total,2005,2401.67,597630,774132.0
1257,1062.0,10051011762000.0,Powiat m. Piotrków Trybunalski,grand total,2005,1779.12,60556,74816.0
1258,1063.0,10051011963000.0,Powiat m. Skierniewice,grand total,2005,2039.59,40159,45054.0
1259,1201.0,10011212001000.0,Powiat bocheński,grand total,2005,2016.51,89762,89559.0
1260,1202.0,10011212402000.0,Powiat brzeski,grand total,2005,1772.0,78485,80290.0
1261,1203.0,10011212303000.0,Powiat chrzanowski,grand total,2005,2396.3,106559,121459.0
1262,1204.0,10011212404000.0,Powiat dąbrowski,grand total,2005,1924.69,50340,53311.0
1263,1205.0,10011212205000.0,Powiat gorlicki,grand total,2005,1987.92,91159,96329.0
1264,1206.0,10011212006000.0,Powiat krakowski,grand total,2005,2276.79,249758,225173.0
1265,1207.0,10011212207000.0,Powiat limanowski,grand total,2005,1896.84,108136,103519.0
1266,1208.0,10011212008000.0,Powiat miechowski,grand total,2005,1968.69,41583,49161.0
1267,1209.0,10011212009000.0,Powiat myślenicki,grand total,2005,2147.03,107969,101805.0
1268,1210.0,10011212210000.0,Powiat nowosądecki,grand total,2005,1973.12,177458,167826.0
1269,1211.0,10011216911000.0,Powiat nowotarski,grand total,2005,1884.28,161879,158016.0
1270,1212.0,10011212312000.0,Powiat olkuski,grand total,2005,2402.38,95024,107929.0
1271,1213.0,10011212313000.0,Powiat oświęcimski,grand total,2005,2147.74,130899,142730.0
1272,1214.0,10011212014000.0,Powiat proszowicki,grand total,2005,2010.69,37067,40548.0
1273,1215.0,10011216915000.0,Powiat suski,grand total,2005,1978.23,70990,73666.0
1274,1216.0,10011212416000.0,Powiat tarnowski,grand total,2005,1801.4,169417,171897.0
1275,1217.0,10011216917000.0,Powiat tatrzański,grand total,2005,2012.72,57356,59505.0
1276,1218.0,10011212318000.0,Powiat wadowicki,grand total,2005,1876.01,134934,138875.0
1277,1219.0,10011212019000.0,Powiat wielicki,grand total,2005,2158.94,115556,95018.0
1278,1261.0,10011212161000.0,Powiat m. Kraków,grand total,2005,2579.09,702053,738677.0
1279,1262.0,10011212262000.0,Powiat m. Nowy Sącz,grand total,2005,2112.57,70031,76725.0
1280,1263.0,10011212463000.0,Powiat m. Tarnów,grand total,2005,2071.29,94241,110712.0
1281,1401.0,10071422701000.0,Powiat białobrzeski,grand total,2005,2065.8,27916,30165.0
1282,1402.0,10071422502000.0,Powiat ciechanowski,grand total,2005,2206.68,74840,83260.0
1283,1403.0,10071427103000.0,Powiat garwoliński,grand total,2005,2110.43,89043,95747.0
1284,1404.0,10071427004000.0,Powiat gostyniński,grand total,2005,1848.71,38010,43524.0
1285,1405.0,10071413005000.0,Powiat grodziski,grand total,2005,2673.09,85264,72499.0
1286,1406.0,10071427306000.0,Powiat grójecki,grand total,2005,2349.83,83976,89937.0
1287,1407.0,10071422707000.0,Powiat kozienicki,grand total,2005,2722.64,50586,57337.0
1288,1408.0,10071412908000.0,Powiat legionowski,grand total,2005,2499.14,106979,87453.0
1289,1409.0,10071422709000.0,Powiat lipski,grand total,2005,1925.82,28380,35751.0
1290,1410.0,10071427110000.0,Powiat łosicki,grand total,2005,2008.38,25526,31087.0
1291,1411.0,10071422611000.0,Powiat makowski,grand total,2005,1855.61,36903,42734.0
1292,1412.0,10071412912000.0,Powiat miński,grand total,2005,2116.68,133261,129602.0
1293,1413.0,10071422513000.0,Powiat mławski,grand total,2005,1929.75,60437,67034.0
1294,1414.0,10071413014000.0,Powiat nowodworski,grand total,2005,2749.8,68568,69133.0
1295,1415.0,10071422615000.0,Powiat ostrołęcki,grand total,2005,2127.33,73809,74821.0
1296,1416.0,10071422616000.0,Powiat ostrowski,grand total,2005,2009.11,60525,69462.0
1297,1417.0,10071412917000.0,Powiat otwocki,grand total,2005,2207.13,107544,107650.0
1298,1418.0,10071413018000.0,Powiat piaseczyński,grand total,2005,2749.0,172906,130638.0
1299,1419.0,10071427019000.0,Powiat płocki,grand total,2005,2046.38,94614,96543.0
1300,1420.0,10071422520000.0,Powiat płoński,grand total,2005,2130.09,73645,80370.0
1301,1421.0,10071413021000.0,Powiat pruszkowski,grand total,2005,3062.96,148946,136524.0
1302,1422.0,10071422622000.0,Powiat przasnyski,grand total,2005,2051.37,42802,48035.0
1303,1423.0,10071422723000.0,Powiat przysuski,grand total,2005,1962.75,34462,41345.0
1304,1424.0,10071422524000.0,Powiat pułtuski,grand total,2005,1995.95,43456,46462.0
1305,1425.0,10071422725000.0,Powiat radomski,grand total,2005,1764.95,128392,129027.0
1306,1426.0,10071427126000.0,Powiat siedlecki,grand total,2005,1909.65,68160,73886.0
1307,1427.0,10071427027000.0,Powiat sierpecki,grand total,2005,2022.79,42831,48891.0
1308,1428.0,10071427328000.0,Powiat sochaczewski,grand total,2005,2616.1,71942,77362.0
1309,1429.0,10071427129000.0,Powiat sokołowski,grand total,2005,2030.77,44773,54424.0
1310,1430.0,10071422730000.0,Powiat szydłowiecki,grand total,2005,1861.94,33025,36875.0
1311,1432.0,10071413032000.0,Powiat warszawski zachodni,grand total,2005,2735.74,109101,93066.0
1312,1433.0,10071427133000.0,Powiat węgrowski,grand total,2005,1978.28,54110,63379.0
1313,1434.0,10071412934000.0,Powiat wołomiński,grand total,2005,2257.16,222058,180477.0
1314,1435.0,10071422635000.0,Powiat wyszkowski,grand total,2005,2009.14,62377,63787.0
1315,1436.0,10071422736000.0,Powiat zwoleński,grand total,2005,2007.27,30116,34495.0
1316,1437.0,10071422537000.0,Powiat żuromiński,grand total,2005,1805.9,31723,36820.0
1317,1438.0,10071427338000.0,Powiat żyrardowski,grand total,2005,2427.82,65239,69800.0
1318,1461.0,10071422661000.0,Powiat m. Ostrołęka,grand total,2005,2485.73,43126,48148.0
1319,1462.0,10071427062000.0,Powiat m. Płock,grand total,2005,3014.76,100722,118007.0
1320,1463.0,10071422763000.0,Powiat m. Radom,grand total,2005,2269.3,176775,211975.0
1321,1464.0,10071427164000.0,Powiat m. Siedlce,grand total,2005,2310.82,65025,70128.0
1322,1465.0,10071412865000.0,Powiat m. st. Warszawa,grand total,2005,3613.44,1608993,1706985.0
1323,1601.0,10031613101000.0,Powiat brzeski,grand total,2005,2020.56,76537,85579.0
1324,1602.0,10031613102000.0,Powiat głubczycki,grand total,2005,1991.34,38919,47584.0
1325,1603.0,10031613203000.0,Powiat kędzierzyńsko-kozielski,grand total,2005,2387.96,78943,96299.0
1326,1604.0,10031613204000.0,Powiat kluczborski,grand total,2005,2022.05,55467,65229.0
1327,1605.0,10031613205000.0,Powiat krapkowicki,grand total,2005,2790.61,53313,63019.0
1328,1606.0,10031613106000.0,Powiat namysłowski,grand total,2005,2190.63,36592,40622.0
1329,1607.0,10031613107000.0,Powiat nyski,grand total,2005,1938.81,116471,136953.0
1330,1608.0,10031613208000.0,Powiat oleski,grand total,2005,2035.72,54562,64229.0
1331,1609.0,10031613209000.0,Powiat opolski,grand total,2005,2191.24,105701,127116.0
1332,1610.0,10031613110000.0,Powiat prudnicki,grand total,2005,1909.73,46526,56919.0
1333,1611.0,10031613211000.0,Powiat strzelecki,grand total,2005,2104.69,63133,76042.0
1334,1661.0,10031613261000.0,Powiat m. Opole,grand total,2005,2471.69,112033,123468.0
1335,1801.0,10061813301000.0,Powiat bieszczadzki,grand total,2005,1935.38,18363,19854.0
1336,1802.0,10061813302000.0,Powiat brzozowski,grand total,2005,1884.41,55072,58805.0
1337,1803.0,10061813603000.0,Powiat dębicki,grand total,2005,2104.23,114327,118357.0
1338,1804.0,10061813404000.0,Powiat jarosławski,grand total,2005,2019.56,101790,111202.0
1339,1805.0,10061813305000.0,Powiat jasielski,grand total,2005,2015.94,96522,105035.0
1340,1806.0,10061813506000.0,Powiat kolbuszowski,grand total,2005,1900.33,53247,54930.0
1341,1807.0,10061813307000.0,Powiat krośnieński,grand total,2005,1853.29,94676,99994.0
1342,1808.0,10061813608000.0,Powiat leżajski,grand total,2005,2060.05,58700,62078.0
1343,1809.0,10061813409000.0,Powiat lubaczowski,grand total,2005,1865.88,46969,52185.0
1344,1810.0,10061813510000.0,Powiat łańcucki,grand total,2005,1852.1,68608,70765.0
1345,1811.0,10061813611000.0,Powiat mielecki,grand total,2005,2089.18,115188,120612.0
1346,1812.0,10061813612000.0,Powiat niżański,grand total,2005,1789.27,56678,60688.0
1347,1813.0,10061813413000.0,Powiat przemyski,grand total,2005,1915.04,61906,63582.0
1348,1814.0,10061813414000.0,Powiat przeworski,grand total,2005,1998.32,66100,71844.0
1349,1815.0,10061813515000.0,Powiat ropczycko-sędziszowski,grand total,2005,2002.16,62585,63002.0
1350,1816.0,10061813516000.0,Powiat rzeszowski,grand total,2005,1908.72,145699,156831.0
1351,1817.0,10061813317000.0,Powiat sanocki,grand total,2005,1982.89,79551,86216.0
1352,1818.0,10061813618000.0,Powiat stalowowolski,grand total,2005,2101.73,90549,100545.0
1353,1819.0,10061813519000.0,Powiat strzyżowski,grand total,2005,1800.26,52142,56268.0
1354,1820.0,10061813620000.0,Powiat tarnobrzeski,grand total,2005,2212.0,45261,48749.0
1355,1821.0,10061813321000.0,Powiat leski,grand total,2005,2125.58,22650,24137.0
1356,1861.0,10061813361000.0,Powiat m. Krosno,grand total,2005,1904.52,39545,44703.0
1357,1862.0,10061813462000.0,Powiat m. Przemyśl,grand total,2005,2060.24,51723,62406.0
1358,1863.0,10061813563000.0,Powiat m. Rzeszów,grand total,2005,2416.75,167258,149251.0
1359,1864.0,10061813664000.0,Powiat m. Tarnobrzeg,grand total,2005,1987.12,40019,45618.0
1360,2001.0,10062013901000.0,Powiat augustowski,grand total,2005,2693.94,48739,54382.0
1361,2002.0,10062013702000.0,Powiat białostocki,grand total,2005,1923.23,131163,131361.0
1362,2003.0,10062013803000.0,Powiat bielski,grand total,2005,2106.2,45796,59765.0
1363,2004.0,10062013904000.0,Powiat grajewski,grand total,2005,2330.75,39447,45360.0
1364,2005.0,10062013805000.0,Powiat hajnowski,grand total,2005,1875.2,36073,49633.0
1365,2006.0,10062013806000.0,Powiat kolneński,grand total,2005,1989.2,31490,35680.0
1366,2007.0,10062013807000.0,Powiat łomżyński,grand total,2005,2136.54,42751,46803.0
1367,2008.0,10062013908000.0,Powiat moniecki,grand total,2005,2023.28,33723,40585.0
1368,2009.0,10062013909000.0,Powiat sejneński,grand total,2005,2007.29,16844,20204.0
1369,2010.0,10062013810000.0,Powiat siemiatycki,grand total,2005,1984.16,37208,47179.0
1370,2011.0,10062013711000.0,Powiat sokólski,grand total,2005,2015.59,55778,69316.0
1371,2012.0,10062013912000.0,Powiat suwalski,grand total,2005,1992.83,29839,31758.0
1372,2013.0,10062013813000.0,Powiat wysokomazowiecki,grand total,2005,2015.32,47162,56227.0
1373,2014.0,10062013814000.0,Powiat zambrowski,grand total,2005,1904.32,36566,40942.0
1374,2061.0,10062013761000.0,Powiat m. Białystok,grand total,2005,2365.0,255358,274083.0
1375,2062.0,10062013862000.0,Powiat m. Łomża,grand total,2005,2037.41,52982,57524.0
1376,2063.0,10062013963000.0,Powiat m. Suwałki,grand total,2005,2016.47,59449,61078.0
1377,2201.0,10042214101000.0,Powiat bytowski,grand total,2005,2003.67,65028,64923.0
1378,2202.0,10042217202000.0,Powiat chojnicki,grand total,2005,1881.88,81204,80269.0
1379,2203.0,10042217203000.0,Powiat człuchowski,grand total,2005,2021.1,46684,50290.0
1380,2204.0,10042214004000.0,Powiat gdański,grand total,2005,2143.99,104588,73518.0
1381,2205.0,10042214005000.0,Powiat kartuski,grand total,2005,1972.88,118078,90366.0
1382,2206.0,10042217206000.0,Powiat kościerski,grand total,2005,1941.55,60245,57572.0
1383,2207.0,10042214207000.0,Powiat kwidzyński,grand total,2005,2413.15,69490,70592.0
1384,2208.0,10042214108000.0,Powiat lęborski,grand total,2005,2079.09,54757,56049.0
1385,2209.0,10042214209000.0,Powiat malborski,grand total,2005,2044.03,53468,57269.0
1386,2210.0,10042214010000.0,Powiat nowodworski,grand total,2005,1995.38,29635,31863.0
1387,2211.0,10042214011000.0,Powiat pucki,grand total,2005,2052.23,75072,63628.0
1388,2212.0,10042214112000.0,Powiat słupski,grand total,2005,1954.55,82381,81384.0
1389,2213.0,10042214213000.0,Powiat starogardzki,grand total,2005,2313.11,106157,106958.0
1390,2214.0,10042214214000.0,Powiat tczewski,grand total,2005,2317.41,95979,99945.0
1391,2215.0,10042214015000.0,Powiat wejherowski,grand total,2005,2051.05,186420,155327.0
1392,2216.0,10042214216000.0,Powiat sztumski,grand total,2005,1993.51,33963,36555.0
1393,2261.0,10042214361000.0,Powiat m. Gdańsk,grand total,2005,3017.45,425120,443079.0
1394,2262.0,10042214362000.0,Powiat m. Gdynia,grand total,2005,2741.05,216211,243297.0
1395,2263.0,10042214163000.0,Powiat m. Słupsk,grand total,2005,2111.1,77817,93387.0
1396,2264.0,10042214364000.0,Powiat m. Sopot,grand total,2005,2824.33,29764,41794.0
1397,2401.0,10012415001000.0,Powiat będziński,grand total,2005,2102.8,129553,147771.0
1398,2402.0,10012414402000.0,Powiat bielski,grand total,2005,2020.92,140495,137678.0
1399,2403.0,10012414403000.0,Powiat cieszyński,grand total,2005,2027.97,151326,156832.0
1400,2404.0,10012414604000.0,Powiat częstochowski,grand total,2005,1816.1,116162,126710.0
1401,2405.0,10012414705000.0,Powiat gliwicki,grand total,2005,2090.86,97669,106978.0
1402,2406.0,10012414606000.0,Powiat kłobucki,grand total,2005,1656.06,72448,79113.0
1403,2407.0,10012414507000.0,Powiat lubliniecki,grand total,2005,2010.4,65438,70404.0
1404,2408.0,10012415108000.0,Powiat mikołowski,grand total,2005,2373.42,84203,83570.0
1405,2409.0,10012414609000.0,Powiat myszkowski,grand total,2005,1770.3,60529,68375.0
1406,2410.0,10012415110000.0,Powiat pszczyński,grand total,2005,2028.84,93124,92118.0
1407,2411.0,10012414911000.0,Powiat raciborski,grand total,2005,2155.92,89022,104655.0
1408,2412.0,10012414912000.0,Powiat rybnicki,grand total,2005,2149.86,65086,67115.0
1409,2413.0,10012414513000.0,Powiat tarnogórski,grand total,2005,2101.68,120386,130420.0
1410,2414.0,10012415114000.0,Powiat bieruńsko-lędziński,grand total,2005,2120.79,50174,50069.0
1411,2415.0,10012414915000.0,Powiat wodzisławski,grand total,2005,1899.2,131576,142802.0
1412,2416.0,10012415016000.0,Powiat zawierciański,grand total,2005,2109.64,101211,120107.0
1413,2417.0,10012414417000.0,Powiat żywiecki,grand total,2005,2447.59,129231,136840.0
1414,2461.0,10012414461000.0,Powiat m. Bielsko-Biała,grand total,2005,2360.26,147605,168381.0
1415,2462.0,10012414562000.0,Powiat m. Bytom,grand total,2005,2149.55,135135,177719.0
1416,2463.0,10012414863000.0,Powiat m. Chorzów,grand total,2005,2124.55,91247,109314.0
1417,2464.0,10012414664000.0,Powiat m. Częstochowa,grand total,2005,2214.67,189797,239533.0
1418,2465.0,10012415065000.0,Powiat m. Dąbrowa Górnicza,grand total,2005,2641.41,103365,125127.0
1419,2466.0,10012414766000.0,Powiat m. Gliwice,grand total,2005,2739.11,152919,191509.0
1420,2467.0,10012414967000.0,Powiat m. Jastrzębie-Zdrój,grand total,2005,3769.78,74526,83987.0
1421,2468.0,10012415068000.0,Powiat m. Jaworzno,grand total,2005,2753.98,78075,90638.0
1422,2469.0,10012414869000.0,Powiat m. Katowice,grand total,2005,3395.63,254105,307757.0
1423,2470.0,10012414870000.0,Powiat m. Mysłowice,grand total,2005,2091.24,62628,69469.0
1424,2471.0,10012414571000.0,Powiat m. Piekary Śląskie,grand total,2005,2022.67,46502,56530.0
1425,2472.0,10012414872000.0,Powiat m. Ruda Śląska,grand total,2005,2140.52,116165,135106.0
1426,2473.0,10012414973000.0,Powiat m. Rybnik,grand total,2005,2338.1,115752,130007.0
1427,2474.0,10012414874000.0,Powiat m. Siemianowice Śląskie,grand total,2005,2143.24,56672,68734.0
1428,2475.0,10012415075000.0,Powiat m. Sosnowiec,grand total,2005,2196.13,173106,219463.0
1429,2476.0,10012414876000.0,Powiat m. Świętochłowice,grand total,2005,2107.74,40709,51413.0
1430,2477.0,10012415177000.0,Powiat m. Tychy,grand total,2005,2313.1,108205,122806.0
1431,2478.0,10012414778000.0,Powiat m. Zabrze,grand total,2005,2449.82,139369,179778.0
1432,2479.0,10012414979000.0,Powiat m. Żory,grand total,2005,1912.65,52919,55446.0
1433,2601.0,10052615301000.0,Powiat buski,grand total,2005,1980.24,61235,72029.0
1434,2602.0,10052615302000.0,Powiat jędrzejowski,grand total,2005,2186.12,72269,84557.0
1435,2603.0,10052615303000.0,Powiat kazimierski,grand total,2005,1885.75,28954,35070.0
1436,2604.0,10052615204000.0,Powiat kielecki,grand total,2005,1990.13,181073,178478.0
1437,2605.0,10052615205000.0,Powiat konecki,grand total,2005,1917.46,67551,80133.0
1438,2606.0,10052615306000.0,Powiat opatowski,grand total,2005,2251.75,44147,54357.0
1439,2607.0,10052615207000.0,Powiat ostrowiecki,grand total,2005,1936.08,92541,111007.0
1440,2608.0,10052615308000.0,Powiat pińczowski,grand total,2005,2434.98,33219,40809.0
1441,2609.0,10052615309000.0,Powiat sandomierski,grand total,2005,2336.31,65454,77179.0
1442,2610.0,10052615210000.0,Powiat skarżyski,grand total,2005,2101.52,63384,78003.0
1443,2611.0,10052615211000.0,Powiat starachowicki,grand total,2005,1938.01,76217,89973.0
1444,2612.0,10052615312000.0,Powiat staszowski,grand total,2005,2241.81,60934,68548.0
1445,2613.0,10052615313000.0,Powiat włoszczowski,grand total,2005,2096.56,38323,44319.0
1446,2661.0,10052615261000.0,Powiat m. Kielce,grand total,2005,2372.75,164442,199438.0
1447,2801.0,10042815601000.0,Powiat bartoszycki,grand total,2005,1910.04,47499,55909.0
1448,2802.0,10042815402000.0,Powiat braniewski,grand total,2005,1939.5,33539,38924.0
1449,2803.0,10042815403000.0,Powiat działdowski,grand total,2005,1838.29,53760,57639.0
1450,2804.0,10042815404000.0,Powiat elbląski,grand total,2005,1847.48,47704,50294.0
1451,2805.0,10042815505000.0,Powiat ełcki,grand total,2005,1987.37,76506,75110.0
1452,2806.0,10042815506000.0,Powiat giżycki,grand total,2005,1941.41,47838,51907.0
1453,2807.0,10042815407000.0,Powiat iławski,grand total,2005,1786.59,77576,79292.0
1454,2808.0,10042815608000.0,Powiat kętrzyński,grand total,2005,1821.43,51818,61193.0
1455,2809.0,10042815609000.0,Powiat lidzbarski,grand total,2005,1759.84,34150,39532.0
1456,2810.0,10042815610000.0,Powiat mrągowski,grand total,2005,1888.2,42535,44686.0
1457,2811.0,10042815611000.0,Powiat nidzicki,grand total,2005,1843.41,27012,30063.0
1458,2812.0,10042815412000.0,Powiat nowomiejski,grand total,2005,1708.76,36056,38192.0
1459,2813.0,10042815513000.0,Powiat olecki,grand total,2005,1983.4,28184,30394.0
1460,2814.0,10042815614000.0,Powiat olsztyński,grand total,2005,1971.04,109655,100645.0
1461,2815.0,10042815415000.0,Powiat ostródzki,grand total,2005,1905.22,87404,94410.0
1462,2816.0,10042815516000.0,Powiat piski,grand total,2005,2143.07,46342,50934.0
1463,2817.0,10042815617000.0,Powiat szczycieński,grand total,2005,2001.89,58273,61293.0
1464,2818.0,10042815518000.0,Powiat gołdapski,grand total,2005,1739.34,21842,24059.0
1465,2819.0,10042815519000.0,Powiat węgorzewski,grand total,2005,1835.33,18782,22151.0
1466,2861.0,10042815461000.0,Powiat m. Elbląg,grand total,2005,2135.51,101580,118612.0
1467,2862.0,10042815662000.0,Powiat m. Olsztyn,grand total,2005,2562.95,148504,164454.0
1468,3001.0,10023016001000.0,Powiat chodzieski,grand total,2005,1846.93,39771,42078.0
1469,3002.0,10023016002000.0,Powiat czarnkowsko-trzcianecki,grand total,2005,1996.05,72876,76820.0
1470,3003.0,10023015803000.0,Powiat gnieźnieński,grand total,2005,1990.85,121395,126055.0
1471,3004.0,10023015904000.0,Powiat gostyński,grand total,2005,1928.95,63119,68102.0
1472,3005.0,10023015905000.0,Powiat grodziski,grand total,2005,1818.29,43209,43154.0
1473,3006.0,10023015706000.0,Powiat jarociński,grand total,2005,1738.48,59953,63698.0
1474,3007.0,10023015707000.0,Powiat kaliski,grand total,2005,1801.39,70643,73211.0
1475,3008.0,10023015708000.0,Powiat kępiński,grand total,2005,1470.09,48392,49500.0
1476,3009.0,10023015809000.0,Powiat kolski,grand total,2005,2430.13,72155,81209.0
1477,3010.0,10023015810000.0,Powiat koniński,grand total,2005,2581.53,110097,109131.0
1478,3011.0,10023015911000.0,Powiat kościański,grand total,2005,1893.98,66357,70210.0
1479,3012.0,10023015712000.0,Powiat krotoszyński,grand total,2005,1825.31,64771,69220.0
1480,3013.0,10023015913000.0,Powiat leszczyński,grand total,2005,2152.29,48523,43872.0
1481,3014.0,10023015914000.0,Powiat międzychodzki,grand total,2005,1794.89,30866,32307.0
1482,3015.0,10023015915000.0,Powiat nowotomyski,grand total,2005,1986.01,63330,64006.0
1483,3016.0,10023016116000.0,Powiat obornicki,grand total,2005,2064.42,49904,49460.0
1484,3017.0,10023015717000.0,Powiat ostrowski,grand total,2005,1945.19,137187,144340.0
1485,3018.0,10023015718000.0,Powiat ostrzeszowski,grand total,2005,1867.94,46959,48713.0
1486,3019.0,10023016019000.0,Powiat pilski,grand total,2005,2185.11,114955,122761.0
1487,3020.0,10023015720000.0,Powiat pleszewski,grand total,2005,1759.81,53058,55532.0
1488,3021.0,10023016121000.0,Powiat poznański,grand total,2005,2245.02,354878,255656.0
1489,3022.0,10023015922000.0,Powiat rawicki,grand total,2005,1633.32,50612,53339.0
1490,3023.0,10023015823000.0,Powiat słupecki,grand total,2005,1903.07,49905,53357.0
1491,3024.0,10023016124000.0,Powiat szamotulski,grand total,2005,2254.24,77684,77801.0
1492,3025.0,10023016125000.0,Powiat średzki,grand total,2005,2162.07,49921,48980.0
1493,3026.0,10023016126000.0,Powiat śremski,grand total,2005,1951.11,51777,51898.0
1494,3027.0,10023015827000.0,Powiat turecki,grand total,2005,2067.64,70316,75442.0
1495,3028.0,10023016028000.0,Powiat wągrowiecki,grand total,2005,1875.56,58634,60043.0
